,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,89.0,1.0,1.0,2022-09-11,DAL,,TAM,"L, 3-19",*,10,52,0,5.2,2,1,-3,-3.0,0,50.0,-1.5,0.0,0,0,0,0,0,0,40,58.0,0,0.0,0,0.0
1,2.0,90.0,2.0,2.0,2022-09-18,DAL,,CIN,"W, 20-17",*,15,53,0,3.5,2,1,-4,-4.0,0,50.0,-2.0,0.0,0,0,0,0,0,0,41,67.2,0,0.0,0,0.0
2,3.0,91.0,3.0,3.0,2022-09-26,DAL,@,NYG,"W, 23-16",*,15,73,1,4.9,1,1,2,2.0,0,100.0,2.0,0.0,0,0,0,0,0,0,41,64.1,0,0.0,0,0.0
3,4.0,92.0,4.0,4.0,2022-10-02,DAL,,WAS,"W, 25-10",*,19,49,0,2.6,2,2,32,16.0,0,100.0,16.0,0.0,0,0,0,0,0,0,39,63.9,0,0.0,0,0.0
4,5.0,93.0,5.0,5.0,2022-10-09,DAL,@,LAR,"W, 22-10",*,22,78,0,3.5,0,0,0,,0,,,0.0,0,0,0,0,0,0,36,65.5,0,0.0,0,0.0
5,6.0,94.0,6.0,6.0,2022-10-16,DAL,@,PHI,"L, 17-26",*,13,81,1,6.2,1,1,5,5.0,0,100.0,5.0,0.0,0,0,0,0,0,0,41,61.2,0,0.0,0,0.0
6,7.0,95.0,7.0,7.0,2022-10-23,DAL,,DET,"W, 24-6",*,15,57,2,3.8,0,0,0,,0,,,0.0,0,0,0,0,0,0,31,49.2,0,0.0,0,0.0
7,7.0,,8.0,8.0,2022-10-30,DAL,,CHI,"W, 49-29",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,10.0,2022-11-13,DAL,@,GNB,"L, 28-31 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,96.0,10.0,11.0,2022-11-20,DAL,@,MIN,"W, 40-3",*,15,42,2,2.8,1,1,5,5.0,0,100.0,5.0,0.0,0,0,0,0,0,0,21,29.2,0,0.0,0,0.0
10,9.0,97.0,11.0,12.0,2022-11-24,DAL,,NYG,"W, 28-20",*,16,92,1,5.8,1,1,3,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,38,50.7,0,0.0,0,0.0
11,10.0,98.0,12.0,13.0,2022-12-04,DAL,,IND,"W, 54-19",,17,77,1,4.5,3,3,14,4.7,0,100.0,4.7,0.0,0,0,0,0,0,0,38,55.9,0,0.0,0,0.0
12,11.0,99.0,13.0,14.0,2022-12-11,DAL,,HOU,"W, 27-23",*,15,62,1,4.1,5,3,19,6.3,0,60.0,3.8,0.0,1,1,0,0,0,0,35,49.3,0,0.0,0,0.0
13,12.0,100.0,14.0,15.0,2022-12-18,DAL,@,JAX,"L, 34-40 (OT)",*,16,58,1,3.6,2,2,13,6.5,0,100.0,6.5,0.0,0,0,0,0,0,0,38,50.7,0,0.0,0,0.0
14,13.0,101.0,15.0,16.0,2022-12-24,DAL,,PHI,"W, 40-34",*,16,55,1,3.4,1,1,6,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,34,46.6,0,0.0,0,0.0
15,14.0,102.0,16.0,17.0,2022-12-29,DAL,@,TEN,"W, 27-13",*,19,37,1,1.9,0,0,0,,0,,,0.0,0,0,0,0,0,0,53,66.3,0,0.0,0,0.0
16,15.0,103.0,17.0,18.0,2023-01-08,DAL,@,WAS,"L, 6-26",*,8,10,0,1.3,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,32,47.8,0,0.0,0,0.0
17,,,,,,,,,11-4,,231,876,12,3.8,23,17,92,5.4,0,73.9,4.0,0.0,1,1,0,0,0,0,558,54.7,0,0.0,0,0.0
