,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2017,24,PHI,NFL,WR,16.0,0.0,22.0,16.0,226.0,14.1,1.0,8.0,63.6,64.0,1.0,14.1,72.7,10.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,14.1,226.0,1.0,0.0,2.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019,26,2TM,NFL,WR,16.0,3.0,23.0,10.0,125.0,12.5,0.0,7.0,34.8,20.0,0.6,7.8,43.5,5.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,12.5,125.0,0.0,0.0,1.0,
3,2019,26,PHI,NFL,WR,12.0,3.0,22.0,10.0,125.0,12.5,0.0,7.0,36.4,20.0,0.8,10.4,45.5,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,12.5,125.0,0.0,0.0,1.0,
4,2019,26,MIA,NFL,WR,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
5,2020,27,MIA,NFL,WR,16.0,2.0,25.0,16.0,176.0,11.0,1.0,7.0,56.0,34.0,1.0,11.0,64.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,11.0,176.0,1.0,1.0,1.0,
6,2021,28,MIA,NFL,WR,17.0,3.0,28.0,14.0,223.0,15.9,4.0,11.0,46.4,65.0,0.8,13.1,50.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,14.0,15.9,223.0,4.0,0.0,2.0,
7,2022,29,LVR,NFL,WR,17.0,16.0,94.0,57.0,690.0,12.1,4.0,34.0,51.1,60.0,3.4,40.6,60.6,7.3,4.0,40.0,0.0,2.0,75.0,17.0,10.0,2.4,0.2,61.0,12.0,730.0,4.0,0.0,7.0,
8,2023,30,ATL,NFL,WR,13.0,3.0,30.0,18.0,251.0,13.9,0.0,9.0,46.7,45.0,1.4,19.3,60.0,8.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,18.0,13.9,251.0,0.0,0.0,2.0,
9,2024,31,BUF,NFL,WR,17.0,13.0,50.0,31.0,378.0,12.2,5.0,25.0,58.0,44.0,1.8,22.2,62.0,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,31.0,12.2,378.0,5.0,0.0,4.0,
10,7 Yrs,7 Yrs,7 Yrs,7 Yrs,,112.0,40.0,272.0,162.0,2069.0,12.8,15.0,101.0,51.5,65.0,1.4,18.5,59.6,7.6,4.0,40.0,0.0,2.0,75.0,17.0,10.0,0.4,0.0,166.0,12.7,2109.0,15.0,1.0,19.0,
11,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,6.0,41.0,25.0,314.0,12.8,2.0,15.0,51.5,65.0,1.4,18.5,59.6,7.6,1.0,6.0,0.0,0.0,75.0,17.0,10.0,0.4,0.0,25.0,1.9,320.0,2.0,0.0,3.0,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,37.0,5.0,54.0,30.0,399.0,13.3,5.0,18.0,50.0,65.0,0.8,10.8,55.6,7.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,30.0,13.3,399.0,5.0,1.0,3.0,
14,PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,28.0,3.0,44.0,26.0,351.0,13.5,1.0,15.0,50.0,64.0,0.9,12.5,59.1,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,26.0,13.5,351.0,1.0,0.0,3.0,
15,BUF (1 Yr),BUF (1 Yr),BUF (1 Yr),BUF (1 Yr),,17.0,13.0,50.0,31.0,378.0,12.2,5.0,25.0,58.0,44.0,1.8,22.2,62.0,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,31.0,12.2,378.0,5.0,0.0,4.0,
16,LVR (1 Yr),LVR (1 Yr),LVR (1 Yr),LVR (1 Yr),,17.0,16.0,94.0,57.0,690.0,12.1,4.0,34.0,51.1,60.0,3.4,40.6,60.6,7.3,4.0,40.0,0.0,2.0,75.0,17.0,10.0,2.4,0.2,61.0,12.0,730.0,4.0,0.0,7.0,
17,ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,13.0,3.0,30.0,18.0,251.0,13.9,0.0,9.0,46.7,45.0,1.4,19.3,60.0,8.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,18.0,13.9,251.0,0.0,0.0,2.0,
