,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,83.0,1.0,1.0,2023-09-10,ATL,,CAR,"W, 24-10",,4,3,31,10.3,0,75.0,7.8,0.0,0,0,0,0,0,0,33,63.5,0,0.0,5,19.2
1,2.0,84.0,2.0,2.0,2023-09-17,ATL,,GNB,"W, 25-24",*,6,3,60,20.0,0,50.0,10.0,0.0,0,0,0,0,0,0,58,70.7,0,0.0,1,3.7
2,3.0,85.0,3.0,3.0,2023-09-24,ATL,@,DET,"L, 6-20",,4,1,23,23.0,0,25.0,5.8,0.0,0,0,0,0,0,0,48,71.6,0,0.0,3,11.1
3,4.0,86.0,4.0,4.0,2023-10-01,ATL,@,JAX,"L, 7-23",*,3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,46,79.3,0,0.0,0,0.0
4,5.0,87.0,5.0,5.0,2023-10-08,ATL,,HOU,"W, 21-19",,2,2,29,14.5,0,100.0,14.5,0.0,0,0,0,0,0,0,30,39.0,0,0.0,4,13.8
5,6.0,88.0,6.0,6.0,2023-10-15,ATL,,WAS,"L, 16-24",,4,3,41,13.7,0,75.0,10.3,0.0,0,0,0,0,0,0,28,33.7,0,0.0,5,20.8
6,7.0,89.0,7.0,7.0,2023-10-22,ATL,@,TAM,"W, 16-13",,0,0,0,,0,,,0.0,0,0,0,0,0,0,23,35.4,0,0.0,14,66.7
7,8.0,90.0,8.0,8.0,2023-10-29,ATL,@,TEN,"L, 23-28",,3,2,27,13.5,0,66.7,9.0,0.0,1,1,0,0,0,0,14,20.6,0,0.0,25,71.4
8,9.0,91.0,9.0,9.0,2023-11-05,ATL,,MIN,"L, 28-31",*,3,3,36,12.0,0,100.0,12.0,0.0,0,0,0,0,0,0,14,20.3,0,0.0,6,18.2
9,9.0,,10.0,10.0,2023-11-12,ATL,@,ARI,"L, 23-25",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9.0,,11.0,12.0,2023-11-26,ATL,,NOR,"W, 24-15",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,9.0,,12.0,13.0,2023-12-03,ATL,@,NYJ,"W, 13-8",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,92.0,13.0,14.0,2023-12-10,ATL,,TAM,"L, 25-29",,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,6,8.3,0,0.0,15,46.9
13,10.0,,14.0,15.0,2023-12-17,ATL,@,CAR,"L, 7-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,11.0,93.0,15.0,16.0,2023-12-24,ATL,,IND,"W, 29-10",,0,0,0,,0,,,0.0,0,0,0,0,0,0,15,23.4,0,0.0,18,64.3
15,12.0,94.0,16.0,17.0,2023-12-31,ATL,@,CHI,"L, 17-37",,0,0,0,,0,,,0.0,2,2,0,0,0,0,17,28.8,0,0.0,19,59.4
16,13.0,95.0,17.0,18.0,2024-01-07,ATL,@,NOR,"L, 17-48",,0,0,0,,0,,,0.0,0,0,0,0,0,0,13,21.3,0,0.0,21,65.6
17,,,,,,,,,5-8,,30,18,251,13.9,0,60.0,8.4,0.0,3,3,0,0,0,0,345,39.3,0,0.0,136,37.0
