,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-10,PHI,@,WAS,"W, 30-17",,0,0,0,,0,,,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,5,7.2,0,0.0,6,23.1
1,2.0,2.0,2.0,2.0,2017-09-17,PHI,@,KAN,"L, 20-27",,3,3,32,10.7,0,100.0,10.7,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,17,23.6,0,0.0,13,43.3
2,3.0,3.0,3.0,3.0,2017-09-24,PHI,,NYG,"W, 27-24",,0,0,0,,0,,,0.0,0,0,0,0,,0,0,0,0,0,0,0,8,10.5,0,0.0,12,42.9
3,4.0,4.0,4.0,4.0,2017-10-01,PHI,@,LAC,"W, 26-24",,0,0,0,,0,,,0.0,0,0,0,0,,0,0,0,0,0,0,0,9,11.4,0,0.0,17,63.0
4,5.0,5.0,5.0,5.0,2017-10-08,PHI,,ARI,"W, 34-7",,0,0,0,,0,,,0.0,0,0,0,0,,0,0,0,0,0,0,0,14,20.9,0,0.0,20,71.4
5,6.0,6.0,6.0,6.0,2017-10-12,PHI,@,CAR,"W, 28-23",,2,2,38,19.0,0,100.0,19.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,9,14.5,0,0.0,22,68.8
6,7.0,7.0,7.0,7.0,2017-10-23,PHI,,WAS,"W, 34-24",,1,1,64,64.0,1,100.0,64.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,8,12.3,0,0.0,17,53.1
7,8.0,8.0,8.0,8.0,2017-10-29,PHI,,SFO,"W, 33-10",,3,2,30,15.0,0,66.7,10.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,18,25.7,0,0.0,20,62.5
8,9.0,9.0,9.0,9.0,2017-11-05,PHI,,DEN,"W, 51-23",,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,30,43.5,0,0.0,21,58.3
9,10.0,10.0,10.0,11.0,2017-11-19,PHI,@,DAL,"W, 37-9",,1,1,7,7.0,0,100.0,7.0,0.0,2,2,0,0,0.0,0,0,0,0,0,0,0,10,15.6,0,0.0,19,73.1
10,11.0,11.0,11.0,12.0,2017-11-26,PHI,,CHI,"W, 31-3",,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,38,48.7,0,0.0,12,52.2
11,12.0,12.0,12.0,13.0,2017-12-03,PHI,@,SEA,"L, 10-24",,1,1,10,10.0,0,100.0,10.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,17,22.7,0,0.0,13,59.1
12,13.0,13.0,13.0,14.0,2017-12-10,PHI,@,LAR,"W, 43-35",,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,38,41.3,0,0.0,12,33.3
13,14.0,14.0,14.0,15.0,2017-12-17,PHI,@,NYG,"W, 34-29",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,13,19.4,0,0.0,13,41.9
14,15.0,15.0,15.0,16.0,2017-12-25,PHI,,OAK,"W, 19-10",,0,0,0,,0,,,0.0,0,0,0,0,,0,0,0,0,0,0,0,9,13.4,0,0.0,11,40.7
15,16.0,16.0,16.0,17.0,2017-12-31,PHI,,DAL,"L, 0-6",,5,3,25,8.3,0,60.0,5.0,0.0,0,0,0,0,0.0,0,0,0,0,1,-16,0,44,74.6,0,0.0,3,15.0
16,,,,,,,,,13-3,,22,16,226,14.1,1,72.7,10.3,0.0,5,4,1,0,0.0,0,0,0,0,1,-16,0,287,25.4,0,0.0,231,50.7
