,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2020-09-13,MIA,@,NWE,"L, 11-21",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.8,0,0.0,11,57.9
1,2.0,34.0,2.0,2.0,2020-09-20,MIA,,BUF,"L, 28-31",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0.0,19,63.3
2,3.0,35.0,3.0,3.0,2020-09-24,MIA,@,JAX,"W, 31-13",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.9,0,0.0,14,60.9
3,4.0,36.0,4.0,4.0,2020-10-04,MIA,,SEA,"L, 23-31",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8,0,0.0,15,57.7
4,5.0,37.0,5.0,5.0,2020-10-11,MIA,@,SFO,"W, 43-17",,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,10,14.9,0,0.0,19,59.4
5,6.0,38.0,6.0,6.0,2020-10-18,MIA,,NYJ,"W, 24-0",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.4,0,0.0,21,72.4
6,7.0,39.0,7.0,8.0,2020-11-01,MIA,,LAR,"W, 28-17",,0,0,0,,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,2,4.1,0,0.0,23,69.7
7,8.0,40.0,8.0,9.0,2020-11-08,MIA,@,ARI,"W, 34-31",,1,1,11,11.0,1,100.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,27.9,0,0.0,15,53.6
8,9.0,41.0,9.0,10.0,2020-11-15,MIA,,LAC,"W, 29-21",,1,1,1,1.0,0,100.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,19.0,0,0.0,15,51.7
9,10.0,42.0,10.0,11.0,2020-11-22,MIA,@,DEN,"L, 13-20",,2,1,9,9.0,0,50.0,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,18.5,0,0.0,16,66.7
10,11.0,43.0,11.0,12.0,2020-11-29,MIA,@,NYJ,"W, 20-3",,3,2,19,9.5,0,66.7,6.3,0.0,1,0,1,0,0,0,0,0,0,0,0,0,47,66.2,0,0.0,12,52.2
11,12.0,44.0,12.0,13.0,2020-12-06,MIA,,CIN,"W, 19-7",,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,18.6,0,0.0,17,60.7
12,13.0,45.0,13.0,14.0,2020-12-13,MIA,,KAN,"L, 27-33",,9,5,66,13.2,0,55.6,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,48.2,0,0.0,23,67.6
13,14.0,46.0,14.0,15.0,2020-12-20,MIA,,NWE,"W, 22-12",*,3,2,18,9.0,0,66.7,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,95.8,0,0.0,6,27.3
14,15.0,47.0,15.0,16.0,2020-12-26,MIA,@,LVR,"W, 26-25",*,4,2,42,21.0,0,50.0,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,77.8,0,0.0,8,22.2
15,16.0,48.0,16.0,17.0,2021-01-03,MIA,@,BUF,"L, 26-56",,1,1,3,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,4,4.8,0,0.0,22,59.5
16,,,,,,,,,10-6,,25,16,176,11.0,1,64.0,7.0,0.0,3,1,2,0,0,0,1,1,0,0,0,0,286,26.8,0,0.0,256,56.5
