,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,49.0,1.0,1.0,2021-09-12,MIA,@,NWE,"W, 17-16",,0,0,0,,0,,,0.0,2,0,2,0,0,0,7,13.0,0,0.0,13,61.9
1,2.0,50.0,2.0,2.0,2021-09-19,MIA,,BUF,"L, 0-35",,0,0,0,,0,,,0.0,1,1,0,0,0,0,16,21.6,0,0.0,13,59.1
2,3.0,51.0,3.0,3.0,2021-09-26,MIA,@,LVR,"L, 28-31 (OT)",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,24,28.9,0,0.0,19,57.6
3,4.0,52.0,4.0,4.0,2021-10-03,MIA,,IND,"L, 17-27",,0,0,0,,0,,,0.0,0,0,0,0,0,0,2,3.8,0,0.0,17,60.7
4,5.0,53.0,5.0,5.0,2021-10-10,MIA,@,TAM,"L, 17-45",,2,1,10,10.0,0,50.0,5.0,0.0,1,1,0,0,0,0,14,25.9,0,0.0,16,57.1
5,6.0,54.0,6.0,6.0,2021-10-17,MIA,@,JAX,"L, 20-23",*,5,4,61,15.3,0,80.0,12.2,0.0,3,3,0,0,0,0,68,97.1,0,0.0,16,57.1
6,7.0,55.0,7.0,7.0,2021-10-24,MIA,,ATL,"L, 28-30",,3,2,13,6.5,1,66.7,4.3,0.0,0,0,0,0,0,0,39,53.4,0,0.0,16,57.1
7,8.0,56.0,8.0,8.0,2021-10-31,MIA,@,BUF,"L, 11-26",,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,4,5.8,0,0.0,16,66.7
8,9.0,57.0,9.0,9.0,2021-11-07,MIA,,HOU,"W, 17-9",*,6,3,22,7.3,1,50.0,3.7,0.0,0,0,0,0,0,0,60,80.0,0,0.0,16,66.7
9,10.0,58.0,10.0,10.0,2021-11-11,MIA,,BAL,"W, 22-10",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,13,18.8,0,0.0,20,62.5
10,11.0,59.0,11.0,11.0,2021-11-21,MIA,@,NYJ,"W, 24-17",,3,2,72,36.0,1,66.7,24.0,0.0,1,1,0,0,0,0,22,30.6,0,0.0,15,53.6
11,12.0,60.0,12.0,12.0,2021-11-28,MIA,,CAR,"W, 33-10",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,19,25.7,0,0.0,17,60.7
12,13.0,61.0,13.0,13.0,2021-12-05,MIA,,NYG,"W, 20-9",,1,1,5,5.0,1,100.0,5.0,0.0,1,1,0,0,0,0,9,13.0,0,0.0,18,60.0
13,14.0,62.0,14.0,15.0,2021-12-19,MIA,,NYJ,"W, 31-24",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,13,18.3,0,0.0,18,60.0
14,15.0,63.0,15.0,16.0,2021-12-27,MIA,@,NOR,"W, 20-3",,2,1,40,40.0,0,50.0,20.0,0.0,1,1,0,0,0,0,11,16.9,0,0.0,16,61.5
15,16.0,64.0,16.0,17.0,2022-01-02,MIA,@,TEN,"L, 3-34",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,12,19.4,0,0.0,14,53.8
16,17.0,65.0,17.0,18.0,2022-01-09,MIA,,NWE,"W, 33-24",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,7,10.3,0,0.0,17,58.6
17,,,,,,,,,9-8,,28,14,223,15.9,4,50.0,8.0,0.0,11,9,2,0,0,0,340,29.5,0,0.0,277,59.6
