,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,48.0,1.0,1.0,2020-09-14,PIT,@,NYG,"W, 26-16",*,0.0,1,1,0,1,2,0,1,0,0,2,0,0.0,57,83.8,2,7.7
1,2.0,49.0,2.0,2.0,2020-09-20,PIT,,DEN,"W, 26-21",*,2.5,4,3,1,2,4,0,0,0,0,0,0,0.0,66,85.7,4,13.3
2,3.0,50.0,3.0,3.0,2020-09-27,PIT,,HOU,"W, 28-21",*,1.0,4,4,0,2,4,0,0,0,0,0,0,0.0,39,83.0,1,3.6
3,4.0,51.0,4.0,5.0,2020-10-11,PIT,,PHI,"W, 38-29",*,1.0,3,3,0,3,3,0,0,0,0,0,0,0.0,50,84.7,3,11.5
4,5.0,52.0,5.0,6.0,2020-10-18,PIT,,CLE,"W, 38-7",*,0.0,3,2,1,1,1,0,0,0,0,0,0,0.0,51,89.5,1,3.7
5,6.0,53.0,6.0,7.0,2020-10-25,PIT,@,TEN,"W, 27-24",*,1.0,5,4,1,3,2,0,0,0,0,1,0,0.0,49,86.0,5,17.9
6,7.0,54.0,7.0,8.0,2020-11-01,PIT,@,BAL,"W, 28-24",*,1.0,5,3,2,0,5,0,0,0,0,0,0,0.0,79,96.3,4,15.4
7,8.0,55.0,8.0,9.0,2020-11-08,PIT,@,DAL,"W, 24-19",*,0.5,1,0,1,0,3,0,0,0,0,3,0,0.0,66,91.7,5,18.5
8,9.0,56.0,9.0,10.0,2020-11-15,PIT,,CIN,"W, 36-10",*,2.0,4,4,0,2,4,0,0,0,0,0,0,0.0,50,76.9,2,5.3
9,10.0,57.0,10.0,11.0,2020-11-22,PIT,@,JAX,"W, 27-3",*,0.0,2,2,0,0,2,0,0,0,0,0,0,0.0,50,86.2,3,10.7
10,11.0,58.0,11.0,12.0,2020-12-02,PIT,,BAL,"W, 19-14",*,2.0,6,4,2,3,3,0,0,0,0,0,0,0.0,50,94.3,1,4.0
11,12.0,59.0,12.0,13.0,2020-12-07,PIT,,WAS,"L, 17-23",*,1.0,6,5,1,2,4,0,0,0,0,0,0,0.0,67,93.1,5,15.6
12,13.0,60.0,13.0,14.0,2020-12-13,PIT,@,BUF,"L, 15-26",*,0.0,2,1,1,0,2,0,0,0,0,1,0,0.0,64,85.3,2,7.1
13,14.0,61.0,14.0,15.0,2020-12-21,PIT,@,CIN,"L, 17-27",*,1.0,4,4,0,3,1,0,0,0,0,0,0,0.0,53,94.6,4,12.5
14,15.0,62.0,15.0,16.0,2020-12-27,PIT,,IND,"W, 28-24",*,2.0,3,3,0,1,1,0,0,0,0,0,0,0.0,64,92.8,3,10.0
15,15.0,,16.0,17.0,2021-01-03,PIT,@,CLE,"L, 22-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,12-3,,15.0,53,43,10,23,41,0,1,0,0,7,0,0.0,855,88.4,45,10.4
