,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2021-09-12,PIT,@,BUF,"W, 23-16",*,2.0,3,3,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0.0,69,81.2,4,13.8
1,2.0,64.0,2.0,2.0,2021-09-19,PIT,,LVR,"L, 17-26",*,1.0,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,16,24.2,1,3.6
2,2.0,,3.0,3.0,2021-09-26,PIT,,CIN,"L, 10-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,3.0,65.0,4.0,4.0,2021-10-03,PIT,@,GNB,"L, 17-27",*,2.0,4,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,61,84.7,2,8.0
4,4.0,66.0,5.0,5.0,2021-10-10,PIT,,DEN,"W, 27-19",*,0.0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50,83.3,2,7.7
5,5.0,67.0,6.0,6.0,2021-10-17,PIT,,SEA,"W, 23-20 (OT)",*,2.0,7,6,1,3,2,0,0,0,0,3,0,0,1,0,0,0,0,0.0,56,86.2,4,11.8
6,6.0,68.0,7.0,8.0,2021-10-31,PIT,@,CLE,"W, 15-10",*,1.5,6,4,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,51,86.4,2,10.5
7,7.0,69.0,8.0,9.0,2021-11-08,PIT,,CHI,"W, 29-27",*,3.0,7,4,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,56,90.3,5,14.3
8,8.0,70.0,9.0,10.0,2021-11-14,PIT,,DET,"T, 16-16 (OT)",*,1.0,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33,46.5,2,5.9
9,8.0,,10.0,11.0,2021-11-21,PIT,@,LAC,"L, 37-41",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9.0,71.0,11.0,12.0,2021-11-28,PIT,@,CIN,"L, 10-41",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,80.9,2,7.1
11,10.0,72.0,12.0,13.0,2021-12-05,PIT,,BAL,"W, 20-19",*,3.5,6,5,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0.0,64,86.5,2,8.0
12,11.0,73.0,13.0,14.0,2021-12-09,PIT,@,MIN,"L, 28-36",*,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,35.7,2,6.1
13,12.0,74.0,14.0,15.0,2021-12-19,PIT,,TEN,"W, 19-13",*,1.5,5,4,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0.0,67,83.8,2,7.4
14,13.0,75.0,15.0,16.0,2021-12-26,PIT,@,KAN,"L, 10-36",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,55.1,1,3.8
15,14.0,76.0,16.0,17.0,2022-01-03,PIT,,CLE,"W, 26-14",*,4.0,5,5,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0.0,56,78.9,0,0.0
16,15.0,77.0,17.0,18.0,2022-01-09,PIT,@,BAL,"W, 16-13 (OT)",*,1.0,5,3,2,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0.0,61,85.9,1,3.1
17,,,,,,,,,9-5-1,,22.5,64,48,16,21,39,0,0,0,0,7,0,0,5,3,1,0,0,0.0,758,72.7,32,7.4
