,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2019-09-08,PIT,@,NWE,"L, 3-33",*,0.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,84.3,4,15.4
1,2.0,33.0,2.0,2.0,2019-09-15,PIT,,SEA,"L, 26-28",*,1.0,6,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,69,88.5,5,16.7
2,3.0,34.0,3.0,3.0,2019-09-22,PIT,@,SFO,"L, 20-24",*,0.0,2,2,0,0,2,0,1,7,0,2,0,0,0,1,0,0,0,0.0,72,91.1,4,14.8
3,4.0,35.0,4.0,4.0,2019-09-30,PIT,,CIN,"W, 27-3",*,1.5,2,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,54,81.8,1,4.5
4,5.0,36.0,5.0,5.0,2019-10-06,PIT,,BAL,"L, 23-26 (OT)",*,1.0,5,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,69,87.3,6,20.0
5,6.0,37.0,6.0,6.0,2019-10-13,PIT,@,LAC,"W, 24-17",*,0.5,3,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0.0,51,82.3,2,8.0
6,7.0,38.0,7.0,8.0,2019-10-28,PIT,,MIA,"W, 27-14",*,2.0,3,3,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0.0,53,88.3,2,9.1
7,8.0,39.0,8.0,9.0,2019-11-03,PIT,,IND,"W, 26-24",*,1.5,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,90.0,4,15.4
8,9.0,40.0,9.0,10.0,2019-11-10,PIT,,LAR,"W, 17-12",*,2.0,5,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,64,85.3,3,9.1
9,10.0,41.0,10.0,11.0,2019-11-14,PIT,@,CLE,"L, 7-21",*,1.0,4,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,55,78.6,4,15.4
10,11.0,42.0,11.0,12.0,2019-11-24,PIT,@,CIN,"W, 16-10",*,1.0,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,44,77.2,2,6.7
11,12.0,43.0,12.0,13.0,2019-12-01,PIT,,CLE,"W, 20-13",*,1.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,93.9,4,16.7
12,13.0,44.0,13.0,14.0,2019-12-08,PIT,@,ARI,"W, 23-17",*,0.0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,45,77.6,3,12.5
13,14.0,45.0,14.0,15.0,2019-12-15,PIT,,BUF,"L, 10-17",*,0.5,4,3,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0.0,60,92.3,3,13.0
14,15.0,46.0,15.0,16.0,2019-12-22,PIT,@,NYJ,"L, 10-16",*,1.0,5,2,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0.0,54,88.5,4,14.8
15,16.0,47.0,16.0,17.0,2019-12-29,PIT,@,BAL,"L, 10-28",*,0.5,5,4,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0.0,61,89.7,6,20.7
16,,,,,,,,,8-8,,14.5,55,35,20,14,36,0,2,7,0,8,0,0,8,4,0,0,0,0.0,935,86.3,57,13.4
