,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,78.0,1.0,1.0,2022-09-11,PIT,@,CIN,"W, 23-20 (OT)",*,1.0,6,6,0,3,1,0,1,0,0,2,0,0.0,66,66.0,2,6.3
1,1.0,,2.0,2.0,2022-09-18,PIT,,NWE,"L, 14-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1.0,,3.0,3.0,2022-09-22,PIT,@,CLE,"L, 17-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1.0,,4.0,4.0,2022-10-02,PIT,,NYJ,"L, 20-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,1.0,,5.0,5.0,2022-10-09,PIT,@,BUF,"L, 3-38",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,1.0,,6.0,6.0,2022-10-16,PIT,,TAM,"W, 20-18",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,1.0,,7.0,7.0,2022-10-23,PIT,@,MIA,"L, 10-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,1.0,,8.0,8.0,2022-10-30,PIT,@,PHI,"L, 13-35",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2.0,79.0,9.0,10.0,2022-11-13,PIT,,NOR,"W, 20-10",*,0.0,4,2,2,0,1,0,0,0,0,0,0,0.0,37,78.7,1,4.2
9,3.0,80.0,10.0,11.0,2022-11-20,PIT,,CIN,"L, 30-37",*,0.5,6,2,4,0,1,0,1,0,0,2,0,0.0,54,81.8,5,13.9
10,4.0,81.0,11.0,12.0,2022-11-28,PIT,@,IND,"W, 24-17",*,0.0,3,2,1,0,1,0,0,0,0,0,0,0.0,55,85.9,4,15.4
11,5.0,82.0,12.0,13.0,2022-12-04,PIT,@,ATL,"W, 19-16",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0,47,87.0,1,4.0
12,6.0,83.0,13.0,14.0,2022-12-11,PIT,,BAL,"L, 14-16",*,1.0,5,3,2,1,1,0,0,0,0,0,0,0.0,54,88.5,5,23.8
13,7.0,84.0,14.0,15.0,2022-12-18,PIT,@,CAR,"W, 24-16",*,1.5,2,1,1,1,2,0,0,0,0,0,0,0.0,38,82.6,4,16.0
14,8.0,85.0,15.0,16.0,2022-12-24,PIT,,LVR,"W, 13-10",*,0.0,3,3,0,1,1,0,0,0,0,1,0,0.0,46,86.8,2,9.1
15,9.0,86.0,16.0,17.0,2023-01-01,PIT,@,BAL,"W, 16-13",*,1.0,4,3,1,2,3,0,0,0,0,0,0,0.0,49,94.2,5,21.7
16,10.0,87.0,17.0,18.0,2023-01-08,PIT,,CLE,"W, 28-14",*,0.5,3,2,1,0,1,0,0,0,0,0,0,0.0,56,87.5,3,13.6
17,,,,,,,,,8-2,,5.5,39,27,12,8,12,0,2,0,0,5,0,0.0,502,82.7,32,12.5
