,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,105.0,1.0,1.0,2024-09-08,PIT,@,ATL,"W, 18-10",*,1.0,4,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,50,89.3,0,0.0
1,2.0,106.0,2.0,2.0,2024-09-15,PIT,@,DEN,"W, 13-6",*,1.0,3,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,55,90.2,1,4.0
2,3.0,107.0,3.0,3.0,2024-09-22,PIT,,LAC,"W, 20-10",*,1.0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44,95.7,0,0.0
3,4.0,108.0,4.0,4.0,2024-09-29,PIT,@,IND,"L, 24-27",*,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,93.9,5,18.5
4,5.0,109.0,5.0,5.0,2024-10-06,PIT,,DAL,"L, 17-20",*,1.5,8,7,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0.0,70,92.1,3,12.5
5,6.0,110.0,6.0,6.0,2024-10-13,PIT,@,LVR,"W, 32-13",*,0.0,5,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,52,82.5,1,4.0
6,7.0,111.0,7.0,7.0,2024-10-20,PIT,,NYJ,"W, 37-15",*,0.0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,53,93.0,3,10.3
7,8.0,112.0,8.0,8.0,2024-10-28,PIT,,NYG,"W, 26-18",*,2.0,7,5,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0.0,69,95.8,2,6.7
8,9.0,113.0,9.0,10.0,2024-11-10,PIT,@,WAS,"W, 28-27",*,0.0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,56,87.5,4,12.5
9,10.0,114.0,10.0,11.0,2024-11-17,PIT,,BAL,"W, 18-16",*,1.0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,85.2,4,13.8
10,11.0,115.0,11.0,12.0,2024-11-21,PIT,@,CLE,"L, 19-24",*,0.0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,94.8,4,20.0
11,12.0,116.0,12.0,13.0,2024-12-01,PIT,@,CIN,"W, 44-38",*,2.0,3,3,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0.0,47,75.8,5,15.2
12,13.0,117.0,13.0,14.0,2024-12-08,PIT,,CLE,"W, 27-14",*,0.0,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,64,88.9,2,6.9
13,14.0,118.0,14.0,15.0,2024-12-15,PIT,@,PHI,"L, 13-27",*,2.0,7,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,53,66.3,1,4.0
14,15.0,119.0,15.0,16.0,2024-12-21,PIT,@,BAL,"L, 17-34",*,0.0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,77.4,1,3.7
15,16.0,120.0,16.0,17.0,2024-12-25,PIT,,KAN,"L, 10-29",*,0.0,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,49,79.0,1,4.0
16,17.0,121.0,17.0,18.0,2025-01-04,PIT,,CIN,"L, 17-19",*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,79.7,1,3.8
17,,,,,,,,,10-7,,11.5,61,40,21,19,27,0,0,0,0,4,0,0,6,2,0,0,0,0.0,938,85.9,38,8.3
