,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,64.0,1.0,1.0,2019-09-08,SEA,,CIN,"W, 21-20",*,2,1,44,44.0,1,50.0,22.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,46,90.2,0,0.0,5,16.7
1,2.0,65.0,2.0,2.0,2019-09-15,SEA,@,PIT,"W, 28-26",*,12,10,79,7.9,0,83.3,6.6,0,0,0,,0,0,0,,2,10,0,5.0,0,0,0,0,0,0,69,88.5,0,0.0,8,26.7
2,3.0,66.0,3.0,3.0,2019-09-22,SEA,,NOR,"L, 27-33",*,14,11,154,14.0,1,78.6,11.0,0,0,0,,2,47,0,23.5,3,12,0,4.0,0,0,0,0,0,0,81,97.6,0,0.0,12,42.9
3,4.0,67.0,4.0,4.0,2019-09-29,SEA,@,ARI,"W, 27-10",*,4,4,51,12.8,0,100.0,12.8,0,0,0,,1,21,0,21.0,2,-3,0,-1.5,0,0,0,0,0,0,60,96.8,0,0.0,6,24.0
4,5.0,68.0,5.0,5.0,2019-10-03,SEA,,LAR,"W, 30-29",*,4,4,51,12.8,1,100.0,12.8,1,-8,0,-8.0,1,33,0,33.0,1,0,0,0.0,0,0,0,0,0,0,67,90.5,0,0.0,10,32.3
5,6.0,69.0,6.0,6.0,2019-10-13,SEA,@,CLE,"W, 32-28",*,5,5,75,15.0,0,100.0,15.0,1,3,0,3.0,1,21,0,21.0,0,0,0,,0,0,0,0,0,0,78,96.3,0,0.0,7,26.9
6,7.0,70.0,7.0,7.0,2019-10-20,SEA,,BAL,"L, 16-30",*,7,5,61,12.2,1,71.4,8.7,1,-3,0,-3.0,3,58,0,19.3,2,12,0,6.0,0,0,0,0,0,0,70,98.6,0,0.0,10,34.5
7,8.0,71.0,8.0,8.0,2019-10-27,SEA,@,ATL,"W, 27-20",*,6,6,100,16.7,0,100.0,16.7,0,0,0,,1,21,0,21.0,0,0,0,,0,0,0,0,0,0,55,91.7,0,0.0,6,24.0
8,9.0,72.0,9.0,9.0,2019-11-03,SEA,,TAM,"W, 40-34 (OT)",*,18,13,152,11.7,2,72.2,8.4,0,0,0,,0,0,0,,2,15,0,7.5,0,0,0,0,0,0,68,91.9,0,0.0,12,33.3
9,10.0,73.0,10.0,10.0,2019-11-11,SEA,@,SFO,"W, 27-24 (OT)",*,4,3,26,8.7,0,75.0,6.5,1,3,0,3.0,3,43,0,14.3,1,20,0,20.0,0,0,0,0,0,0,52,71.2,0,0.0,10,28.6
10,11.0,74.0,11.0,12.0,2019-11-24,SEA,@,PHI,"W, 17-9",*,2,1,38,38.0,0,50.0,19.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,52,85.2,0,0.0,0,0.0
11,12.0,75.0,12.0,13.0,2019-12-02,SEA,,MIN,"W, 37-30",*,3,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,66,88.0,0,0.0,0,0.0
12,13.0,76.0,13.0,14.0,2019-12-08,SEA,@,LAR,"L, 12-28",*,6,4,43,10.8,0,66.7,7.2,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
13,14.0,77.0,14.0,15.0,2019-12-15,SEA,@,CAR,"W, 30-24",*,9,8,120,15.0,1,88.9,13.3,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,53,79.1,0,0.0,2,7.1
14,15.0,78.0,15.0,16.0,2019-12-22,SEA,,ARI,"L, 13-27",*,7,1,12,12.0,0,14.3,1.7,0,0,0,,1,18,0,18.0,0,0,0,,0,0,0,0,0,0,48,84.2,0,0.0,3,9.4
15,16.0,79.0,16.0,17.0,2019-12-29,SEA,,SFO,"L, 21-26",*,7,6,51,8.5,1,85.7,7.3,0,0,0,,1,17,0,17.0,0,0,0,,1,0,0,0,0,0,70,93.3,0,0.0,6,27.3
16,,,,,,,,,11-5,,110,82,1057,12.9,8,74.5,9.6,4,-5,0,-1.3,14,279,0,19.9,13,66,0,5.1,1,0,0,0,0,0,994,89.6,0,0.0,97,21.2
