,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,48.0,1.0,1.0,2018-09-09,SEA,@,DEN,"L, 24-27",*,4,3,59,19.7,1,75.0,14.8,0,0,0,,2,39,0,19.5,3,11,0,3.7,0,0,0,0,0,0,56,98.2,0,0.0,12,35.3
1,2.0,49.0,2.0,2.0,2018-09-17,SEA,@,CHI,"L, 17-24",*,7,5,60,12.0,1,71.4,8.6,0,0,0,,0,0,0,,1,14,0,14.0,1,0,0,0,0,0,60,90.9,0,0.0,10,37.0
2,3.0,50.0,3.0,3.0,2018-09-23,SEA,,DAL,"W, 24-13",*,6,4,77,19.3,1,66.7,12.8,1,5,0,5.0,3,66,0,22.0,3,25,0,8.3,0,0,0,0,0,0,61,88.4,0,0.0,10,34.5
3,4.0,51.0,4.0,4.0,2018-09-30,SEA,@,ARI,"W, 20-17",*,6,5,53,10.6,0,83.3,8.8,0,0,0,,0,0,0,,4,39,0,9.8,0,0,0,0,0,0,62,93.9,0,0.0,5,17.9
4,5.0,52.0,5.0,5.0,2018-10-07,SEA,,LAR,"L, 31-33",*,4,3,98,32.7,1,75.0,24.5,1,6,0,6.0,3,77,0,25.7,1,-3,0,-3.0,0,0,0,0,0,0,52,86.7,0,0.0,8,26.7
5,6.0,53.0,6.0,6.0,2018-10-14,SEA,@,OAK,"W, 27-3",*,4,3,13,4.3,1,75.0,3.3,1,7,0,7.0,0,0,0,,1,0,0,0.0,0,0,0,0,0,0,51,78.5,0,0.0,3,15.8
6,7.0,54.0,7.0,8.0,2018-10-28,SEA,@,DET,"W, 28-14",*,2,2,34,17.0,1,100.0,17.0,2,13,0,6.5,0,0,0,,1,10,0,10.0,0,0,0,0,0,0,44,69.8,0,0.0,5,20.8
7,8.0,55.0,8.0,9.0,2018-11-04,SEA,,LAC,"L, 17-25",,4,3,22,7.3,0,75.0,5.5,0,0,0,,1,34,0,34.0,3,4,0,1.3,0,0,0,0,0,0,68,84.0,0,0.0,8,28.6
8,9.0,56.0,9.0,10.0,2018-11-11,SEA,@,LAR,"L, 31-36",*,6,5,67,13.4,1,83.3,11.2,1,18,0,18.0,1,21,0,21.0,1,9,0,9.0,0,0,0,0,0,0,60,88.2,0,0.0,10,33.3
9,10.0,57.0,10.0,11.0,2018-11-15,SEA,,GNB,"W, 27-24",*,5,5,71,14.2,0,100.0,14.2,1,1,0,1.0,2,47,0,23.5,0,0,0,,0,0,0,0,0,0,53,75.7,0,0.0,11,35.5
10,11.0,58.0,11.0,12.0,2018-11-25,SEA,@,CAR,"W, 30-27",*,5,5,107,21.4,1,100.0,21.4,1,-2,0,-2.0,0,0,0,,0,0,0,,0,0,0,0,0,0,56,90.3,0,0.0,6,22.2
11,12.0,59.0,12.0,13.0,2018-12-02,SEA,,SFO,"W, 43-16",*,2,1,52,52.0,1,50.0,26.0,1,10,0,10.0,2,111,0,55.5,1,-4,0,-4.0,0,0,0,0,0,0,40,69.0,0,0.0,9,30.0
12,13.0,60.0,13.0,14.0,2018-12-10,SEA,,MIN,"W, 21-7",*,6,5,42,8.4,0,83.3,7.0,2,-3,0,-1.5,0,0,0,,3,17,0,5.7,0,0,0,0,0,0,56,84.8,0,0.0,7,31.8
13,14.0,61.0,14.0,15.0,2018-12-16,SEA,@,SFO,"L, 23-26 (OT)",*,2,2,45,22.5,0,100.0,22.5,1,11,0,11.0,1,3,0,3.0,1,8,0,8.0,0,0,0,0,0,0,68,90.7,0,0.0,9,26.5
14,15.0,62.0,15.0,16.0,2018-12-23,SEA,,KAN,"W, 38-31",*,5,4,99,24.8,0,80.0,19.8,0,0,0,,1,32,0,32.0,2,13,0,6.5,1,0,0,0,0,0,69,86.3,0,0.0,10,30.3
15,16.0,63.0,16.0,17.0,2018-12-30,SEA,,ARI,"W, 27-24",,2,2,66,33.0,1,100.0,33.0,1,3,0,3.0,3,63,0,21.0,0,0,0,,0,0,0,0,0,0,52,82.5,0,0.0,11,33.3
16,,,,,,,,,10-6,,70,57,965,16.9,10,81.4,13.8,13,69,0,5.3,19,493,0,25.9,25,143,0,5.7,2,0,0,0,0,0,908,84.9,0,0.0,134,29.2
