,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2019,27,SFO,NFL,RB,3.0,0.0,53.0,336.0,5.0,17.0,60.4,36.0,6.3,112.0,17.7,3.0,3.0,8.0,2.7,0.0,0.0,33.3,10.0,1.0,2.7,100.0,2.7,56.0,6.1,344.0,5.0,0.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,31,MIA,NFL,RB,1.0,1.0,8.0,33.0,0.0,2.0,50.0,8.0,4.1,33.0,8.0,2.0,1.0,-3.0,-3.0,0.0,0.0,0.0,-3.0,1.0,-3.0,50.0,-1.5,9.0,3.3,30.0,0.0,0.0,
3,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4.0,1.0,61.0,369.0,5.0,19.0,59.0,36.0,6.0,92.3,15.3,5.0,4.0,5.0,1.3,0.0,0.0,20.0,10.0,1.0,1.3,80.0,1.0,65.0,5.8,374.0,5.0,0.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,4.0,259.0,1568.0,21.0,81.0,59.0,36.0,6.0,92.3,15.3,21.0,17.0,21.0,1.3,0.0,0.0,20.0,10.0,1.0,1.3,80.0,1.0,276.0,5.8,1590.0,21.0,0.0,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SFO (1 Yr),SFO (1 Yr),SFO (1 Yr),SFO (1 Yr),,3.0,0.0,53.0,336.0,5.0,17.0,60.4,36.0,6.3,112.0,17.7,3.0,3.0,8.0,2.7,0.0,0.0,33.3,10.0,1.0,2.7,100.0,2.7,56.0,6.1,344.0,5.0,0.0,
7,MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,1.0,1.0,8.0,33.0,0.0,2.0,50.0,8.0,4.1,33.0,8.0,2.0,1.0,-3.0,-3.0,0.0,0.0,0.0,-3.0,1.0,-3.0,50.0,-1.5,9.0,3.3,30.0,0.0,0.0,
