,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,50.0,1.0,1.0,2023-09-10,LAC,,MIA,"L, 34-36",*,23,33,69.7,229,1,0,6.9,7.55,99.2,3,29,5,17,1,3.4,0,0,0,,0,,,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0
1,2.0,51.0,2.0,2.0,2023-09-17,LAC,@,TEN,"L, 24-27 (OT)",*,27,41,65.9,305,2,0,7.4,8.41,104.2,3,24,1,0,0,0.0,0,0,0,,0,,,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
2,3.0,52.0,3.0,3.0,2023-09-24,LAC,@,MIN,"W, 28-24",*,40,47,85.1,405,3,0,8.6,9.89,123.8,1,9,2,11,0,5.5,0,0,0,,0,,,1,0,0,1,0,0,66,100.0,0,0.0,0,0.0
3,4.0,53.0,4.0,4.0,2023-10-01,LAC,,LVR,"W, 24-17",*,13,24,54.2,167,1,1,7.0,5.92,72.7,2,17,12,27,2,2.3,0,0,0,,0,,,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
4,5.0,54.0,5.0,6.0,2023-10-16,LAC,,DAL,"L, 17-20",*,22,37,59.5,227,2,1,6.1,6.00,84.0,1,8,6,20,0,3.3,1,1,10,10.0,0,100.0,10.0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
5,6.0,55.0,6.0,7.0,2023-10-22,LAC,@,KAN,"L, 17-31",*,17,30,56.7,259,1,2,8.6,6.30,68.6,5,40,2,5,0,2.5,0,0,0,,0,,,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
6,7.0,56.0,7.0,8.0,2023-10-29,LAC,,CHI,"W, 30-13",*,31,40,77.5,298,3,0,7.5,8.95,122.7,0,0,1,1,0,1.0,0,0,0,,0,,,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
7,8.0,57.0,8.0,9.0,2023-11-06,LAC,@,NYJ,"W, 27-6",*,16,30,53.3,136,0,0,4.5,4.53,65.4,5,29,3,17,0,5.7,0,0,0,,0,,,1,0,0,1,0,0,58,100.0,0,0.0,0,0.0
8,9.0,58.0,9.0,10.0,2023-11-12,LAC,,DET,"L, 38-41",*,27,40,67.5,323,4,1,8.1,8.95,114.9,0,0,4,15,0,3.8,0,0,0,,0,,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
9,10.0,59.0,10.0,11.0,2023-11-19,LAC,@,GNB,"L, 20-23",*,21,36,58.3,260,2,0,7.2,8.33,99.3,2,16,8,73,0,9.1,0,0,0,,0,,,1,0,0,1,-4,0,65,100.0,0,0.0,0,0.0
10,11.0,60.0,11.0,12.0,2023-11-26,LAC,,BAL,"L, 10-20",*,29,44,65.9,217,1,1,4.9,4.36,75.7,3,24,4,47,0,11.8,0,0,0,,0,,,1,1,0,0,0,0,66,100.0,0,0.0,0,0.0
11,12.0,61.0,12.0,13.0,2023-12-03,LAC,@,NWE,"W, 6-0",*,22,37,59.5,212,0,0,5.7,5.73,75.5,0,0,4,-5,0,-1.3,0,0,0,,0,,,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
12,13.0,62.0,13.0,14.0,2023-12-10,LAC,,DEN,"L, 7-24",*,9,17,52.9,96,0,1,5.6,3.00,45.2,4,37,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,31,45.6,0,0.0,0,0.0
13,13.0,,14.0,15.0,2023-12-14,LAC,@,LVR,"L, 21-63",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
