,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2018,22,DAL,NFL,WR,2.0,1.0,15.0,8.0,137.0,17.1,1.0,5.0,40.0,44.0,4.0,68.5,53.3,9.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.1,137.0,1.0,0.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022,26,DAL,NFL,WR,2.0,2.0,9.0,5.0,46.0,9.2,1.0,4.0,55.6,15.0,2.5,23.0,55.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.2,46.0,1.0,0.0,
3,2023,27,DAL,NFL,WR,1.0,1.0,6.0,6.0,103.0,17.2,0.0,4.0,100.0,42.0,6.0,103.0,100.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.2,103.0,0.0,0.0,
4,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,5.0,4.0,30.0,19.0,286.0,15.1,2.0,13.0,56.7,44.0,3.8,57.2,63.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.1,286.0,2.0,0.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,14.0,102.0,65.0,972.0,15.1,7.0,44.0,56.7,44.0,3.8,57.2,63.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,65.0,15.1,972.0,7.0,0.0,
