,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,78.0,1.0,1.0,2019-09-08,TAM,,SFO,"L, 17-31",*,5,2,28,14.0,0,40.0,5.6,59,85.5,0,0.0,0,0.0
1,2.0,79.0,2.0,2.0,2019-09-12,TAM,@,CAR,"W, 20-14",*,8,4,61,15.3,0,50.0,7.6,55,91.7,0,0.0,0,0.0
2,3.0,80.0,3.0,3.0,2019-09-22,TAM,,NYG,"L, 31-32",*,15,8,190,23.8,3,53.3,12.7,67,89.3,0,0.0,0,0.0
3,4.0,81.0,4.0,4.0,2019-09-29,TAM,@,LAR,"W, 55-40",*,7,4,89,22.3,1,57.1,12.7,67,90.5,0,0.0,0,0.0
4,5.0,82.0,5.0,5.0,2019-10-06,TAM,@,NOR,"L, 24-31",*,3,0,0,,0,0.0,0.0,55,96.5,0,0.0,0,0.0
5,6.0,83.0,6.0,6.0,2019-10-13,TAM,,CAR,"L, 26-37",*,17,9,96,10.7,0,52.9,5.6,73,91.3,0,0.0,0,0.0
6,7.0,84.0,7.0,8.0,2019-10-27,TAM,@,TEN,"L, 23-27",*,12,11,198,18.0,2,91.7,16.5,74,91.4,0,0.0,0,0.0
7,8.0,85.0,8.0,9.0,2019-11-03,TAM,@,SEA,"L, 34-40 (OT)",*,16,12,180,15.0,1,75.0,11.3,65,85.5,0,0.0,0,0.0
8,9.0,86.0,9.0,10.0,2019-11-10,TAM,,ARI,"W, 30-27",*,6,4,82,20.5,0,66.7,13.7,73,88.0,0,0.0,0,0.0
9,10.0,87.0,10.0,11.0,2019-11-17,TAM,,NOR,"L, 17-34",*,8,4,69,17.3,0,50.0,8.6,64,95.5,0,0.0,0,0.0
10,11.0,88.0,11.0,12.0,2019-11-24,TAM,@,ATL,"W, 35-22",*,8,4,50,12.5,0,50.0,6.3,59,92.2,0,0.0,1,3.0
11,12.0,89.0,12.0,13.0,2019-12-01,TAM,@,JAX,"W, 28-11",*,11,4,53,13.3,0,36.4,4.8,63,82.9,0,0.0,0,0.0
12,13.0,90.0,13.0,14.0,2019-12-08,TAM,,IND,"W, 38-35",*,2,1,61,61.0,1,50.0,30.5,18,23.1,0,0.0,0,0.0
13,13.0,,14.0,15.0,2019-12-15,TAM,@,DET,"W, 38-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,13.0,,15.0,16.0,2019-12-21,TAM,,HOU,"L, 20-23",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
15,13.0,,16.0,17.0,2019-12-29,TAM,,ATL,"L, 22-28 (OT)",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
16,,,,,,,,,6-7,,118,67,1157,17.3,8,56.8,9.8,792,84.3,0,0.0,1,0.2
