,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,107.0,1.0,1.0,2021-09-09,TAM,,DAL,"W, 31-29",*,6,3,24,8.0,0,50.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,61,93.8,0,0.0,0,0.0
1,2.0,108.0,2.0,2.0,2021-09-19,TAM,,ATL,"W, 48-25",*,9,5,75,15.0,2,55.6,8.3,0,0,0,,0.0,0,0,0,0,0,0,46,73.0,0,0.0,0,0.0
2,3.0,109.0,3.0,3.0,2021-09-26,TAM,@,LAR,"L, 24-34",*,10,8,106,13.3,0,80.0,10.6,0,0,0,,0.0,0,0,0,0,0,0,61,83.6,0,0.0,0,0.0
3,4.0,110.0,4.0,4.0,2021-10-03,TAM,@,NWE,"W, 19-17",*,12,7,75,10.7,0,58.3,6.3,0,0,0,,0.0,0,0,0,0,0,0,69,88.5,0,0.0,0,0.0
4,5.0,111.0,5.0,5.0,2021-10-10,TAM,,MIA,"W, 45-17",*,8,6,113,18.8,2,75.0,14.1,0,0,0,,0.0,0,0,0,0,0,0,58,78.4,0,0.0,0,0.0
5,6.0,112.0,6.0,6.0,2021-10-14,TAM,@,PHI,"W, 28-22",*,4,2,27,13.5,0,50.0,6.8,0,0,0,,0.0,0,0,0,0,0,0,70,93.3,0,0.0,0,0.0
6,7.0,113.0,7.0,7.0,2021-10-24,TAM,,CHI,"W, 38-3",*,10,6,76,12.7,3,60.0,7.6,0,0,0,,0.0,0,0,0,0,0,0,56,76.7,0,0.0,0,0.0
7,8.0,114.0,8.0,8.0,2021-10-31,TAM,@,NOR,"L, 27-36",*,4,2,48,24.0,1,50.0,12.0,0,0,0,,0.0,0,0,0,0,0,0,58,95.1,0,0.0,0,0.0
8,9.0,115.0,9.0,10.0,2021-11-14,TAM,@,WAS,"L, 19-29",*,3,2,62,31.0,1,66.7,20.7,0,0,0,,0.0,0,0,0,0,0,0,48,100.0,0,0.0,0,0.0
9,10.0,116.0,10.0,11.0,2021-11-22,TAM,,NYG,"W, 30-10",*,11,6,73,12.2,1,54.5,6.6,1,10,0,10.0,0.0,0,0,0,0,0,0,64,82.1,0,0.0,0,0.0
10,11.0,117.0,11.0,12.0,2021-11-28,TAM,@,IND,"W, 38-31",*,6,3,16,5.3,0,50.0,2.7,0,0,0,,0.0,0,0,0,0,0,0,66,98.5,0,0.0,0,0.0
11,12.0,118.0,12.0,13.0,2021-12-05,TAM,@,ATL,"W, 30-17",*,10,7,99,14.1,0,70.0,9.9,0,0,0,,0.0,0,0,0,0,0,0,65,92.9,0,0.0,0,0.0
12,13.0,119.0,13.0,14.0,2021-12-12,TAM,,BUF,"W, 33-27 (OT)",*,6,6,91,15.2,1,100.0,15.2,0,0,0,,0.0,0,0,0,0,0,0,77,92.8,0,0.0,0,0.0
13,14.0,120.0,14.0,15.0,2021-12-19,TAM,,NOR,"L, 0-9",*,1,1,14,14.0,0,100.0,14.0,0,0,0,,0.0,0,0,0,0,0,0,17,23.0,0,0.0,0,0.0
14,14.0,,15.0,16.0,2021-12-26,TAM,@,CAR,"W, 32-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,15.0,121.0,16.0,17.0,2022-01-02,TAM,@,NYJ,"W, 28-24",*,7,4,47,11.8,1,57.1,6.7,0,0,0,,0.0,1,1,0,0,0,0,56,75.7,0,0.0,0,0.0
16,16.0,122.0,17.0,18.0,2022-01-09,TAM,,CAR,"W, 41-17",*,7,6,89,14.8,2,85.7,12.7,0,0,0,,0.0,0,0,0,0,0,0,43,71.7,0,0.0,0,0.0
17,,,,,,,,,12-4,,114,74,1035,14.0,14,64.9,9.1,1,10,0,10.0,0.0,1,1,0,0,0,0,915,82.0,0,0.0,0,0.0
