,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,123.0,1.0,1.0,2022-09-11,TAM,@,DAL,"W, 19-3",*,7,5,71,14.2,1,71.4,10.1,0.0,1,1,0,0,0,0,45,72.6,0,0.0,0,0.0
1,2.0,124.0,2.0,2.0,2022-09-18,TAM,@,NOR,"W, 20-10",*,4,3,61,20.3,0,75.0,15.3,0.0,0,0,0,0,0,0,41,61.2,0,0.0,0,0.0
2,2.0,,3.0,3.0,2022-09-25,TAM,,GNB,"L, 12-14",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,3.0,125.0,4.0,4.0,2022-10-02,TAM,,KAN,"L, 31-41",*,10,8,103,12.9,2,80.0,10.3,0.0,0,0,0,0,0,0,58,90.6,0,0.0,0,0.0
4,4.0,126.0,5.0,5.0,2022-10-09,TAM,,ATL,"W, 21-15",*,8,4,81,20.3,0,50.0,10.1,0.0,0,0,0,0,0,0,67,84.8,0,0.0,1,4.5
5,5.0,127.0,6.0,6.0,2022-10-16,TAM,@,PIT,"L, 18-20",*,4,4,42,10.5,0,100.0,10.5,0.0,0,0,0,0,0,0,69,95.8,0,0.0,0,0.0
6,6.0,128.0,7.0,7.0,2022-10-23,TAM,@,CAR,"L, 3-21",*,15,9,96,10.7,0,60.0,6.4,0.0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
7,7.0,129.0,8.0,8.0,2022-10-27,TAM,,BAL,"L, 22-27",*,11,6,123,20.5,0,54.5,11.2,0.0,0,0,0,0,0,0,64,94.1,0,0.0,0,0.0
8,8.0,130.0,9.0,9.0,2022-11-06,TAM,,LAR,"W, 16-13",*,11,5,40,8.0,0,45.5,3.6,0.0,0,0,0,0,0,0,74,88.1,0,0.0,0,0.0
9,9.0,131.0,10.0,10.0,2022-11-13,TAM,,SEA,"W, 21-16",*,6,5,54,10.8,0,83.3,9.0,0.0,0,0,0,0,0,0,55,73.3,0,0.0,1,4.8
10,10.0,132.0,11.0,12.0,2022-11-27,TAM,@,CLE,"L, 17-23 (OT)",*,9,2,31,15.5,0,22.2,3.4,0.0,0,0,0,0,0,0,62,89.9,0,0.0,0,0.0
11,11.0,133.0,12.0,13.0,2022-12-05,TAM,,NOR,"W, 17-16",*,4,4,59,14.8,0,100.0,14.8,0.0,0,0,0,0,0,0,67,83.8,0,0.0,0,0.0
12,12.0,134.0,13.0,14.0,2022-12-11,TAM,@,SFO,"L, 7-35",*,9,4,44,11.0,0,44.4,4.9,0.0,1,1,0,0,0,0,66,86.8,0,0.0,0,0.0
13,13.0,135.0,14.0,15.0,2022-12-18,TAM,,CIN,"L, 23-34",*,9,5,83,16.6,0,55.6,9.2,0.0,1,1,0,0,0,0,60,81.1,0,0.0,0,0.0
14,14.0,136.0,15.0,16.0,2022-12-25,TAM,@,ARI,"W, 19-16 (OT)",*,8,3,29,9.7,0,37.5,3.6,0.0,1,1,0,0,0,0,75,92.6,0,0.0,0,0.0
15,15.0,137.0,16.0,17.0,2023-01-01,TAM,,CAR,"W, 30-24",*,12,10,207,20.7,3,83.3,17.3,0.0,0,0,0,0,0,0,65,83.3,0,0.0,1,3.2
16,15.0,,17.0,18.0,2023-01-08,TAM,@,ATL,"L, 17-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,8-7,,127,77,1124,14.6,6,60.6,8.9,0.0,4,4,0,0,0,0,927,84.6,0,0.0,3,0.7
