,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2025-09-05,KAN,@,LAC,"L, 21-27",*,1,0,0,0.0,1,0,0,0,0.0,0.0,3,4.9,0,0.0,0,0.0
1,,,,,,,,,0-1,,1,0,0,0.0,1,0,0,0,0.0,0.0,3,4.9,0,0.0,0,0.0
