,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2024,21,KAN,NFL,WR,17,13,98,59,638,10.8,6,36,56.1,54,3.5,37.5,60.2,6.5,20,104,3,4,75.0,21,5.2,6.1,1.2,79,9.4,742,9,0,7,
1,1 Yr,1 Yr,1 Yr,1 Yr,,17,13,98,59,638,10.8,6,36,56.1,54,3.5,37.5,60.2,6.5,20,104,3,4,75.0,21,5.2,6.1,1.2,79,9.4,742,9,0,7,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,13,98,59,638,10.8,6,36,56.1,54,3.5,37.5,60.2,6.5,20,104,3,4,75.0,21,5.2,6.1,1.2,79,9.4,742,9,0,7,
