,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2023-09-07,KAN,,DET,"L, 20-21",*,5,3,31,10.3,0,60.0,6.2,0,0,0,,0.0,0,0,0,0,0,0,57,87.7,0,0.0,4,14.8
1,2.0,35.0,2.0,2.0,2023-09-17,KAN,@,JAX,"W, 17-9",*,3,3,38,12.7,0,100.0,12.7,0,0,0,,0.0,0,0,0,0,0,0,41,61.2,0,0.0,7,31.8
2,3.0,36.0,3.0,3.0,2023-09-24,KAN,,CHI,"W, 41-10",*,2,1,9,9.0,0,50.0,4.5,0,0,0,,0.0,0,0,0,0,0,0,47,61.0,0,0.0,13,52.0
3,4.0,37.0,4.0,4.0,2023-10-01,KAN,@,NYJ,"W, 23-20",,3,1,34,34.0,1,33.3,11.3,0,0,0,,0.0,0,0,0,0,0,0,34,48.6,0,0.0,11,42.3
4,5.0,38.0,5.0,5.0,2023-10-08,KAN,@,MIN,"W, 27-20",,2,2,21,10.5,0,100.0,10.5,0,0,0,,0.0,0,0,0,0,0,0,43,65.2,0,0.0,9,37.5
5,6.0,39.0,6.0,6.0,2023-10-12,KAN,,DEN,"W, 19-8",*,2,2,14,7.0,0,100.0,7.0,1,1,0,1.0,0.0,1,1,0,0,0,0,39,54.9,0,0.0,13,61.9
6,7.0,40.0,7.0,7.0,2023-10-22,KAN,,LAC,"W, 31-17",,1,1,8,8.0,0,100.0,8.0,0,0,0,,0.0,0,0,0,0,0,0,35,51.5,0,0.0,11,42.3
7,8.0,41.0,8.0,8.0,2023-10-29,KAN,@,DEN,"L, 9-24",*,3,2,25,12.5,0,66.7,8.3,0,0,0,,0.0,0,0,0,0,0,0,29,47.5,0,0.0,7,31.8
8,9.0,42.0,9.0,9.0,2023-11-05,KAN,,MIA,"W, 21-14",,3,3,34,11.3,0,100.0,11.3,0,0,0,,0.0,0,0,0,0,0,0,31,51.7,0,0.0,19,76.0
9,10.0,43.0,10.0,11.0,2023-11-20,KAN,,PHI,"L, 17-21",*,1,0,0,,0,0.0,0.0,0,0,0,,0.0,1,1,0,0,0,0,32,40.5,0,0.0,19,73.1
10,11.0,44.0,11.0,12.0,2023-11-26,KAN,@,LVR,"W, 31-17",*,3,3,30,10.0,0,100.0,10.0,0,0,0,,0.0,0,0,0,0,0,0,30,50.0,0,0.0,16,61.5
11,12.0,45.0,12.0,13.0,2023-12-03,KAN,@,GNB,"L, 19-27",,1,1,2,2.0,1,100.0,2.0,0,0,0,,0.0,0,0,0,0,0,0,24,35.8,0,0.0,11,50.0
12,13.0,46.0,13.0,14.0,2023-12-10,KAN,,BUF,"L, 17-20",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,26,39.4,0,0.0,16,66.7
13,14.0,47.0,14.0,15.0,2023-12-17,KAN,@,NWE,"W, 27-17",*,2,2,37,18.5,0,100.0,18.5,0,0,0,,0.0,0,0,0,0,0,0,33,50.8,0,0.0,18,60.0
14,15.0,48.0,15.0,16.0,2023-12-25,KAN,,LVR,"L, 14-20",*,3,1,5,5.0,0,33.3,1.7,0,0,0,,0.0,0,0,0,0,0,0,32,42.1,0,0.0,19,76.0
15,16.0,49.0,16.0,17.0,2023-12-31,KAN,,CIN,"W, 25-17",,4,3,17,5.7,0,75.0,4.3,0,0,0,,0.0,0,0,0,0,0,0,32,59.3,0,0.0,16,59.3
16,17.0,50.0,17.0,18.0,2024-01-07,KAN,@,LAC,"W, 13-12",*,3,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,27,46.6,0,0.0,10,37.0
17,,,,,,,,,11-6,,41,28,305,10.9,2,68.3,7.4,1,1,0,1.0,0.0,2,2,0,0,0,0,592,52.4,0,0.0,219,51.5
