,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2021,22,KAN,NFL,TE,16,1,10,7,36,5.1,1,2,40.0,8,0.4,2.3,70.0,3.6,0,0,0,0,,,,0.0,0.0,7,5.1,36,1,0,0,
1,2022,23,KAN,NFL,TE,17,8,34,28,299,10.7,1,14,64.7,27,1.6,17.6,82.4,8.8,1,1,1,1,100.0,1.0,1.0,0.1,0.1,29,10.3,300,2,0,3,
2,2023,24,KAN,NFL,TE,17,10,41,28,305,10.9,2,16,53.7,34,1.6,17.9,68.3,7.4,1,1,0,0,0.0,1.0,1.0,0.1,0.1,29,10.6,306,2,0,3,
3,2024,25,KAN,NFL,TE,17,10,49,40,437,10.9,5,25,67.3,35,2.4,25.7,81.6,8.9,1,-4,0,0,0.0,-4.0,-4.0,-0.2,0.1,41,10.6,433,5,0,4,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,67,29,134,103,1077,10.5,9,57,60.4,35,1.5,16.1,76.9,8.0,3,-2,1,1,33.3,1.0,-0.7,0.0,0.0,106,10.1,1075,10,0,10,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,7,34,26,273,10.5,2,14,60.4,35,1.5,16.1,76.9,8.0,1,-1,0,0,33.3,1.0,-0.7,0.0,0.0,27,2.6,273,3,0,3,
