,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,KAN,,CLE,"W, 33-29",,0,0,0,,0,,,0.0,0,0,0,0,0,0,7,10.8,0,0.0,14,58.3
1,2.0,2.0,2.0,2.0,2021-09-19,KAN,@,BAL,"L, 35-36",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,14,50.0
2,3.0,3.0,3.0,3.0,2021-09-26,KAN,,LAC,"L, 24-30",,1,1,5,5.0,0,100.0,5.0,0.0,1,0,1,0,0,0,11,13.9,0,0.0,10,41.7
3,4.0,4.0,4.0,4.0,2021-10-03,KAN,@,PHI,"W, 42-30",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,18,26.9,0,0.0,14,51.9
4,4.0,,5.0,5.0,2021-10-10,KAN,,BUF,"L, 20-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,5.0,5.0,6.0,6.0,2021-10-17,KAN,@,WAS,"W, 31-13",,0,0,0,,0,,,0.0,0,0,0,0,0,0,38,46.3,0,0.0,17,68.0
6,6.0,6.0,7.0,7.0,2021-10-24,KAN,@,TEN,"L, 3-27",,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,22,30.6,0,0.0,12,63.2
7,7.0,7.0,8.0,8.0,2021-11-01,KAN,,NYG,"W, 20-17",,0,0,0,,0,,,0.0,0,0,0,0,0,0,10,12.3,0,0.0,17,68.0
8,8.0,8.0,9.0,9.0,2021-11-07,KAN,,GNB,"W, 13-7",,0,0,0,,0,,,0.0,0,0,0,0,0,0,7,10.8,0,0.0,19,86.4
9,9.0,9.0,10.0,10.0,2021-11-14,KAN,@,LVR,"W, 41-14",,3,1,1,1.0,1,33.3,0.3,0.0,0,0,0,0,0,0,25,32.9,0,0.0,26,92.9
10,10.0,10.0,11.0,11.0,2021-11-21,KAN,,DAL,"W, 19-9",,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,18,26.5,0,0.0,24,88.9
11,11.0,11.0,12.0,13.0,2021-12-05,KAN,,DEN,"W, 22-9",,0,0,0,,0,,,0.0,0,0,0,0,0,0,12,21.1,0,0.0,21,95.5
12,12.0,12.0,13.0,14.0,2021-12-12,KAN,,LVR,"W, 48-9",,0,0,0,,0,,,0.0,0,0,0,0,0,0,22,33.3,0,0.0,24,92.3
13,13.0,13.0,14.0,15.0,2021-12-16,KAN,@,LAC,"W, 34-28 (OT)",,0,0,0,,0,,,0.0,0,0,0,0,0,0,21,29.2,0,0.0,18,81.8
14,14.0,14.0,15.0,16.0,2021-12-26,KAN,,PIT,"W, 36-10",*,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,50,72.5,0,0.0,13,50.0
15,15.0,15.0,16.0,17.0,2022-01-02,KAN,@,CIN,"L, 31-34",,1,1,6,6.0,0,100.0,6.0,0.0,1,0,1,0,0,0,10,16.4,0,0.0,20,69.0
16,16.0,16.0,17.0,18.0,2022-01-08,KAN,@,DEN,"W, 28-24",,0,0,0,,0,,,0.0,0,0,0,0,0,0,18,23.1,0,0.0,17,68.0
17,,,,,,,,,12-4,,10,7,36,5.1,1,70.0,3.6,0.0,2,0,2,0,0,0,289,26.1,0,0.0,280,70.2
