,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,21,JAX,NFL,WR,9,1,21,16,132,8.3,2,5,52.4,19,1.8,14.7,76.2,6.3,0,0,0,0,0.0,0.0,16,8.3,132,2,2,1,
1,2024,22,JAX,NFL,WR,17,7,51,32,390,12.2,3,19,52.9,30,1.9,22.9,62.7,7.6,0,0,0,0,0.0,0.0,32,12.2,390,3,2,4,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,26,8,72,48,522,10.9,5,24,52.8,30,1.8,20.1,66.7,7.3,0,0,0,0,0.0,0.0,48,10.9,522,5,4,5,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,5,47,31,341,10.9,3,16,52.8,30,1.8,20.1,66.7,7.3,0,0,0,0,0.0,0.0,31,7.1,341,3,3,3,
