,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2018-09-09,MIN,,SFO,"W, 24-16",*,20,36,55.6,244,2,0,6.8,7.89,95.1,3,17,4,26,0,6.5,0,0,0,,0,,,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
1,2.0,64.0,2.0,2.0,2018-09-16,MIN,@,GNB,"T, 29-29 (OT)",*,35,48,72.9,425,4,1,8.9,9.58,118.8,2,13,2,5,0,2.5,0,0,0,,0,,,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
2,3.0,65.0,3.0,3.0,2018-09-23,MIN,,BUF,"L, 6-27",*,40,55,72.7,296,1,1,5.4,4.93,83.6,4,18,2,2,0,1.0,0,0,0,,0,,,3,2,0,1,-4,0,66,100.0,0,0.0,0,0.0
3,4.0,66.0,4.0,4.0,2018-09-27,MIN,@,LAR,"L, 31-38",*,36,50,72.0,422,3,0,8.4,9.64,117.2,4,30,4,28,0,7.0,0,0,0,,0,,,1,1,0,0,0,0,74,100.0,0,0.0,0,0.0
4,5.0,67.0,5.0,5.0,2018-10-07,MIN,@,PHI,"W, 23-21",*,30,37,81.1,301,1,0,8.1,8.68,109.6,1,3,5,1,0,0.2,0,0,0,,0,,,1,1,0,1,-12,0,62,100.0,0,0.0,0,0.0
5,6.0,68.0,6.0,6.0,2018-10-14,MIN,,ARI,"W, 27-17",*,24,34,70.6,233,1,1,6.9,6.12,87.0,4,17,4,14,1,3.5,1,1,-1,-1.0,0,100.0,-1.0,1,1,0,0,0,0,71,100.0,0,0.0,0,0.0
6,7.0,69.0,7.0,7.0,2018-10-21,MIN,@,NYJ,"W, 37-17",*,25,40,62.5,241,2,0,6.0,7.03,95.9,1,13,2,-1,0,-0.5,0,0,0,,0,,,1,0,0,0,-7,0,69,100.0,0,0.0,0,0.0
7,8.0,70.0,8.0,8.0,2018-10-28,MIN,,NOR,"L, 20-30",*,31,41,75.6,359,2,1,8.8,8.63,107.7,4,21,2,3,0,1.5,0,0,0,,0,,,0,0,0,1,0,0,73,100.0,0,0.0,0,0.0
8,9.0,71.0,9.0,9.0,2018-11-04,MIN,,DET,"W, 24-9",*,18,22,81.8,164,1,1,7.5,6.32,93.9,1,9,2,3,0,1.5,0,0,0,,0,,,1,1,0,0,-8,0,49,100.0,0,0.0,0,0.0
9,10.0,72.0,10.0,11.0,2018-11-18,MIN,@,CHI,"L, 20-25",*,30,46,65.2,262,2,2,5.7,4.61,76.5,2,16,1,5,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
10,11.0,73.0,11.0,12.0,2018-11-25,MIN,,GNB,"W, 24-17",*,29,38,76.3,342,3,0,9.0,10.58,129.5,2,17,6,17,0,2.8,0,0,0,,0,,,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
11,12.0,74.0,12.0,13.0,2018-12-02,MIN,@,NWE,"L, 10-24",*,32,44,72.7,201,1,2,4.6,2.98,70.4,2,18,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
12,13.0,75.0,13.0,14.0,2018-12-10,MIN,@,SEA,"L, 7-21",*,20,33,60.6,208,1,0,6.3,6.91,89.0,2,9,3,5,0,1.7,0,0,0,,0,,,1,1,0,0,0,0,58,100.0,0,0.0,0,0.0
13,14.0,76.0,14.0,15.0,2018-12-16,MIN,,MIA,"W, 41-17",*,14,21,66.7,215,2,1,10.2,10.0,112.2,2,17,5,7,0,1.4,0,0,0,,0,,,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
14,15.0,77.0,15.0,16.0,2018-12-23,MIN,@,DET,"W, 27-9",*,21,28,75.0,253,3,0,9.0,11.18,137.9,2,13,1,1,0,1.0,0,0,0,,0,,,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
15,16.0,78.0,16.0,17.0,2018-12-30,MIN,,CHI,"L, 10-24",*,20,33,60.6,132,1,0,4.0,4.61,79.4,4,31,1,7,0,7.0,0,0,0,,0,,,0,0,0,0,0,0,57,100.0,0,0.0,0,0.0
16,,,,,,,,,8-7-1,,425,606,70.1,4298,30,10,7.1,7.34,99.7,40,262,44,123,1,2.8,1,1,-1,-1.0,0,100.0,-1.0,9,7,0,3,-31,0,1051,100.0,0,0.0,0,0.0
