,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,110.0,1.0,1.0,2021-09-12,MIN,@,CIN,"L, 24-27 (OT)",*,36,49,73.5,351,2,0,7.2,7.98,106.8,3,26,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,83,100.0,0,0.0,0,0.0
1,2.0,111.0,2.0,2.0,2021-09-19,MIN,@,ARI,"L, 33-34",*,22,32,68.8,244,3,0,7.6,9.50,122.4,1,2,2,35,0,17.5,0.0,0,0,0,0,0,0,1,0,0,1,0,0,61,100.0,0,0.0,0,0.0
2,3.0,112.0,3.0,3.0,2021-09-26,MIN,,SEA,"W, 30-17",*,30,38,78.9,323,3,0,8.5,10.08,128.4,1,10,1,2,0,2.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,75,100.0,0,0.0,0,0.0
3,4.0,113.0,4.0,4.0,2021-10-03,MIN,,CLE,"L, 7-14",*,20,38,52.6,203,1,1,5.3,4.68,66.0,2,13,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
4,5.0,114.0,5.0,5.0,2021-10-10,MIN,,DET,"W, 19-17",*,25,34,73.5,275,1,1,8.1,7.35,94.6,2,11,1,4,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
5,6.0,115.0,6.0,6.0,2021-10-17,MIN,@,CAR,"W, 34-28 (OT)",*,33,48,68.8,373,3,0,7.8,9.02,112.6,0,0,2,16,0,8.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,89,100.0,0,0.0,0,0.0
6,7.0,116.0,7.0,8.0,2021-10-31,MIN,,DAL,"L, 16-20",*,23,35,65.7,184,1,0,5.3,5.83,88.3,1,7,3,18,0,6.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,66,100.0,0,0.0,0,0.0
7,8.0,117.0,8.0,9.0,2021-11-07,MIN,@,BAL,"L, 31-34 (OT)",*,17,28,60.7,187,2,0,6.7,8.11,104.3,0,0,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
8,9.0,118.0,9.0,10.0,2021-11-14,MIN,@,LAC,"W, 27-20",*,25,37,67.6,294,2,0,7.9,9.03,109.5,2,16,4,-3,0,-0.8,0.0,0,0,0,0,0,0,1,1,0,0,0,0,79,100.0,0,0.0,0,0.0
9,10.0,119.0,10.0,11.0,2021-11-21,MIN,,GNB,"W, 34-31",*,24,35,68.6,341,3,0,9.7,11.46,128.4,2,23,2,-4,0,-2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,70,100.0,0,0.0,0,0.0
10,11.0,120.0,11.0,12.0,2021-11-28,MIN,@,SFO,"L, 26-34",*,20,32,62.5,238,2,1,7.4,7.28,93.0,1,6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0
11,12.0,121.0,12.0,13.0,2021-12-05,MIN,@,DET,"L, 27-29",*,30,40,75.0,340,2,0,8.5,9.50,116.7,3,14,2,6,0,3.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,76,100.0,0,0.0,0,0.0
12,13.0,122.0,13.0,14.0,2021-12-09,MIN,,PIT,"W, 36-28",*,14,31,45.2,216,2,2,7.0,5.35,63.4,0,0,2,14,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
13,14.0,123.0,14.0,15.0,2021-12-20,MIN,@,CHI,"W, 17-9",*,12,24,50.0,87,2,1,3.6,3.42,69.3,4,26,2,10,0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,64,100.0,0,0.0,0,0.0
14,15.0,124.0,15.0,16.0,2021-12-26,MIN,,LAR,"L, 23-30",*,27,38,71.1,315,1,1,8.3,7.63,93.6,3,20,4,17,0,4.3,0.0,0,0,0,0,0,0,3,0,0,1,0,0,63,100.0,0,0.0,0,0.0
15,15.0,,16.0,17.0,2022-01-02,MIN,@,GNB,"L, 10-37",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,16.0,125.0,17.0,18.0,2022-01-09,MIN,,CHI,"W, 31-17",*,14,22,63.6,250,3,0,11.4,14.09,142.0,3,23,1,-1,0,-1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,48,100.0,0,0.0,0,0.0
17,,,,,,,,,8-8,,372,561,66.3,4221,33,7,7.5,8.14,103.1,28,197,29,115,1,4.0,0.0,1,1,0,0,0,0,12,2,0,4,0,0,1087,100.0,0,0.0,0,0.0
