,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,15.0,1.0,1.0,2021-09-12,JAX,@,HOU,"L, 21-37",,10,7,50,7.1,0,70.0,5.0,1,9,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,70.3,0,0.0,0,0.0
1,2.0,16.0,2.0,2.0,2021-09-19,JAX,,DEN,"L, 13-23",,7,2,-3,-1.5,0,28.6,-0.4,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,80.4,0,0.0,0,0.0
2,3.0,17.0,3.0,3.0,2021-09-26,JAX,,ARI,"L, 19-31",,4,4,48,12.0,0,100.0,12.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,44,64.7,0,0.0,0,0.0
3,4.0,18.0,4.0,4.0,2021-09-30,JAX,@,CIN,"L, 21-24",*,7,6,99,16.5,0,85.7,14.1,1,11,0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,75.0,0,0.0,0,0.0
4,5.0,19.0,5.0,5.0,2021-10-10,JAX,,TEN,"L, 19-37",*,3,1,58,58.0,0,33.3,19.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,73.2,0,0.0,0,0.0
5,6.0,20.0,6.0,6.0,2021-10-17,JAX,,MIA,"W, 23-20",*,10,6,54,9.0,0,60.0,5.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,78.8,0,0.0,0,0.0
6,7.0,21.0,7.0,8.0,2021-10-31,JAX,@,SEA,"L, 7-31",*,4,2,13,6.5,0,50.0,3.3,1,8,0,8.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,52,68.4,0,0.0,0,0.0
7,8.0,22.0,8.0,9.0,2021-11-07,JAX,,BUF,"W, 9-6",*,4,4,24,6.0,0,100.0,6.0,1,-4,0,-4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,78.7,0,0.0,0,0.0
8,9.0,23.0,9.0,10.0,2021-11-14,JAX,@,IND,"L, 17-23",*,8,3,15,5.0,0,37.5,1.9,2,6,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,77.3,0,0.0,0,0.0
9,10.0,24.0,10.0,11.0,2021-11-21,JAX,,SFO,"L, 10-30",*,5,5,50,10.0,0,100.0,10.0,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,29,63.0,0,0.0,0,0.0
10,11.0,25.0,11.0,12.0,2021-11-28,JAX,,ATL,"L, 14-21",*,9,5,33,6.6,0,55.6,3.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,72.6,0,0.0,0,0.0
11,12.0,26.0,12.0,13.0,2021-12-05,JAX,@,LAR,"L, 7-37",,5,3,30,10.0,0,60.0,6.0,3,1,0,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,52.5,0,0.0,0,0.0
12,13.0,27.0,13.0,14.0,2021-12-12,JAX,@,TEN,"L, 0-20",*,7,4,34,8.5,0,57.1,4.9,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,81.8,0,0.0,0,0.0
13,14.0,28.0,14.0,15.0,2021-12-19,JAX,,HOU,"L, 16-30",*,7,4,39,9.8,0,57.1,5.6,1,10,0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,67.1,0,0.0,0,0.0
14,14.0,,15.0,16.0,2021-12-26,JAX,@,NYJ,"L, 21-26",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,15.0,29.0,16.0,17.0,2022-01-02,JAX,@,NWE,"L, 10-50",,3,2,13,6.5,0,66.7,4.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,27.7,0,0.0,0,0.0
16,16.0,30.0,17.0,18.0,2022-01-09,JAX,,IND,"W, 26-11",,7,5,62,12.4,0,71.4,8.9,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,60.3,0,0.0,1,4.5
17,,,,,,,,,3-13,,100,63,619,9.8,0,63.0,6.2,11,41,0,3.7,0.0,1,1,0,0,0,0,1,1,0,1,0,0,697,68.9,0,0.0,1,0.2
