,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,DEN,@,NYG,"W, 27-13",,14,45,0,3.2,1,1,-4,-4.0,0,100.0,-4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,50.0,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,DEN,@,JAX,"W, 23-13",,13,64,0,4.9,1,1,10,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,40.6,0,0.0,1,4.0
2,3.0,3.0,3.0,3.0,2021-09-26,DEN,,NYJ,"W, 26-0",,12,29,1,2.4,4,3,33,11.0,0,75.0,8.3,0.0,0,0,0,0,0,0,1,1,0,0,0,0,27,40.3,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,DEN,,BAL,"L, 7-23",,7,48,0,6.9,3,3,11,3.7,0,100.0,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,50.8,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,DEN,@,PIT,"L, 19-27",,8,61,0,7.6,3,3,25,8.3,0,100.0,8.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,41.7,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-17,DEN,,LVR,"L, 24-34",,11,53,0,4.8,3,3,15,5.0,0,100.0,5.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,38,46.9,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2021-10-21,DEN,@,CLE,"L, 14-17",,4,20,0,5.0,7,6,32,5.3,1,85.7,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,42.0,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2021-10-31,DEN,,WAS,"W, 17-10",,9,35,0,3.9,4,2,13,6.5,0,50.0,3.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,43.4,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2021-11-07,DEN,@,DAL,"W, 30-16",,17,111,0,6.5,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,47.4,0,0.0,2,8.7
9,10.0,10.0,10.0,10.0,2021-11-14,DEN,,PHI,"L, 13-30",,8,48,0,6.0,3,2,1,0.5,0,66.7,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,56.9,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2021-11-28,DEN,,LAC,"W, 28-13",,14,54,1,3.9,4,3,57,19.0,0,75.0,14.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,58.1,0,0.0,1,5.0
11,12.0,12.0,12.0,13.0,2021-12-05,DEN,@,KAN,"L, 9-22",*,23,102,0,4.4,9,6,76,12.7,1,66.7,8.4,0.0,0,0,0,0,0,0,1,0,0,1,0,0,60,77.9,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2021-12-12,DEN,,DET,"W, 38-10",,15,73,1,4.9,2,1,10,10.0,1,50.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,48.5,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-19,DEN,,CIN,"L, 10-15",,15,72,0,4.8,4,4,9,2.3,0,100.0,2.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,58.7,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2021-12-26,DEN,@,LVR,"L, 13-17",,7,12,1,1.7,2,2,8,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,52.4,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-02,DEN,@,LAC,"L, 13-34",,14,30,0,2.1,1,1,2,2.0,0,100.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,50.0,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2022-01-08,DEN,,KAN,"L, 24-28",,12,46,0,3.8,2,2,18,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,55.6,0,0.0,0,0.0
17,,,,,,,,,7-10,,203,903,4,4.4,53,43,316,7.3,3,81.1,6.0,0.0,1,1,0,0,0,0,2,1,0,1,0,0,551,51.0,0,0.0,4,1.0
