,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2018,23,PHI,NFL,RB,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,
1,2019,24,PHI,NFL,RB,1.0,0.0,6.0,25.0,0.0,2.0,33.3,15.0,4.2,25.0,6.0,3.0,3.0,23.0,7.7,0.0,1.0,33.3,21.0,3.0,23.0,100.0,7.7,9.0,5.3,48.0,0.0,0.0,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021,26,PHI,NFL,RB,1.0,0.0,1.0,34.0,1.0,1.0,100.0,34.0,34.0,34.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,2.0,17.5,35.0,1.0,0.0,
4,2022,27,PHI,NFL,RB,3.0,0.0,15.0,61.0,2.0,5.0,60.0,10.0,4.1,20.3,5.0,1.0,1.0,9.0,9.0,0.0,0.0,100.0,9.0,0.3,3.0,100.0,9.0,16.0,4.4,70.0,2.0,0.0,
5,2023,28,PHI,NFL,RB,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,
6,5 Yrs,5 Yrs,5 Yrs,5 Yrs,,8.0,0.0,22.0,120.0,3.0,8.0,54.5,34.0,5.5,15.0,2.8,5.0,5.0,33.0,6.6,0.0,1.0,40.0,21.0,0.6,4.1,100.0,6.6,27.0,5.7,153.0,3.0,0.0,
7,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,0.0,47.0,255.0,6.0,17.0,54.5,34.0,5.5,15.0,2.8,11.0,11.0,70.0,6.6,0.0,2.0,40.0,21.0,0.6,4.1,100.0,6.6,57.0,5.7,325.0,6.0,0.0,
