,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2021-09-12,PHI,@,ATL,"W, 32-6",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,12,46.2
1,2.0,31.0,2.0,2.0,2021-09-19,PHI,,SFO,"L, 11-17",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,7,33.3
2,3.0,32.0,3.0,3.0,2021-09-27,PHI,@,DAL,"L, 21-41",,0,0,0,,2,2,5,2.5,0,100.0,2.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.9,0,0.0,8,26.7
3,4.0,33.0,4.0,4.0,2021-10-03,PHI,,KAN,"L, 30-42",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,7,25.9
4,5.0,34.0,5.0,5.0,2021-10-10,PHI,@,CAR,"W, 21-18",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,9,30.0
5,6.0,35.0,6.0,6.0,2021-10-14,PHI,,TAM,"L, 22-28",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6,25.0
6,7.0,36.0,7.0,7.0,2021-10-24,PHI,@,LVR,"L, 22-33",,7,24,1,3.4,2,1,5,5.0,0,50.0,2.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,33.3,0,0.0,5,20.8
7,8.0,37.0,8.0,8.0,2021-10-31,PHI,@,DET,"W, 44-6",*,12,60,2,5.0,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,44.6,0,0.0,0,0.0
8,9.0,38.0,9.0,9.0,2021-11-07,PHI,,LAC,"L, 24-27",*,10,40,0,4.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,43.9,0,0.0,0,0.0
9,10.0,39.0,10.0,10.0,2021-11-14,PHI,@,DEN,"W, 30-13",*,11,81,0,7.4,2,2,24,12.0,0,100.0,12.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,31.3,0,0.0,7,25.0
10,11.0,40.0,11.0,11.0,2021-11-21,PHI,,NOR,"W, 40-29",,6,16,0,2.7,2,2,2,1.0,0,100.0,1.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,37.2,0,0.0,14,36.8
11,12.0,41.0,12.0,12.0,2021-11-28,PHI,@,NYG,"L, 7-13",,15,64,1,4.3,3,2,8,4.0,0,66.7,2.7,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,34,50.7,0,0.0,1,5.3
12,13.0,42.0,13.0,13.0,2021-12-05,PHI,@,NYJ,"W, 33-18",,0,0,0,,0,0,0,,0,,,1,13,0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0,0.0,1,4.2
13,14.0,43.0,14.0,15.0,2021-12-21,PHI,,WAS,"W, 27-17",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6,24.0
14,15.0,44.0,15.0,16.0,2021-12-26,PHI,,NYG,"W, 34-10",,12,41,1,3.4,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,20,31.7,0,0.0,13,41.9
15,16.0,45.0,16.0,17.0,2022-01-02,PHI,@,WAS,"W, 20-16",*,14,47,2,3.4,4,4,39,9.8,0,100.0,9.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,52.5,0,0.0,0,0.0
16,16.0,,17.0,18.0,2022-01-08,PHI,,DAL,"L, 26-51",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,9-7,,87,373,7,4.3,16,13,83,6.4,0,81.3,5.2,1,13,0,13.0,0.0,2,1,1,0,0,0,1,1,0,0,0,0,219,20.9,0,0.0,96,23.1
