,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,58.0,1.0,1.0,2017-09-10,LAR,,IND,"W, 46-9",*,5,3,53,17.7,0,60.0,10.6,0,0,0,,0,0,0,0,0,0,43,66.2,0,0.0,0,0.0
1,2.0,59.0,2.0,2.0,2017-09-17,LAR,,WAS,"L, 20-27",*,4,1,8,8.0,0,25.0,2.0,0,0,0,,0,0,0,0,0,0,45,90.0,0,0.0,0,0.0
2,3.0,60.0,3.0,3.0,2017-09-21,LAR,@,SFO,"W, 41-39",*,7,6,108,18.0,0,85.7,15.4,0,0,0,,0,0,0,0,0,0,60,92.3,0,0.0,1,2.9
3,4.0,61.0,4.0,4.0,2017-10-01,LAR,@,DAL,"W, 35-30",*,6,2,17,8.5,0,33.3,2.8,0,0,0,,0,0,0,0,0,0,59,85.5,0,0.0,0,0.0
4,5.0,62.0,5.0,5.0,2017-10-08,LAR,,SEA,"L, 10-16",*,8,5,66,13.2,0,62.5,8.3,1,8,0,8.0,0,0,0,0,0,0,64,86.5,0,0.0,0,0.0
5,6.0,63.0,6.0,6.0,2017-10-15,LAR,@,JAX,"W, 27-17",*,7,5,70,14.0,0,71.4,10.0,0,0,0,,1,1,0,0,0,0,51,87.9,0,0.0,0,0.0
6,7.0,64.0,7.0,7.0,2017-10-22,LAR,,ARI,"W, 33-0",*,7,5,59,11.8,0,71.4,8.4,1,4,0,4.0,0,0,0,0,0,0,69,86.3,0,0.0,0,0.0
7,8.0,65.0,8.0,9.0,2017-11-05,LAR,@,NYG,"W, 51-17",*,5,4,70,17.5,2,80.0,14.0,0,0,0,,0,0,0,0,0,0,45,70.3,0,0.0,0,0.0
8,9.0,66.0,9.0,10.0,2017-11-12,LAR,,HOU,"W, 33-7",,10,8,171,21.4,2,80.0,17.1,0,0,0,,0,0,0,0,0,0,52,78.8,0,0.0,0,0.0
9,10.0,67.0,10.0,11.0,2017-11-19,LAR,@,MIN,"L, 7-24",*,11,8,81,10.1,0,72.7,7.4,0,0,0,,0,0,0,0,0,0,45,76.3,0,0.0,0,0.0
10,10.0,,11.0,12.0,2017-11-26,LAR,,NOR,"W, 26-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,10.0,,12.0,13.0,2017-12-03,LAR,@,ARI,"W, 32-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,,13.0,14.0,2017-12-10,LAR,,PHI,"L, 35-43",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,11.0,68.0,14.0,15.0,2017-12-17,LAR,@,SEA,"W, 42-7",*,7,6,45,7.5,1,85.7,6.4,0,0,0,,0,0,0,0,0,0,51,75.0,0,0.0,0,0.0
14,12.0,69.0,15.0,16.0,2017-12-24,LAR,@,TEN,"W, 27-23",*,8,3,33,11.0,0,37.5,4.1,0,0,0,,0,0,0,0,0,0,61,91.0,0,0.0,0,0.0
15,12.0,,16.0,17.0,2017-12-31,LAR,,SFO,"L, 13-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,,,,,,,,,9-3,,85,56,781,13.9,5,65.9,9.2,2,12,0,6.0,1,1,0,0,0,0,645,82.2,0,0.0,1,0.3
