,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,51.0,1.0,1.0,2024-09-06,PHI,,GNB,"W, 34-29",*,8,7,84,12.0,0,87.5,10.5,0,0,0,,76,100.0,0,0.0,0,0.0
1,2.0,52.0,2.0,2.0,2024-09-16,PHI,,ATL,"L, 21-22",*,10,7,76,10.9,1,70.0,7.6,0,0,0,,71,100.0,0,0.0,0,0.0
2,3.0,53.0,3.0,3.0,2024-09-22,PHI,@,NOR,"W, 15-12",*,10,7,79,11.3,0,70.0,7.9,0,0,0,,55,76.4,0,0.0,0,0.0
3,3.0,,4.0,4.0,2024-09-29,PHI,@,TAM,"L, 16-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,54.0,5.0,6.0,2024-10-13,PHI,,CLE,"W, 20-16",*,4,3,64,21.3,1,75.0,16.0,0,0,0,,62,100.0,0,0.0,0,0.0
5,5.0,55.0,6.0,7.0,2024-10-20,PHI,@,NYG,"W, 28-3",*,2,1,-2,-2.0,0,50.0,-1.0,0,0,0,,53,80.3,0,0.0,0,0.0
6,6.0,56.0,7.0,8.0,2024-10-27,PHI,@,CIN,"W, 37-17",*,7,6,85,14.2,1,85.7,12.1,0,0,0,,57,93.4,0,0.0,0,0.0
7,7.0,57.0,8.0,9.0,2024-11-03,PHI,,JAX,"W, 28-23",*,6,4,87,21.8,1,66.7,14.5,0,0,0,,76,96.2,0,0.0,0,0.0
8,8.0,58.0,9.0,10.0,2024-11-10,PHI,@,DAL,"W, 34-6",*,3,2,14,7.0,0,66.7,4.7,0,0,0,,49,72.1,0,0.0,0,0.0
9,9.0,59.0,10.0,11.0,2024-11-14,PHI,,WAS,"W, 26-18",*,6,4,29,7.3,0,66.7,4.8,0,0,0,,63,88.7,0,0.0,1,3.7
10,9.0,,11.0,12.0,2024-11-24,PHI,@,LAR,"W, 37-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,9.0,,12.0,13.0,2024-12-01,PHI,@,BAL,"W, 24-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,60.0,13.0,14.0,2024-12-08,PHI,,CAR,"W, 22-16",*,6,4,37,9.3,1,66.7,6.2,0,0,0,,52,89.7,0,0.0,0,0.0
13,11.0,61.0,14.0,15.0,2024-12-15,PHI,,PIT,"W, 27-13",*,12,11,109,9.9,1,91.7,9.1,1,1,0,1.0,74,92.5,0,0.0,0,0.0
14,12.0,62.0,15.0,16.0,2024-12-22,PHI,@,WAS,"L, 33-36",*,8,6,51,8.5,0,75.0,6.4,0,0,0,,61,82.4,0,0.0,0,0.0
15,13.0,63.0,16.0,17.0,2024-12-29,PHI,,DAL,"W, 41-7",*,7,6,120,20.0,2,85.7,17.1,0,0,0,,52,80.0,0,0.0,0,0.0
16,13.0,,17.0,18.0,2025-01-05,PHI,,NYG,"W, 20-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,11-2,,89,68,833,12.3,8,76.4,9.4,1,1,0,1.0,801,88.7,0,0.0,1,0.3
