,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,35.0,1.0,1.0,2023-09-10,PHI,@,NWE,"W, 25-20",*,10,7,47,6.7,1,70.0,4.7,0,0,0,0,0,0,65,98.5,0,0.0,1,3.4
1,2.0,36.0,2.0,2.0,2023-09-14,PHI,,MIN,"W, 34-28",*,5,4,131,32.8,1,80.0,26.2,0,0,0,0,0,0,77,100.0,0,0.0,1,3.4
2,3.0,37.0,3.0,3.0,2023-09-25,PHI,@,TAM,"W, 25-11",*,5,4,28,7.0,0,80.0,5.6,0,0,0,0,0,0,79,98.8,0,0.0,0,0.0
3,4.0,38.0,4.0,4.0,2023-10-01,PHI,,WAS,"W, 34-31 (OT)",*,9,7,78,11.1,0,77.8,8.7,0,0,0,0,0,0,70,98.6,0,0.0,0,0.0
4,5.0,39.0,5.0,5.0,2023-10-08,PHI,@,LAR,"W, 23-14",*,5,1,6,6.0,0,20.0,1.2,0,0,0,0,0,0,74,93.7,0,0.0,0,0.0
5,6.0,40.0,6.0,6.0,2023-10-15,PHI,@,NYJ,"L, 14-20",*,11,5,44,8.8,0,45.5,4.0,0,0,0,0,0,0,69,98.6,0,0.0,0,0.0
6,7.0,41.0,7.0,7.0,2023-10-22,PHI,,MIA,"W, 31-17",*,5,4,49,12.3,0,80.0,9.8,0,0,0,0,0,0,69,95.8,0,0.0,0,0.0
7,8.0,42.0,8.0,8.0,2023-10-29,PHI,@,WAS,"W, 38-31",*,7,7,99,14.1,1,100.0,14.1,0,0,0,0,0,0,61,96.8,0,0.0,1,3.6
8,9.0,43.0,9.0,9.0,2023-11-05,PHI,,DAL,"W, 28-23",*,3,3,51,17.0,1,100.0,17.0,0,0,0,0,0,0,58,93.5,0,0.0,0,0.0
9,10.0,44.0,10.0,11.0,2023-11-20,PHI,@,KAN,"W, 21-17",*,8,6,99,16.5,0,75.0,12.4,0,0,0,0,0,0,53,94.6,0,0.0,0,0.0
10,11.0,45.0,11.0,12.0,2023-11-26,PHI,,BUF,"W, 37-34 (OT)",*,8,7,106,15.1,1,87.5,13.3,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0
11,12.0,46.0,12.0,13.0,2023-12-03,PHI,,SFO,"L, 19-42",*,11,9,96,10.7,1,81.8,8.7,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
12,13.0,47.0,13.0,14.0,2023-12-10,PHI,@,DAL,"L, 13-33",*,10,5,73,14.6,0,50.0,7.3,1,1,0,0,0,0,52,94.5,0,0.0,0,0.0
13,14.0,48.0,14.0,15.0,2023-12-18,PHI,@,SEA,"L, 17-20",*,5,5,50,10.0,0,100.0,10.0,0,0,0,0,0,0,66,95.7,0,0.0,1,3.7
14,15.0,49.0,15.0,16.0,2023-12-25,PHI,,NYG,"W, 33-25",*,5,4,79,19.8,1,80.0,15.8,0,0,0,0,0,0,70,93.3,0,0.0,0,0.0
15,16.0,50.0,16.0,17.0,2023-12-31,PHI,,ARI,"L, 31-35",*,5,3,30,10.0,0,60.0,6.0,0,0,0,0,0,0,43,87.8,0,0.0,0,0.0
16,16.0,,17.0,18.0,2024-01-07,PHI,@,NYG,"L, 10-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,11-5,,112,81,1066,13.2,7,72.3,9.5,1,1,0,0,0,0,1043,96.4,0,0.0,4,1.0
