,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD
0,1.0,24.0,1.0,1.0,2009-09-13,GNB,,CHI,"W, 21-15",*,17,28,60.7,184,1,0,6.6,7.29,92.0,4,34,3,7,0,2.3,0,0,0,0,0,0
1,2.0,25.0,2.0,2.0,2009-09-20,GNB,,CIN,"L, 24-31",*,21,39,53.8,261,1,0,6.7,7.21,83.4,6,39,4,43,0,10.8,1,0,0,0,0,0
2,3.0,26.0,3.0,3.0,2009-09-27,GNB,@,STL,"W, 36-17",*,13,23,56.5,269,2,0,11.7,13.43,126.9,2,19,8,38,1,4.8,0,0,0,0,0,0
3,4.0,27.0,4.0,4.0,2009-10-05,GNB,@,MIN,"L, 23-30",*,26,37,70.3,384,2,1,10.4,10.24,110.6,8,42,2,16,0,8.0,1,1,0,0,0,0
4,5.0,28.0,5.0,6.0,2009-10-18,GNB,,DET,"W, 26-0",*,29,37,78.4,358,2,1,9.7,9.54,113.7,5,30,3,9,0,3.0,1,1,0,0,0,0
5,6.0,29.0,6.0,7.0,2009-10-25,GNB,@,CLE,"W, 31-3",*,15,20,75.0,246,3,0,12.3,15.3,155.4,0,0,4,23,0,5.8,0,0,0,0,0,0
6,7.0,30.0,7.0,8.0,2009-11-01,GNB,,MIN,"L, 26-38",*,26,41,63.4,287,3,0,7.0,8.46,108.5,6,29,5,52,0,10.4,1,0,0,2,-7,0
7,8.0,31.0,8.0,9.0,2009-11-08,GNB,@,TAM,"L, 28-38",*,17,35,48.6,266,2,3,7.6,4.89,57.6,6,32,3,26,1,8.7,0,0,0,0,0,0
8,9.0,32.0,9.0,10.0,2009-11-15,GNB,,DAL,"W, 17-7",*,25,36,69.4,189,1,0,5.3,5.81,91.1,4,11,5,15,1,3.0,2,0,0,1,0,0
9,10.0,33.0,10.0,11.0,2009-11-22,GNB,,SFO,"W, 30-24",*,32,45,71.1,344,2,0,7.6,8.53,108.0,2,18,7,13,0,1.9,1,0,0,0,-1,0
10,11.0,34.0,11.0,12.0,2009-11-26,GNB,@,DET,"W, 34-12",*,28,39,71.8,348,3,0,8.9,10.46,124.7,1,6,1,5,0,5.0,1,1,0,0,0,0
11,12.0,35.0,12.0,13.0,2009-12-07,GNB,,BAL,"W, 27-14",*,26,40,65.0,263,3,2,6.6,5.83,87.8,1,7,4,30,0,7.5,0,0,0,0,0,0
12,13.0,36.0,13.0,14.0,2009-12-13,GNB,@,CHI,"W, 21-14",*,16,24,66.7,180,0,0,7.5,7.5,88.9,3,23,3,6,0,2.0,1,1,0,0,0,0
13,14.0,37.0,14.0,15.0,2009-12-20,GNB,@,PIT,"L, 36-37",*,26,48,54.2,383,3,0,8.0,9.23,101.3,1,7,3,22,1,7.3,0,0,0,0,0,0
14,15.0,38.0,15.0,16.0,2009-12-27,GNB,,SEA,"W, 48-10",*,12,23,52.2,237,1,0,10.3,11.17,103.0,1,9,1,9,0,9.0,1,0,0,1,0,0
15,16.0,39.0,16.0,17.0,2010-01-03,GNB,@,ARI,"W, 33-7",*,21,26,80.8,235,1,0,9.0,9.81,117.1,0,0,2,2,1,1.0,0,0,0,0,0,0
16,,,,,,,,,11-5,,350,541,64.7,4434,30,7,8.2,8.72,103.2,50,306,58,316,5,5.4,10,4,0,4,-8,0
