,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,182.0,1.0,1.0,2020-09-13,GNB,@,MIN,"W, 43-34",*,32,44,72.7,364,4,0,8.3,10.09,127.5,0,0,1,2,0,2.0,0,0,0,,0,,,0,0,0,0,0,0,76,97.4,0,0.0,0,0.0
1,2.0,183.0,2.0,2.0,2020-09-20,GNB,,DET,"W, 42-21",*,18,30,60.0,240,2,0,8.0,9.33,107.6,1,11,2,12,0,6.0,1,1,-6,-6.0,0,100.0,-6.0,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
2,3.0,184.0,3.0,3.0,2020-09-27,GNB,@,NOR,"W, 37-30",*,21,32,65.6,283,3,0,8.8,10.72,124.9,1,12,2,12,0,6.0,0,0,0,,0,,,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0
3,4.0,185.0,4.0,4.0,2020-10-05,GNB,,ATL,"W, 30-16",*,27,33,81.8,327,4,0,9.9,12.33,147.5,1,12,1,5,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,62,98.4,0,0.0,0,0.0
4,5.0,186.0,5.0,6.0,2020-10-18,GNB,@,TAM,"L, 10-38",*,16,35,45.7,160,0,2,4.6,2.0,35.4,4,42,2,14,0,7.0,0,0,0,,0,,,0,0,0,0,0,0,60,95.2,0,0.0,0,0.0
5,6.0,187.0,6.0,7.0,2020-10-25,GNB,@,HOU,"W, 35-20",*,23,34,67.6,283,4,0,8.3,10.68,132.4,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,60,96.8,0,0.0,0,0.0
6,7.0,188.0,7.0,8.0,2020-11-01,GNB,,MIN,"L, 22-28",*,27,41,65.9,291,3,0,7.1,8.56,110.9,1,0,2,9,0,4.5,0,0,0,,0,,,1,1,0,0,0,0,74,100.0,0,0.0,0,0.0
7,8.0,189.0,8.0,9.0,2020-11-05,GNB,@,SFO,"W, 34-17",*,25,31,80.6,305,4,0,9.8,12.42,147.2,1,11,1,7,0,7.0,0,0,0,,0,,,0,0,0,0,0,0,62,93.9,0,0.0,0,0.0
8,9.0,190.0,9.0,10.0,2020-11-15,GNB,,JAX,"W, 24-20",*,24,34,70.6,325,2,1,9.6,9.41,108.1,1,10,3,4,1,1.3,0,0,0,,0,,,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
9,10.0,191.0,10.0,11.0,2020-11-22,GNB,@,IND,"L, 31-34 (OT)",*,27,38,71.1,311,3,1,8.2,8.58,110.7,1,10,3,13,0,4.3,0,0,0,,0,,,1,1,0,0,-1,0,60,100.0,0,0.0,0,0.0
10,11.0,192.0,11.0,12.0,2020-11-29,GNB,,CHI,"W, 41-25",*,21,29,72.4,211,4,0,7.3,10.03,132.3,0,0,2,12,0,6.0,0,0,0,,0,,,0,0,0,0,0,0,69,97.2,0,0.0,0,0.0
11,12.0,193.0,12.0,13.0,2020-12-06,GNB,,PHI,"W, 30-16",*,25,34,73.5,295,3,0,8.7,10.44,128.9,2,7,4,-3,0,-0.8,0,0,0,,0,,,1,0,0,0,-6,0,61,100.0,0,0.0,0,0.0
12,13.0,194.0,13.0,14.0,2020-12-13,GNB,@,DET,"W, 31-24",*,26,33,78.8,290,3,0,8.8,10.61,133.6,0,0,6,13,1,2.2,0,0,0,,0,,,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
13,14.0,195.0,14.0,15.0,2020-12-19,GNB,,CAR,"W, 24-16",*,20,29,69.0,143,1,0,4.9,5.62,91.6,5,47,5,26,1,5.2,0,0,0,,0,,,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0
14,15.0,196.0,15.0,16.0,2020-12-27,GNB,,TEN,"W, 40-14",*,21,25,84.0,231,4,1,9.2,10.64,128.1,1,17,3,19,0,6.3,0,0,0,,0,,,1,0,0,1,-6,0,63,95.5,0,0.0,0,0.0
15,16.0,197.0,16.0,17.0,2021-01-03,GNB,@,CHI,"W, 35-16",*,19,24,79.2,240,4,0,10.0,13.33,147.9,1,3,1,4,0,4.0,0,0,0,,0,,,0,0,0,0,0,0,46,100.0,0,0.0,0,0.0
16,,,,,,,,,13-3,,372,526,70.7,4299,48,5,8.2,9.57,121.5,20,182,38,149,3,3.9,1,1,-6,-6.0,0,100.0,-6.0,4,2,0,1,-13,0,1017,97.9,0,0.0,0,0.0
