,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2019-09-08,CAR,,LAR,"L, 27-30",*,10,7,76,10.9,0,70.0,7.6,0,0,0,,0,0,0,,1,1,0,0,0,0,62,93.9,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2019-09-12,CAR,,TAM,"L, 14-20",*,14,9,89,9.9,0,64.3,6.4,0,0,0,,0,0,0,,0,0,0,0,0,0,71,94.7,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2019-09-22,CAR,@,ARI,"W, 38-20",*,2,1,52,52.0,1,50.0,26.0,1,12,0,12.0,0,0,0,,0,0,0,0,0,0,45,75.0,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2019-09-29,CAR,@,HOU,"W, 16-10",*,5,3,44,14.7,0,60.0,8.8,0,0,0,,0,0,0,,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2019-10-06,CAR,,JAX,"W, 34-27",*,8,6,91,15.2,0,75.0,11.4,0,0,0,,0,0,0,,0,0,0,0,0,0,61,96.8,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2019-10-13,CAR,@,TAM,"W, 37-26",*,10,7,73,10.4,0,70.0,7.3,1,13,0,13.0,0,0,0,,0,0,0,0,0,0,60,90.9,0,0.0,1,2.7
6,7.0,23.0,7.0,8.0,2019-10-27,CAR,@,SFO,"L, 13-51",*,9,5,38,7.6,0,55.6,4.2,0,0,0,,0,0,0,,0,0,0,0,0,0,63,92.6,0,0.0,0,0.0
7,8.0,24.0,8.0,9.0,2019-11-03,CAR,,TEN,"W, 30-20",*,10,7,101,14.4,0,70.0,10.1,0,0,0,,0,0,0,,0,0,0,0,0,0,67,94.4,0,0.0,1,3.4
8,9.0,25.0,9.0,10.0,2019-11-10,CAR,@,GNB,"L, 16-24",*,11,9,120,13.3,0,81.8,10.9,0,0,0,,0,0,0,,0,0,0,0,0,0,72,100.0,0,0.0,4,17.4
9,10.0,26.0,10.0,11.0,2019-11-17,CAR,,ATL,"L, 3-29",*,15,8,95,11.9,0,53.3,6.3,0,0,0,,1,6,0,6.0,0,0,0,0,0,0,73,98.6,0,0.0,3,13.0
10,11.0,27.0,11.0,12.0,2019-11-24,CAR,@,NOR,"L, 31-34",*,9,6,126,21.0,2,66.7,14.0,1,8,0,8.0,1,0,0,0.0,0,0,0,0,0,0,61,82.4,0,0.0,3,10.0
11,12.0,28.0,12.0,13.0,2019-12-01,CAR,,WAS,"L, 21-29",*,12,6,75,12.5,1,50.0,6.3,1,-3,0,-3.0,3,35,0,11.7,0,0,0,0,0,0,70,95.9,0,0.0,5,15.2
12,13.0,29.0,13.0,14.0,2019-12-08,CAR,@,ATL,"L, 20-40",*,6,4,81,20.3,0,66.7,13.5,1,0,0,0.0,0,0,0,,0,0,0,0,0,0,70,98.6,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2019-12-15,CAR,,SEA,"L, 24-30",*,12,8,113,14.1,0,66.7,9.4,1,10,0,10.0,0,0,0,,1,0,0,1,0,0,70,97.2,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2019-12-22,CAR,@,IND,"L, 6-38",*,2,1,1,1.0,0,50.0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,6,8.6,0,0.0,0,0.0
15,15.0,,16.0,17.0,2019-12-29,CAR,,NOR,"L, 10-42",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,5-10,,135,87,1175,13.5,4,64.4,8.7,6,40,0,6.7,5,41,0,8.2,2,1,0,1,0,0,910,87.3,0,0.0,17,3.8
