,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2020-09-13,CAR,,LVR,"L, 30-34",*,9,4,54,13.5,0,44.4,6.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,86.6,0,0.0,0,0.0
1,2.0,33.0,2.0,2.0,2020-09-20,CAR,@,TAM,"L, 17-31",*,13,8,120,15.0,0,61.5,9.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,65,89.0,0,0.0,1,4.0
2,3.0,34.0,3.0,3.0,2020-09-27,CAR,@,LAC,"W, 21-16",*,4,2,65,32.5,0,50.0,16.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,45,88.2,0,0.0,0,0.0
3,4.0,35.0,4.0,4.0,2020-10-04,CAR,,ARI,"W, 31-21",*,6,4,49,12.3,0,66.7,8.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,72.4,0,0.0,1,4.0
4,5.0,36.0,5.0,5.0,2020-10-11,CAR,@,ATL,"W, 23-16",*,5,4,93,23.3,1,80.0,18.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,52,78.8,0,0.0,1,3.8
5,6.0,37.0,6.0,6.0,2020-10-18,CAR,,CHI,"L, 16-23",*,11,5,93,18.6,0,45.5,8.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,64,94.1,0,0.0,0,0.0
6,7.0,38.0,7.0,7.0,2020-10-25,CAR,@,NOR,"L, 24-27",*,5,4,93,23.3,2,80.0,18.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,42,91.3,0,0.0,0,0.0
7,8.0,39.0,8.0,8.0,2020-10-29,CAR,,ATL,"L, 17-25",*,6,2,55,27.5,0,33.3,9.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,48,88.9,0,0.0,0,0.0
8,9.0,40.0,9.0,9.0,2020-11-08,CAR,@,KAN,"L, 31-33",*,3,2,18,9.0,0,66.7,6.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,81,97.6,0,0.0,1,3.2
9,10.0,41.0,10.0,10.0,2020-11-15,CAR,,TAM,"L, 23-46",*,7,4,96,24.0,1,57.1,13.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,43,89.6,0,0.0,0,0.0
10,11.0,42.0,11.0,11.0,2020-11-22,CAR,,DET,"W, 20-0",*,11,7,127,18.1,0,63.6,11.5,1,21,0,21.0,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,0,0,0,0,61,85.9,0,0.0,0,0.0
11,12.0,43.0,12.0,12.0,2020-11-29,CAR,@,MIN,"L, 27-28",*,9,4,61,15.3,0,44.4,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,59,90.8,0,0.0,0,0.0
12,12.0,,13.0,14.0,2020-12-13,CAR,,DEN,"L, 27-32",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
13,13.0,44.0,14.0,15.0,2020-12-19,CAR,@,GNB,"L, 16-24",,8,6,131,21.8,0,75.0,16.4,1,1,0,1.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,56,81.2,0,0.0,0,0.0
14,14.0,45.0,15.0,16.0,2020-12-27,CAR,@,WAS,"W, 20-13",*,10,5,37,7.4,0,50.0,3.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,1,1,0,55,82.1,0,0.0,1,4.5
15,15.0,46.0,16.0,17.0,2021-01-03,CAR,,NOR,"L, 7-33",*,11,5,101,20.2,0,45.5,9.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,1,0,0,0,52,83.9,0,0.0,0,0.0
16,,,,,,,,,5-10,,118,66,1193,18.1,4,55.9,10.1,2,22,0,11.0,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,1,1,1,0,836,86.5,0,0.0,5,1.3
