,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,98.0,1.0,1.0,2024-09-08,CHI,,TEN,"W, 24-17",*,8,5,36,7.2,0,62.5,4.5,1,14,0,14.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,49,87.5,0,0.0,0,0.0
1,2.0,99.0,2.0,2.0,2024-09-15,CHI,@,HOU,"L, 13-19",*,10,6,53,8.8,0,60.0,5.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,69,98.6,0,0.0,0,0.0
2,3.0,100.0,3.0,3.0,2024-09-22,CHI,@,IND,"L, 16-21",*,10,8,78,9.8,0,80.0,7.8,1,-6,0,-6.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,86,95.6,0,0.0,0,0.0
3,4.0,101.0,4.0,4.0,2024-09-29,CHI,,LAR,"W, 24-18",*,6,3,22,7.3,1,50.0,3.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,91.7,0,0.0,0,0.0
4,5.0,102.0,5.0,5.0,2024-10-06,CHI,,CAR,"W, 36-10",*,8,5,105,21.0,2,62.5,13.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,66,88.0,0,0.0,0,0.0
5,6.0,103.0,6.0,6.0,2024-10-13,CHI,,JAX,"W, 35-16",*,5,4,20,5.0,0,80.0,4.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,56,84.8,0,0.0,1,4.2
6,7.0,104.0,7.0,8.0,2024-10-27,CHI,@,WAS,"L, 15-18",*,4,2,27,13.5,0,50.0,6.8,2,7,0,3.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,95.2,0,0.0,0,0.0
7,8.0,105.0,8.0,9.0,2024-11-03,CHI,@,ARI,"L, 9-29",*,9,4,33,8.3,0,44.4,3.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,73,98.6,0,0.0,0,0.0
8,9.0,106.0,9.0,10.0,2024-11-10,CHI,,NWE,"L, 3-19",*,6,3,24,8.0,0,50.0,4.0,1,3,0,3.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,96.7,0,0.0,0,0.0
9,10.0,107.0,10.0,11.0,2024-11-17,CHI,,GNB,"L, 19-20",*,7,7,62,8.9,0,100.0,8.9,1,5,0,5.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,68,94.4,0,0.0,0,0.0
10,11.0,108.0,11.0,12.0,2024-11-24,CHI,,MIN,"L, 27-30 (OT)",*,7,7,106,15.1,1,100.0,15.1,1,13,0,13.0,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,75,98.7,0,0.0,0,0.0
11,12.0,109.0,12.0,13.0,2024-11-28,CHI,@,DET,"L, 20-23",*,16,8,97,12.1,1,50.0,6.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,65,97.0,0,0.0,0,0.0
12,13.0,110.0,13.0,14.0,2024-12-08,CHI,@,SFO,"L, 13-38",*,8,6,49,8.2,0,75.0,6.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,48,90.6,0,0.0,0,0.0
13,14.0,111.0,14.0,15.0,2024-12-16,CHI,@,MIN,"L, 12-30",*,8,8,46,5.8,0,100.0,5.8,3,24,0,8.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,86.6,0,0.0,0,0.0
14,15.0,112.0,15.0,16.0,2024-12-22,CHI,,DET,"L, 17-34",*,10,7,68,9.7,0,70.0,6.8,1,2,0,2.0,0,0,,0,0,0,,,,0,0,0,0,0,1,0,0,61,95.3,0,0.0,0,0.0
15,16.0,113.0,16.0,17.0,2024-12-26,CHI,,SEA,"L, 3-6",*,8,6,54,9.0,0,75.0,6.8,2,8,0,4.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,95.1,0,0.0,0,0.0
16,17.0,114.0,17.0,18.0,2025-01-05,CHI,@,GNB,"W, 24-22",*,10,9,86,9.6,1,90.0,8.6,1,5,0,5.0,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,61,98.4,0,0.0,1,3.7
17,,,,,,,,,5-12,,140,98,966,9.9,6,70.0,6.9,14,75,0,5.4,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,1,1,0,1,0,0,1066,93.8,0,0.0,2,0.5
