,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-09,CAR,,DAL,"W, 16-8",,0,0,0,,0,,,1,3,0,3.0,0,0,0,,1,15,0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,25.4,0,0.0,14,63.6
1,2.0,2.0,2.0,2.0,2018-09-16,CAR,@,ATL,"L, 24-31",,2,1,51,51.0,1,50.0,25.5,1,7,0,7.0,1,26,0,26.0,2,9,0,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,25.4,0,0.0,19,67.9
2,3.0,3.0,3.0,3.0,2018-09-23,CAR,,CIN,"W, 31-21",,2,1,3,3.0,0,50.0,1.5,0,0,0,,0,0,0,,1,4,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,49.3,0,0.0,13,50.0
3,4.0,4.0,4.0,5.0,2018-10-07,CAR,,NYG,"W, 33-31",,4,4,49,12.3,0,100.0,12.3,1,18,0,18.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,40.8,0,0.0,3,9.4
4,5.0,5.0,5.0,6.0,2018-10-14,CAR,@,WAS,"L, 17-23",,5,4,59,14.8,0,80.0,11.8,1,18,0,18.0,0,0,0,,1,1,0,1.0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,27,45.0,0,0.0,12,50.0
5,6.0,6.0,6.0,7.0,2018-10-21,CAR,@,PHI,"W, 21-17",,5,3,29,9.7,0,60.0,5.8,0,0,0,,1,18,0,18.0,1,3,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27,45.8,0,0.0,10,45.5
6,7.0,7.0,7.0,8.0,2018-10-28,CAR,,BAL,"W, 36-21",*,6,5,90,18.0,0,83.3,15.0,2,39,0,19.5,0,0,0,,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,1,0,0,46,70.8,0,0.0,2,7.1
7,8.0,8.0,8.0,9.0,2018-11-04,CAR,,TAM,"W, 42-28",*,2,1,16,16.0,0,50.0,8.0,1,32,0,32.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,0,0,0,53,85.5,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2018-11-08,CAR,@,PIT,"L, 21-52",*,5,4,20,5.0,0,80.0,4.0,1,5,0,5.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,86.0,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2018-11-18,CAR,@,DET,"L, 19-20",*,8,7,157,22.4,1,87.5,19.6,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,77.6,0,0.0,1,3.7
10,11.0,11.0,11.0,12.0,2018-11-25,CAR,,SEA,"L, 27-30",*,9,8,91,11.4,0,88.9,10.1,1,7,0,7.0,3,75,0,25.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,91.5,0,0.0,6,22.2
11,12.0,12.0,12.0,13.0,2018-12-02,CAR,@,TAM,"L, 17-24",*,8,4,44,11.0,0,50.0,5.5,2,21,0,10.5,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,66,94.3,0,0.0,1,4.2
12,13.0,13.0,13.0,14.0,2018-12-09,CAR,@,CLE,"L, 20-26",*,8,5,67,13.4,0,62.5,8.4,1,0,0,0.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,90.5,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2018-12-17,CAR,,NOR,"L, 9-12",*,3,2,12,6.0,0,66.7,4.0,1,22,0,22.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,57,98.3,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2018-12-23,CAR,,ATL,"L, 10-24",*,7,2,19,9.5,0,28.6,2.7,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,87,94.6,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2018-12-30,CAR,@,NOR,"W, 33-14",*,8,4,81,20.3,0,50.0,10.1,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,81.9,0,0.0,5,20.0
16,,,,,,,,,7-9,,82,55,788,14.3,2,67.1,9.6,13,172,0,13.2,5,119,0,23.8,6,32,0,5.3,0.0,1,1,0,0,0,0,4,3,0,1,0,0,733,69.3,0,0.0,86,20.6
