,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,47.0,1.0,1.0,2021-09-12,CAR,,NYJ,"W, 19-14",*,8,6,80,13.3,0,75.0,10.0,1,14,0,14.0,0,0,0,,1,9,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,81.3,0,0.0,2,7.1
1,2.0,48.0,2.0,2.0,2021-09-19,CAR,,NOR,"W, 26-7",*,11,8,79,9.9,1,72.7,7.2,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,88.2,0,0.0,0,0.0
2,3.0,49.0,3.0,3.0,2021-09-23,CAR,@,HOU,"W, 24-9",*,12,8,126,15.8,0,66.7,10.5,1,-1,0,-1.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,74.0,0,0.0,0,0.0
3,4.0,50.0,4.0,4.0,2021-10-03,CAR,@,DAL,"L, 28-36",*,12,8,113,14.1,2,66.7,9.4,1,6,0,6.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,84.3,0,0.0,0,0.0
4,5.0,51.0,5.0,5.0,2021-10-10,CAR,,PHI,"L, 18-21",*,7,5,42,8.4,0,71.4,6.0,1,-4,0,-4.0,1,13,0,13.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,87.3,0,0.0,1,3.3
5,6.0,52.0,6.0,6.0,2021-10-17,CAR,,MIN,"L, 28-34 (OT)",*,13,5,73,14.6,0,38.5,5.6,1,6,0,6.0,0,0,0,,0,0,0,,0.0,1,1,0,0,0,0,1,1,0,0,0,0,68,91.9,0,0.0,1,2.9
6,7.0,53.0,7.0,7.0,2021-10-24,CAR,@,NYG,"L, 3-25",*,10,6,73,12.2,0,60.0,7.3,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,96.9,0,0.0,0,0.0
7,8.0,54.0,8.0,8.0,2021-10-31,CAR,@,ATL,"W, 19-13",*,8,4,59,14.8,0,50.0,7.4,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,82.4,0,0.0,1,3.8
8,9.0,55.0,9.0,9.0,2021-11-07,CAR,,NWE,"L, 6-24",*,7,3,32,10.7,0,42.9,4.6,2,14,0,7.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,84.7,0,0.0,0,0.0
9,10.0,56.0,10.0,10.0,2021-11-14,CAR,@,ARI,"W, 34-10",*,7,4,24,6.0,0,57.1,3.4,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,78.7,0,0.0,1,4.0
10,11.0,57.0,11.0,11.0,2021-11-21,CAR,,WAS,"L, 21-27",*,7,5,50,10.0,1,71.4,7.1,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,94.1,0,0.0,0,0.0
11,12.0,58.0,12.0,12.0,2021-11-28,CAR,@,MIA,"L, 10-33",*,10,4,103,25.8,0,40.0,10.3,0,0,0,,0,0,0,,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,53,96.4,0,0.0,0,0.0
12,13.0,59.0,13.0,14.0,2021-12-12,CAR,,ATL,"L, 21-29",*,10,6,84,14.0,0,60.0,8.4,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,89.1,0,0.0,0,0.0
13,14.0,60.0,14.0,15.0,2021-12-19,CAR,@,BUF,"L, 14-31",*,11,6,48,8.0,0,54.5,4.4,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,1,1,0,69,90.8,0,0.0,0,0.0
14,15.0,61.0,15.0,16.0,2021-12-26,CAR,,TAM,"L, 6-32",*,12,5,55,11.0,0,41.7,4.6,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,85.7,0,0.0,0,0.0
15,16.0,62.0,16.0,17.0,2022-01-02,CAR,@,NOR,"L, 10-18",*,8,3,29,9.7,0,37.5,3.6,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,91.8,0,0.0,0,0.0
16,17.0,63.0,17.0,18.0,2022-01-09,CAR,@,TAM,"L, 17-41",*,10,7,87,12.4,0,70.0,8.7,1,13,0,13.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,76.4,0,0.0,0,0.0
17,,,,,,,,,5-12,,163,93,1157,12.4,4,57.1,7.1,8,48,0,6.0,1,13,0,13.0,1,9,0,9.0,0.0,2,2,0,0,0,0,1,1,0,1,1,0,992,86.3,0,0.0,6,1.3
