,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,77.0,1.0,1.0,2022-09-11,DET,,PHI,"L, 35-38",*,3,1,28,28.0,0,33.3,9.3,0.0,0,0,0,0,0,0,55,79.7,0,0.0,0,0.0
1,2.0,78.0,2.0,2.0,2022-09-18,DET,,WAS,"W, 36-27",*,3,3,38,12.7,1,100.0,12.7,0.0,0,0,0,0,0,0,44,72.1,0,0.0,1,3.1
2,3.0,79.0,3.0,3.0,2022-09-25,DET,@,MIN,"L, 24-28",*,10,6,96,16.0,0,60.0,9.6,0.0,0,0,0,0,0,0,62,79.5,0,0.0,0,0.0
3,4.0,80.0,4.0,4.0,2022-10-02,DET,,SEA,"L, 45-48",*,8,7,81,11.6,1,87.5,10.1,0.0,0,0,0,0,0,0,62,83.8,0,0.0,0,0.0
4,5.0,81.0,5.0,5.0,2022-10-09,DET,@,NWE,"L, 0-29",*,10,6,92,15.3,0,60.0,9.2,0.0,0,0,0,0,0,0,60,90.9,0,0.0,0,0.0
5,6.0,82.0,6.0,7.0,2022-10-23,DET,@,DAL,"L, 6-24",*,2,1,8,8.0,0,50.0,4.0,0.0,1,1,0,0,0,0,47,79.7,0,0.0,0,0.0
6,7.0,83.0,7.0,8.0,2022-10-30,DET,,MIA,"L, 27-31",*,6,2,14,7.0,0,33.3,2.3,0.0,0,0,0,0,0,0,48,80.0,0,0.0,0,0.0
7,7.0,,8.0,9.0,2022-11-06,DET,,GNB,"W, 15-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,10.0,2022-11-13,DET,@,CHI,"W, 31-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,7.0,,10.0,11.0,2022-11-20,DET,@,NYG,"W, 31-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,84.0,11.0,12.0,2022-11-24,DET,,BUF,"L, 25-28",,0,0,0,,0,,,0.0,0,0,0,0,0,0,8,11.3,0,0.0,0,0.0
11,9.0,85.0,12.0,13.0,2022-12-04,DET,,JAX,"W, 40-14",*,4,3,19,6.3,0,75.0,4.8,0.0,0,0,0,0,0,0,60,78.9,0,0.0,0,0.0
12,10.0,86.0,13.0,14.0,2022-12-11,DET,,MIN,"W, 34-23",*,6,5,51,10.2,1,83.3,8.5,0.0,0,0,0,0,0,0,43,61.4,0,0.0,0,0.0
13,11.0,87.0,14.0,15.0,2022-12-18,DET,@,NYJ,"W, 20-17",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,40,58.8,0,0.0,0,0.0
14,12.0,88.0,15.0,16.0,2022-12-24,DET,@,CAR,"L, 23-37",*,4,2,31,15.5,0,50.0,7.8,0.0,0,0,0,0,0,0,40,60.6,0,0.0,0,0.0
15,13.0,89.0,16.0,17.0,2023-01-01,DET,,CHI,"W, 41-10",,1,1,5,5.0,0,100.0,5.0,0.0,0,0,0,0,0,0,31,43.7,0,0.0,0,0.0
16,14.0,90.0,17.0,18.0,2023-01-08,DET,@,GNB,"W, 20-16",,2,1,16,16.0,0,50.0,8.0,0.0,0,0,0,0,0,0,25,40.3,0,0.0,0,0.0
17,,,,,,,,,6-8,,59,38,479,12.6,3,64.4,8.1,0.0,1,1,0,0,0,0,625,65.7,0,0.0,1,0.3
