,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2019-09-08,LAR,@,CAR,"W, 30-27",,2,0,0,,0,0.0,0.0,0,0,0,,25,32.9,0,0.0,0,0.0
1,2.0,34.0,2.0,2.0,2019-09-15,LAR,,NOR,"W, 27-9",,1,0,0,,0,0.0,0.0,0,0,0,,3,4.5,0,0.0,3,11.1
2,3.0,35.0,3.0,3.0,2019-09-22,LAR,@,CLE,"W, 20-13",,2,0,0,,0,0.0,0.0,0,0,0,,16,25.0,0,0.0,8,33.3
3,4.0,36.0,4.0,4.0,2019-09-29,LAR,,TAM,"L, 40-55",,2,1,22,22.0,0,50.0,11.0,0,0,0,,15,16.9,0,0.0,11,28.9
4,5.0,37.0,5.0,5.0,2019-10-03,LAR,@,SEA,"L, 29-30",,1,1,12,12.0,0,100.0,12.0,0,0,0,,27,37.5,0,0.0,8,25.8
5,6.0,38.0,6.0,6.0,2019-10-13,LAR,,SFO,"L, 7-20",,1,0,0,,0,0.0,0.0,0,0,0,,3,5.8,0,0.0,5,21.7
6,7.0,39.0,7.0,7.0,2019-10-20,LAR,@,ATL,"W, 37-10",,1,0,0,,0,0.0,0.0,0,0,0,,18,24.0,0,0.0,7,22.6
7,8.0,40.0,8.0,8.0,2019-10-27,LAR,,CIN,"W, 24-10",,8,3,73,24.3,1,37.5,9.1,1,-1,0,-1.0,53,88.3,0,0.0,0,0.0
8,9.0,41.0,9.0,10.0,2019-11-10,LAR,@,PIT,"L, 12-17",*,5,3,49,16.3,0,60.0,9.8,0,0,0,,71,94.7,0,0.0,0,0.0
9,10.0,42.0,10.0,11.0,2019-11-17,LAR,,CHI,"W, 17-7",*,6,3,55,18.3,0,50.0,9.2,1,-5,0,-5.0,51,94.4,0,0.0,0,0.0
10,11.0,43.0,11.0,12.0,2019-11-25,LAR,,BAL,"L, 6-45",,2,2,8,4.0,0,100.0,4.0,0,0,0,,30,57.7,0,0.0,0,0.0
11,12.0,44.0,12.0,13.0,2019-12-01,LAR,@,ARI,"W, 34-7",,4,4,39,9.8,0,100.0,9.8,0,0,0,,29,36.7,0,0.0,0,0.0
12,13.0,45.0,13.0,14.0,2019-12-08,LAR,,SEA,"W, 28-12",,0,0,0,,0,,,3,29,0,9.7,45,64.3,0,0.0,0,0.0
13,14.0,46.0,14.0,15.0,2019-12-15,LAR,@,DAL,"L, 21-44",,4,2,36,18.0,0,50.0,9.0,0,0,0,,27,37.0,0,0.0,1,3.3
14,15.0,47.0,15.0,16.0,2019-12-21,LAR,@,SFO,"L, 31-34",,3,2,32,16.0,0,66.7,10.7,0,0,0,,29,41.4,0,0.0,9,25.7
15,16.0,48.0,16.0,17.0,2019-12-29,LAR,,ARI,"W, 31-24",,1,0,0,,0,0.0,0.0,0,0,0,,38,46.3,0,0.0,2,6.9
16,,,,,,,,,9-7,,43,21,326,15.5,1,48.8,7.6,5,23,0,4.6,480,43.2,0,0.0,54,11.7
