,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2018-09-10,LAR,@,OAK,"W, 33-13",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,2,3.2,0,0.0,14,46.7
1,2.0,18.0,2.0,2.0,2018-09-16,LAR,,ARI,"W, 34-0",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,2,2.8,0,0.0,15,83.3
2,3.0,19.0,3.0,3.0,2018-09-23,LAR,,LAC,"W, 35-23",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,4,5.2,0,0.0,15,60.0
3,4.0,20.0,4.0,4.0,2018-09-27,LAR,,MIN,"W, 38-31",,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,1,1.8,0,0.0,18,54.5
4,5.0,21.0,5.0,5.0,2018-10-07,LAR,@,SEA,"W, 33-31",,3,2,39,19.5,0,66.7,13.0,1,10,0,10.0,0.0,1,1,0,0,0,0,36,54.5,0,0.0,8,26.7
5,6.0,22.0,6.0,6.0,2018-10-14,LAR,@,DEN,"W, 23-20",,2,1,-2,-2.0,0,50.0,-1.0,0,0,0,,0.0,0,0,0,0,0,0,46,62.2,0,0.0,9,32.1
6,7.0,23.0,7.0,7.0,2018-10-21,LAR,@,SFO,"W, 39-10",*,1,1,19,19.0,0,100.0,19.0,0,0,0,,0.0,0,0,0,0,0,0,51,83.6,0,0.0,0,0.0
7,8.0,24.0,8.0,8.0,2018-10-28,LAR,,GNB,"W, 29-27",*,5,3,42,14.0,2,60.0,8.4,1,-2,0,-2.0,0.0,0,0,0,0,0,0,69,88.5,0,0.0,0,0.0
8,9.0,25.0,9.0,9.0,2018-11-04,LAR,@,NOR,"L, 35-45",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,2,3.3,0,0.0,9,29.0
9,10.0,26.0,10.0,10.0,2018-11-11,LAR,,SEA,"W, 36-31",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,10,15.4,0,0.0,7,23.3
10,11.0,27.0,11.0,11.0,2018-11-19,LAR,,KAN,"W, 54-51",*,8,6,80,13.3,1,75.0,10.0,0,0,0,,0.0,0,0,0,0,0,0,78,97.5,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2018-12-02,LAR,@,DET,"W, 30-16",*,5,2,19,9.5,0,40.0,3.8,0,0,0,,0.0,0,0,0,0,0,0,67,97.1,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2018-12-09,LAR,@,CHI,"L, 6-15",*,7,3,36,12.0,0,42.9,5.1,0,0,0,,0.0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2018-12-16,LAR,,PHI,"L, 23-30",*,12,5,70,14.0,0,41.7,5.8,0,0,0,,0.0,0,0,0,0,0,0,75,98.7,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2018-12-23,LAR,@,ARI,"W, 31-9",*,2,2,44,22.0,0,100.0,22.0,0,0,0,,0.0,0,0,0,0,0,0,35,51.5,0,0.0,0,0.0
15,16.0,32.0,16.0,17.0,2018-12-30,LAR,,SFO,"W, 48-32",*,7,4,55,13.8,2,57.1,7.9,0,0,0,,0.0,0,0,0,0,0,0,70,95.9,0,0.0,2,6.5
16,,,,,,,,,13-3,,53,29,402,13.9,5,54.7,7.6,2,8,0,4.0,0.0,1,1,0,0,0,0,611,55.5,0,0.0,97,20.4
