,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1,2021-09-12,TEN,,ARI,"L, 13-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,65.0,2.0,2,2021-09-19,TEN,@,SEA,"W, 33-30 (OT)",,0,0,0,,0,,,0.0,0,0,0,0,0,0,11,12.5,0,0.0,0,0.0
2,,,3.0,3,2021-09-26,TEN,,IND,"W, 25-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,66.0,4.0,4,2021-10-03,TEN,@,NYJ,"L, 24-27 (OT)",,9,6,59,9.8,0,66.7,6.6,0.0,0,0,0,0,0,0,78,78.0,0,0.0,0,0.0
4,3.0,67.0,5.0,5,2021-10-10,TEN,@,JAX,"W, 37-19",,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,18,28.1,0,0.0,0,0.0
5,3.0,,6.0,6,2021-10-18,TEN,,BUF,"W, 34-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,68.0,7.0,7,2021-10-24,TEN,,KAN,"W, 27-3",,3,3,23,7.7,0,100.0,7.7,0.0,0,0,0,0,0,0,30,44.1,0,0.0,0,0.0
7,5.0,69.0,8.0,8,2021-10-31,TEN,@,IND,"W, 34-31 (OT)",,0,0,0,,0,,,0.0,0,0,0,0,0,0,5,6.8,0,0.0,1,3.2
8,5.0,,9.0,9,2021-11-07,TEN,@,LAR,"W, 28-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,,,,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions,Player went from Tennessee Titans to Detroit Lions
