,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2023-09-10,GNB,@,CHI,"W, 38-20",,13,19,0,1.5,3,2,17,8.5,0,66.7,5.7,29,48.3,0,0.0,1,3.6
1,2.0,47.0,2.0,2.0,2023-09-17,GNB,@,ATL,"L, 24-25",*,15,55,0,3.7,1,1,8,8.0,0,100.0,8.0,34,68.0,0,0.0,0,0.0
2,3.0,48.0,3.0,3.0,2023-09-24,GNB,,NOR,"W, 18-17",*,11,33,0,3.0,0,0,0,,0,,,41,51.9,0,0.0,0,0.0
3,4.0,49.0,4.0,4.0,2023-09-28,GNB,,DET,"L, 20-34",,5,11,0,2.2,1,0,0,,0,0.0,0.0,38,66.7,0,0.0,0,0.0
4,5.0,50.0,5.0,5.0,2023-10-09,GNB,@,LVR,"L, 13-17",*,20,76,1,3.8,1,0,0,,0,0.0,0.0,37,63.8,0,0.0,0,0.0
5,6.0,51.0,6.0,7.0,2023-10-22,GNB,@,DEN,"L, 17-19",,15,61,0,4.1,2,2,34,17.0,0,100.0,17.0,36,56.3,0,0.0,6,24.0
6,7.0,52.0,7.0,8.0,2023-10-29,GNB,,MIN,"L, 10-24",,6,11,0,1.8,5,5,41,8.2,0,100.0,8.2,35,51.5,0,0.0,5,21.7
7,8.0,53.0,8.0,9.0,2023-11-05,GNB,,LAR,"W, 20-3",,9,40,0,4.4,1,1,3,3.0,0,100.0,3.0,29,40.3,0,0.0,2,8.7
8,9.0,54.0,9.0,10.0,2023-11-12,GNB,@,PIT,"L, 19-23",,9,70,0,7.8,3,1,11,11.0,0,33.3,3.7,34,50.0,0,0.0,6,20.7
9,10.0,55.0,10.0,11.0,2023-11-19,GNB,,LAC,"W, 23-20",,14,29,0,2.1,4,4,32,8.0,0,100.0,8.0,52,72.2,0,0.0,3,11.5
10,11.0,56.0,11.0,12.0,2023-11-23,GNB,@,DET,"W, 29-22",*,14,43,0,3.1,3,3,38,12.7,0,100.0,12.7,29,51.8,0,0.0,1,4.3
11,12.0,57.0,12.0,13.0,2023-12-03,GNB,,KAN,"W, 27-19",*,18,73,0,4.1,1,1,14,14.0,0,100.0,14.0,40,62.5,0,0.0,0,0.0
12,13.0,58.0,13.0,14.0,2023-12-11,GNB,@,NYG,"L, 22-24",*,15,53,0,3.5,3,2,25,12.5,0,66.7,8.3,36,52.9,0,0.0,0,0.0
13,13.0,,14.0,15.0,2023-12-17,GNB,,TAM,"L, 20-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,14.0,59.0,15.0,16.0,2023-12-24,GNB,@,CAR,"W, 33-30",,7,12,1,1.7,0,0,0,,0,,,12,18.2,0,0.0,0,0.0
15,15.0,60.0,16.0,17.0,2023-12-31,GNB,@,MIN,"W, 33-10",,7,27,0,3.9,0,0,0,,0,,,12,16.2,0,0.0,0,0.0
16,15.0,,17.0,18.0,2024-01-07,GNB,,CHI,"W, 17-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,8-7,,178,613,2,3.4,28,22,223,10.1,0,78.6,8.0,494,50.6,0,0.0,24,6.2
