,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,61.0,1.0,1.0,2015-09-13,CIN,@,OAK,"W, 33-13",*,8,5,63,12.6,0,62.5,7.9,0,0,0,0,0,0,58,85.3,0,0.0,0,0.0
1,2.0,62.0,2.0,2.0,2015-09-20,CIN,,SDG,"W, 24-19",*,4,3,45,15.0,1,75.0,11.3,0,0,0,0,0,0,61,92.4,0,0.0,0,0.0
2,3.0,63.0,3.0,3.0,2015-09-27,CIN,@,BAL,"W, 28-24",*,13,10,227,22.7,2,76.9,17.5,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
3,4.0,64.0,4.0,4.0,2015-10-04,CIN,,KAN,"W, 36-21",*,10,7,82,11.7,0,70.0,8.2,0,0,0,0,0,0,44,81.5,0,0.0,1,3.3
4,5.0,65.0,5.0,5.0,2015-10-11,CIN,,SEA,"W, 27-24 (OT)",*,8,6,78,13.0,0,75.0,9.8,0,0,0,0,0,0,82,96.5,0,0.0,0,0.0
5,6.0,66.0,6.0,6.0,2015-10-18,CIN,@,BUF,"W, 34-21",*,7,4,36,9.0,0,57.1,5.1,0,0,0,0,0,0,57,93.4,0,0.0,0,0.0
6,7.0,67.0,7.0,8.0,2015-11-01,CIN,@,PIT,"W, 16-10",*,17,11,118,10.7,1,64.7,6.9,0,0,0,0,0,0,64,95.5,0,0.0,0,0.0
7,8.0,68.0,8.0,9.0,2015-11-05,CIN,,CLE,"W, 31-10",*,6,4,53,13.3,0,66.7,8.8,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
8,9.0,69.0,9.0,10.0,2015-11-16,CIN,,HOU,"L, 6-10",*,7,5,67,13.4,0,71.4,9.6,1,1,0,0,0,0,67,100.0,0,0.0,0,0.0
9,10.0,70.0,10.0,11.0,2015-11-22,CIN,@,ARI,"L, 31-34",*,12,4,79,19.8,0,33.3,6.6,0,0,0,0,0,0,68,89.5,0,0.0,0,0.0
10,11.0,71.0,11.0,12.0,2015-11-29,CIN,,STL,"W, 31-7",*,8,6,61,10.2,2,75.0,7.6,0,0,0,0,0,0,51,86.4,0,0.0,0,0.0
11,12.0,72.0,12.0,13.0,2015-12-06,CIN,@,CLE,"W, 37-3",*,6,5,128,25.6,1,83.3,21.3,0,0,0,0,0,0,40,70.2,0,0.0,0,0.0
12,13.0,73.0,13.0,14.0,2015-12-13,CIN,,PIT,"L, 20-33",*,9,6,132,22.0,1,66.7,14.7,0,0,0,0,0,0,55,94.8,0,0.0,0,0.0
13,14.0,74.0,14.0,15.0,2015-12-20,CIN,@,SFO,"W, 24-14",*,3,1,37,37.0,0,33.3,12.3,0,0,0,0,0,0,38,59.4,0,0.0,0,0.0
14,15.0,75.0,15.0,16.0,2015-12-28,CIN,@,DEN,"L, 17-20 (OT)",*,9,5,57,11.4,1,55.6,6.3,0,0,0,0,0,0,67,93.1,0,0.0,0,0.0
15,16.0,76.0,16.0,17.0,2016-01-03,CIN,,BAL,"W, 24-16",*,5,4,34,8.5,1,80.0,6.8,0,0,0,0,0,0,52,85.2,0,0.0,1,3.6
16,,,,,,,,,12-4,,132,86,1297,15.1,10,65.2,9.8,1,1,0,0,0,0,931,88.2,0,0.0,2,0.5
