,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-10,WAS,,PHI,"L, 17-30",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,10,38.5
1,2.0,2.0,2.0,2.0,2017-09-17,WAS,@,LAR,"W, 27-20",,21,67,0,3.2,1,1,0,0.0,0,100.0,0.0,0,0,0,,0,0,0,0,0,0,26,36.6,0,0.0,10,32.3
2,3.0,3.0,3.0,3.0,2017-09-24,WAS,,OAK,"W, 27-10",*,19,49,0,2.6,1,1,6,6.0,0,100.0,6.0,0,0,0,,1,1,0,0,0,0,30,44.1,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2017-10-02,WAS,@,KAN,"L, 20-29",,6,27,0,4.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,12,24.0,0,0.0,6,21.4
4,5.0,5.0,5.0,6.0,2017-10-15,WAS,,SFO,"W, 26-24",,9,23,0,2.6,3,3,24,8.0,1,100.0,8.0,0,0,0,,0,0,0,0,0,0,25,33.8,0,0.0,1,3.3
5,6.0,6.0,6.0,7.0,2017-10-23,WAS,@,PHI,"L, 24-34",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,10,31.3
6,7.0,7.0,7.0,8.0,2017-10-29,WAS,,DAL,"L, 19-33",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,15,45.5
7,8.0,8.0,8.0,9.0,2017-11-05,WAS,@,SEA,"W, 17-14",,2,9,0,4.5,0,0,0,,0,,,1,20,0,20.0,0,0,0,0,0,0,6,9.5,0,0.0,11,39.3
8,9.0,9.0,9.0,10.0,2017-11-12,WAS,,MIN,"L, 30-38",,9,35,0,3.9,1,1,25,25.0,0,100.0,25.0,1,28,0,28.0,0,0,0,0,0,0,20,26.7,0,0.0,10,34.5
9,10.0,10.0,10.0,11.0,2017-11-19,WAS,@,NOR,"L, 31-34 (OT)",*,23,117,1,5.1,2,1,9,9.0,0,50.0,4.5,0,0,0,,0,0,0,0,0,0,48,69.6,0,0.0,7,21.2
10,11.0,11.0,11.0,12.0,2017-11-23,WAS,,NYG,"W, 20-10",*,24,100,0,4.2,4,3,30,10.0,0,75.0,7.5,0,0,0,,0,0,0,0,0,0,50,70.4,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2017-11-30,WAS,@,DAL,"L, 14-38",*,12,38,0,3.2,3,3,31,10.3,0,100.0,10.3,0,0,0,,0,0,0,1,0,0,34,56.7,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2017-12-10,WAS,@,LAC,"L, 13-30",*,17,45,0,2.6,4,4,7,1.8,0,100.0,1.8,0,0,0,,0,0,0,0,0,0,40,80.0,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2017-12-17,WAS,,ARI,"W, 20-15",*,14,37,0,2.6,2,2,29,14.5,0,100.0,14.5,0,0,0,,0,0,0,0,0,0,32,62.7,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2017-12-24,WAS,,DEN,"W, 27-11",*,17,53,0,3.1,3,3,21,7.0,0,100.0,7.0,0,0,0,,1,1,0,0,0,0,34,50.7,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2017-12-31,WAS,@,NYG,"L, 10-18",*,2,3,0,1.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,2,3.5,0,0.0,0,0.0
16,,,,,,,,,7-9,,175,603,1,3.4,24,22,182,8.3,1,91.7,7.6,2,48,0,24.0,2,2,0,1,0,0,359,35.5,0,0.0,80,16.8
