,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,29.0,1.0,1.0,2020-09-13,CIN,,LAC,"L, 13-16",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,1,0,1,0,0,0,0,0.0,0,0.0,19,65.5
1,2.0,30.0,2.0,2.0,2020-09-17,CIN,@,CLE,"L, 30-35",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,16,59.3
2,3.0,31.0,3.0,3.0,2020-09-27,CIN,@,PHI,"T, 23-23 (OT)",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,1,1.4,0,0.0,26,68.4
3,4.0,32.0,4.0,4.0,2020-10-04,CIN,,JAX,"W, 33-25",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,1,1.3,0,0.0,18,58.1
4,5.0,33.0,5.0,5.0,2020-10-11,CIN,@,BAL,"L, 3-27",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,19,73.1
5,6.0,34.0,6.0,6.0,2020-10-18,CIN,@,IND,"L, 27-31",,1,0,0,0.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,3,4.1,0,0.0,18,62.1
6,7.0,35.0,7.0,7.0,2020-10-25,CIN,,CLE,"L, 34-37",,1,3,0,3.0,1,1,3,3.0,0,100.0,3.0,0,0,0,,0.0,0,0,0,0,0,0,19,25.3,0,0.0,16,57.1
7,8.0,36.0,8.0,8.0,2020-11-01,CIN,,TEN,"W, 31-20",,10,32,1,3.2,1,1,2,2.0,0,100.0,2.0,0,0,0,,0.0,0,0,0,0,0,0,24,32.9,0,0.0,13,56.5
8,9.0,37.0,9.0,10.0,2020-11-15,CIN,@,PIT,"L, 10-36",,7,48,0,6.9,1,1,7,7.0,0,100.0,7.0,0,0,0,,0.0,1,1,0,0,0,0,16,24.6,0,0.0,30,78.9
9,10.0,38.0,10.0,11.0,2020-11-22,CIN,@,WAS,"L, 9-20",,5,19,0,3.8,2,1,2,2.0,0,50.0,1.0,0,0,0,,0.0,1,1,0,0,0,0,31,45.6,0,0.0,13,48.1
10,11.0,39.0,11.0,12.0,2020-11-29,CIN,,NYG,"L, 17-19",,0,0,0,,1,1,2,2.0,0,100.0,2.0,1,13,0,13.0,0.0,0,0,0,0,0,0,7,14.3,0,0.0,16,55.2
11,12.0,40.0,12.0,13.0,2020-12-06,CIN,@,MIA,"L, 7-19",,3,7,0,2.3,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,17,32.7,0,0.0,15,53.6
12,13.0,41.0,13.0,14.0,2020-12-13,CIN,,DAL,"L, 7-30",,10,32,0,3.2,2,2,9,4.5,0,100.0,4.5,0,0,0,,0.0,0,0,0,0,0,0,28,38.9,0,0.0,13,61.9
13,14.0,42.0,14.0,15.0,2020-12-21,CIN,,PIT,"W, 27-17",,4,14,0,3.5,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,12,21.4,0,0.0,23,71.9
14,15.0,43.0,15.0,16.0,2020-12-27,CIN,@,HOU,"W, 37-31",,13,95,2,7.3,4,4,41,10.3,0,100.0,10.3,0,0,0,,0.0,0,0,0,0,0,0,29,38.2,0,0.0,17,53.1
15,16.0,44.0,16.0,17.0,2021-01-03,CIN,,BAL,"L, 3-38",*,9,51,0,5.7,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,19,44.2,0,0.0,16,64.0
16,,,,,,,,,4-11-1,,63,301,3,4.8,12,11,66,6.0,0,91.7,5.5,1,13,0,13.0,0.0,3,2,1,0,0,0,207,19.2,0,0.0,288,62.2
