,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,61.0,1.0,1.0,2022-09-11,CIN,,PIT,"L, 20-23 (OT)",,1,4,0,4.0,5,3,33,11.0,0,60.0,6.6,0.0,1,1,0,0,0,0,0,0,0,1,-5,0,26,26.0,0,0.0,21,65.6
1,2.0,62.0,2.0,2.0,2022-09-18,CIN,@,DAL,"L, 17-20",,1,2,0,2.0,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14,20.0,0,0.0,18,69.2
2,3.0,63.0,3.0,3.0,2022-09-25,CIN,@,NYJ,"W, 27-12",,9,47,0,5.2,2,2,14,7.0,1,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,33.8,0,0.0,16,61.5
3,4.0,64.0,4.0,4.0,2022-09-29,CIN,,MIA,"W, 27-15",,1,0,0,0.0,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,18.8,0,0.0,18,64.3
4,5.0,65.0,5.0,5.0,2022-10-09,CIN,@,BAL,"L, 17-19",,3,17,0,5.7,4,4,39,9.8,0,100.0,9.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,19,30.2,0,0.0,15,65.2
5,6.0,66.0,6.0,6.0,2022-10-16,CIN,@,NOR,"W, 30-26",,2,5,0,2.5,2,2,11,5.5,0,100.0,5.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14,24.6,0,0.0,18,62.1
6,7.0,67.0,7.0,7.0,2022-10-23,CIN,,ATL,"W, 35-17",,1,0,0,0.0,2,2,8,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,29.4,0,0.0,13,52.0
7,8.0,68.0,8.0,8.0,2022-10-31,CIN,@,CLE,"L, 13-32",,1,7,0,7.0,3,3,10,3.3,0,100.0,3.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,24.5,0,0.0,13,56.5
8,9.0,69.0,9.0,9.0,2022-11-06,CIN,,CAR,"W, 42-21",,6,51,0,8.5,2,1,3,3.0,0,50.0,1.5,0.0,2,0,2,0,0,0,0,0,1,0,0,0,27,36.5,0,0.0,16,55.2
9,10.0,70.0,10.0,11.0,2022-11-20,CIN,@,PIT,"W, 37-30",,11,30,0,2.7,4,4,52,13.0,3,100.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,69.7,0,0.0,9,25.0
10,11.0,71.0,11.0,12.0,2022-11-27,CIN,@,TEN,"W, 20-16",*,17,58,1,3.4,7,4,35,8.8,0,57.1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,80.0,0,0.0,0,0.0
11,12.0,72.0,12.0,13.0,2022-12-04,CIN,,KAN,"W, 27-24",*,21,106,0,5.0,7,6,49,8.2,0,85.7,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,83.3,0,0.0,1,4.3
12,13.0,73.0,13.0,14.0,2022-12-11,CIN,,CLE,"W, 23-10",,4,22,1,5.5,5,1,2,2.0,0,20.0,0.4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,29,43.3,0,0.0,4,16.7
13,14.0,74.0,14.0,15.0,2022-12-18,CIN,@,TAM,"W, 34-23",,7,24,0,3.4,1,1,0,0.0,0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,37.9,0,0.0,5,20.0
14,15.0,75.0,15.0,16.0,2022-12-24,CIN,@,NWE,"W, 22-18",,4,3,0,0.8,4,3,19,6.3,0,75.0,4.8,0.0,2,1,1,0,0,0,0,0,0,0,0,0,34,41.0,0,0.0,8,32.0
15,16.0,76.0,16.0,18.0,2023-01-08,CIN,,BAL,"W, 27-16",,6,18,0,3.0,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,45.5,0,0.0,11,36.7
16,,,,,,,,,12-4,,95,394,2,4.1,51,38,287,7.6,4,74.5,5.6,0.0,7,4,3,0,0,0,0,0,1,1,-5,0,448,40.5,0,0.0,186,42.9
