,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,77.0,1.0,1.0,2023-09-10,DEN,,LVR,"L, 16-17",,8,41,0,5.1,4,4,37,9.3,0,100.0,9.3,0,0,0,0,0,0,29,45.3,0,0.0,7,36.8
1,2.0,78.0,2.0,2.0,2023-09-17,DEN,,WAS,"L, 33-35",,1,4,0,4.0,4,3,20,6.7,0,75.0,5.0,0,0,0,0,0,0,33,50.0,0,0.0,6,20.0
2,3.0,79.0,3.0,3.0,2023-09-24,DEN,@,MIA,"L, 20-70",,3,9,0,3.0,3,2,15,7.5,0,66.7,5.0,0,0,0,0,0,0,19,30.6,0,0.0,11,30.6
3,4.0,80.0,4.0,4.0,2023-10-01,DEN,@,CHI,"W, 31-28",,6,12,0,2.0,2,2,23,11.5,0,100.0,11.5,0,0,0,0,0,0,22,45.8,0,0.0,5,19.2
4,5.0,81.0,5.0,5.0,2023-10-08,DEN,,NYJ,"L, 21-31",*,6,22,0,3.7,5,4,73,18.3,0,80.0,14.6,1,1,0,0,-10,0,38,60.3,0,0.0,8,25.0
5,6.0,82.0,6.0,6.0,2023-10-12,DEN,@,KAN,"L, 8-19",,0,0,0,,2,2,16,8.0,0,100.0,8.0,1,1,0,0,0,0,9,17.3,0,0.0,5,23.8
6,7.0,83.0,7.0,7.0,2023-10-22,DEN,,GNB,"W, 19-17",,2,10,0,5.0,3,3,31,10.3,0,100.0,10.3,0,0,0,0,0,0,15,25.4,0,0.0,4,16.0
7,8.0,84.0,8.0,8.0,2023-10-29,DEN,,KAN,"W, 24-9",,1,5,0,5.0,3,2,16,8.0,0,66.7,5.3,0,0,0,0,0,0,17,23.9,0,0.0,3,13.6
8,9.0,85.0,9.0,10.0,2023-11-13,DEN,@,BUF,"W, 24-22",,1,8,0,8.0,3,3,35,11.7,0,100.0,11.7,0,0,0,0,0,0,25,33.3,0,0.0,7,25.9
9,10.0,86.0,10.0,11.0,2023-11-19,DEN,,MIN,"W, 21-20",,1,7,0,7.0,7,7,60,8.6,0,100.0,8.6,1,0,0,0,0,0,20,36.4,0,0.0,9,33.3
10,11.0,87.0,11.0,12.0,2023-11-26,DEN,,CLE,"W, 29-12",,7,55,1,7.9,1,1,11,11.0,0,100.0,11.0,0,0,0,0,0,0,18,26.9,0,0.0,9,34.6
11,12.0,88.0,12.0,13.0,2023-12-03,DEN,@,HOU,"L, 17-22",,1,1,0,1.0,2,2,5,2.5,0,100.0,2.5,0,0,0,0,0,0,12,20.0,0,0.0,6,18.8
12,13.0,89.0,13.0,14.0,2023-12-10,DEN,@,LAC,"W, 24-7",,2,8,0,4.0,5,5,36,7.2,0,100.0,7.2,0,0,0,0,0,0,14,20.9,0,0.0,0,0.0
13,14.0,90.0,14.0,15.0,2023-12-16,DEN,@,DET,"L, 17-42",,6,37,0,6.2,1,1,11,11.0,0,100.0,11.0,0,0,0,0,0,0,25,39.1,0,0.0,0,0.0
14,15.0,91.0,15.0,16.0,2023-12-24,DEN,,NWE,"L, 23-26",,1,2,0,2.0,5,4,27,6.8,0,80.0,5.4,0,0,0,0,0,0,24,34.8,0,0.0,0,0.0
15,16.0,92.0,16.0,17.0,2023-12-31,DEN,,LAC,"W, 16-9",,4,10,0,2.5,2,2,16,8.0,0,100.0,8.0,0,0,0,0,0,0,17,24.6,0,0.0,4,14.3
16,17.0,93.0,17.0,18.0,2024-01-07,DEN,@,LVR,"L, 14-27",,3,7,0,2.3,4,3,23,7.7,0,75.0,5.8,0,0,0,0,0,0,23,37.7,0,0.0,10,40.0
17,,,,,,,,,8-9,,53,238,1,4.5,56,50,455,9.1,0,89.3,8.1,3,2,0,0,-10,0,360,33.6,0,0.0,94,20.3
