,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,22.0,1.0,1,2019-09-08,CIN,@,SEA,"L, 20-21",,0,0,0,,0.0,1,1,0,0,0,0,1,1.3,0,0.0,23,76.7
1,2.0,23.0,2.0,2,2019-09-15,CIN,,SFO,"L, 17-41",,0,0,0,,0.0,0,0,0,0,0,0,4,5.8,0,0.0,17,54.8
2,3.0,24.0,3.0,3,2019-09-22,CIN,@,BUF,"L, 17-21",,0,0,0,,0.0,2,1,1,0,0,0,0,0.0,0,0.0,19,70.4
3,4.0,25.0,4.0,4,2019-09-30,CIN,@,PIT,"L, 3-27",,0,0,0,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,17,77.3
4,5.0,26.0,5.0,5,2019-10-06,CIN,,ARI,"L, 23-26",,0,0,0,,0.0,1,1,0,0,0,0,0,0.0,0,0.0,12,41.4
5,6.0,27.0,6.0,6,2019-10-13,CIN,@,BAL,"L, 17-23",,0,0,0,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,16,64.0
6,,,,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins,Player went from Cincinnati Bengals to Miami Dolphins
7,7.0,28.0,16.0,17,2019-12-29,MIA,@,NWE,"W, 27-24",,5,16,0,3.2,0.0,0,0,0,0,0,0,6,8.8,0,0.0,6,20.7
8,,,,,,,,,1-6,,5,16,0,3.2,0.0,4,3,1,0,0,0,11,2.4,0,0.0,110,57.0
