,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,2.0,2017-09-17,TAM,,CHI,"W, 29-7",,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,29,40.8,0,0.0,8,36.4
1,2.0,2.0,2.0,3.0,2017-09-24,TAM,@,MIN,"L, 17-34",,3,3,44,14.7,0,100.0,14.7,0.0,0,0,0,0,,0,0,0,0,0,0,0,11,20.8,0,0.0,11,39.3
2,3.0,3.0,3.0,4.0,2017-10-01,TAM,,NYG,"W, 25-23",,0,0,0,,0,,,0.0,0,0,0,0,,0,0,0,0,0,0,0,9,14.1,0,0.0,10,34.5
3,4.0,4.0,4.0,5.0,2017-10-05,TAM,,NWE,"L, 14-19",,2,1,8,8.0,0,50.0,4.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,17,23.6,0,0.0,13,44.8
4,5.0,5.0,5.0,6.0,2017-10-15,TAM,@,ARI,"L, 33-38",,1,1,9,9.0,0,100.0,9.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,14,20.0,0,0.0,19,73.1
5,6.0,6.0,6.0,7.0,2017-10-22,TAM,@,BUF,"L, 27-30",,1,1,5,5.0,0,100.0,5.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,22,30.6,0,0.0,17,58.6
6,7.0,7.0,7.0,8.0,2017-10-29,TAM,,CAR,"L, 3-17",,2,1,8,8.0,0,50.0,4.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,14,20.9,0,0.0,19,82.6
7,8.0,8.0,8.0,9.0,2017-11-05,TAM,@,NOR,"L, 10-30",,1,1,9,9.0,0,100.0,9.0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,18,30.5,0,0.0,18,66.7
8,9.0,9.0,9.0,10.0,2017-11-12,TAM,,NYJ,"W, 15-10",*,10,5,68,13.6,0,50.0,6.8,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,69,97.2,0,0.0,1,4.0
9,10.0,10.0,10.0,11.0,2017-11-19,TAM,@,MIA,"W, 30-20",,2,2,38,19.0,0,100.0,19.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,22,33.3,0,0.0,18,60.0
10,11.0,11.0,11.0,12.0,2017-11-26,TAM,@,ATL,"L, 20-34",,2,1,17,17.0,0,50.0,8.5,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,19,26.8,0,0.0,16,61.5
11,12.0,12.0,12.0,13.0,2017-12-03,TAM,@,GNB,"L, 20-26 (OT)",,3,2,24,12.0,0,66.7,8.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,17,22.4,0,0.0,20,71.4
12,13.0,13.0,13.0,14.0,2017-12-10,TAM,,DET,"L, 21-24",,6,5,68,13.6,0,83.3,11.3,0.0,2,2,0,0,0.0,0,0,0,0,0,0,0,40,56.3,0,0.0,15,62.5
13,14.0,14.0,14.0,15.0,2017-12-18,TAM,,ATL,"L, 21-24",,2,1,18,18.0,0,50.0,9.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,33,55.9,0,0.0,10,38.5
14,15.0,15.0,15.0,16.0,2017-12-24,TAM,@,CAR,"L, 19-22",*,6,3,98,32.7,0,50.0,16.3,0.0,0,0,0,0,,0,0,0,0,0,0,0,54,84.4,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2017-12-31,TAM,,NOR,"W, 31-24",,12,7,111,15.9,1,58.3,9.3,0.0,0,0,0,0,,0,0,0,0,0,0,0,58,69.9,0,0.0,0,0.0
16,,,,,,,,,5-11,,55,34,525,15.4,1,61.8,9.5,0.0,6,6,0,0,0.0,0,0,0,0,1,0,0,446,41.0,0,0.0,195,45.8
