,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,105.0,1.0,1.0,2024-09-08,TAM,,WAS,"W, 37-20",*,8,8,83,10.4,1,100.0,10.4,0,0,0,,0,0,0,0,0,0,50,78.1,0,0.0,1,3.7
1,2.0,106.0,2.0,2.0,2024-09-15,TAM,@,DET,"W, 20-16",*,8,7,117,16.7,1,87.5,14.6,0,0,0,,0,0,0,0,0,0,38,79.2,0,0.0,0,0.0
2,3.0,107.0,3.0,3.0,2024-09-22,TAM,,DEN,"L, 7-26",*,9,6,53,8.8,1,66.7,5.9,0,0,0,,0,0,0,0,0,0,51,89.5,0,0.0,0,0.0
3,4.0,108.0,4.0,4.0,2024-09-29,TAM,,PHI,"W, 33-16",*,9,6,69,11.5,0,66.7,7.7,0,0,0,,0,0,0,0,0,0,66,85.7,0,0.0,0,0.0
4,5.0,109.0,5.0,5.0,2024-10-03,TAM,@,ATL,"L, 30-36 (OT)",*,6,5,64,12.8,0,83.3,10.7,1,2,0,2.0,1,0,0,0,0,0,52,98.1,0,0.0,0,0.0
5,6.0,110.0,6.0,6.0,2024-10-13,TAM,@,NOR,"W, 51-27",*,13,11,125,11.4,2,84.6,9.6,0,0,0,,0,0,0,0,0,0,72,93.5,0,0.0,0,0.0
6,7.0,111.0,7.0,7.0,2024-10-21,TAM,,BAL,"L, 31-41",*,9,7,65,9.3,0,77.8,7.2,0,0,0,,0,0,0,0,0,0,70,85.4,0,0.0,0,0.0
7,7.0,,8.0,8.0,2024-10-27,TAM,,ATL,"L, 26-31",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,7.0,,9.0,9.0,2024-11-04,TAM,@,KAN,"L, 24-30 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,7.0,,10.0,10.0,2024-11-10,TAM,,SFO,"L, 20-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
