,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2019-09-08,TAM,,SFO,"L, 17-31",*,6,3,53,17.7,1,50.0,8.8,0,0,0,,63,91.3,0,0.0,0,0.0
1,2.0,34.0,2.0,2.0,2019-09-12,TAM,@,CAR,"W, 20-14",*,9,8,121,15.1,1,88.9,13.4,0,0,0,,57,95.0,0,0.0,0,0.0
2,3.0,35.0,3.0,3.0,2019-09-22,TAM,,NYG,"L, 31-32",*,4,3,40,13.3,0,75.0,10.0,0,0,0,,73,97.3,0,0.0,0,0.0
3,4.0,36.0,4.0,4.0,2019-09-29,TAM,@,LAR,"W, 55-40",*,14,12,172,14.3,2,85.7,12.3,0,0,0,,70,94.6,0,0.0,0,0.0
4,5.0,37.0,5.0,5.0,2019-10-06,TAM,@,NOR,"L, 24-31",*,9,7,125,17.9,2,77.8,13.9,0,0,0,,55,96.5,0,0.0,0,0.0
5,6.0,38.0,6.0,6.0,2019-10-13,TAM,,CAR,"L, 26-37",*,12,10,151,15.1,0,83.3,12.6,0,0,0,,77,96.3,0,0.0,0,0.0
6,7.0,39.0,7.0,8.0,2019-10-27,TAM,@,TEN,"L, 23-27",*,8,4,43,10.8,0,50.0,5.4,0,0,0,,80,98.8,0,0.0,0,0.0
7,8.0,40.0,8.0,9.0,2019-11-03,TAM,@,SEA,"L, 34-40 (OT)",*,9,7,61,8.7,0,77.8,6.8,1,8,0,8.0,73,96.1,0,0.0,0,0.0
8,9.0,41.0,9.0,10.0,2019-11-10,TAM,,ARI,"W, 30-27",*,12,6,74,12.3,0,50.0,6.2,0,0,0,,77,92.8,0,0.0,0,0.0
9,10.0,42.0,10.0,11.0,2019-11-17,TAM,,NOR,"L, 17-34",*,6,3,47,15.7,1,50.0,7.8,0,0,0,,67,100.0,0,0.0,0,0.0
10,11.0,43.0,11.0,12.0,2019-11-24,TAM,@,ATL,"W, 35-22",*,8,7,184,26.3,2,87.5,23.0,0,0,0,,56,87.5,0,0.0,1,3.0
11,12.0,44.0,12.0,13.0,2019-12-01,TAM,@,JAX,"W, 28-11",*,6,4,50,12.5,0,66.7,8.3,0,0,0,,69,90.8,0,0.0,0,0.0
12,13.0,45.0,13.0,14.0,2019-12-08,TAM,,IND,"W, 38-35",*,9,7,91,13.0,0,77.8,10.1,0,0,0,,74,94.9,0,0.0,0,0.0
13,14.0,46.0,14.0,15.0,2019-12-15,TAM,@,DET,"W, 38-17",*,8,5,121,24.2,0,62.5,15.1,0,0,0,,46,61.3,0,0.0,0,0.0
14,14.0,,15.0,16.0,2019-12-21,TAM,,HOU,"L, 20-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,,16.0,17.0,2019-12-29,TAM,,ATL,"L, 22-28 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,7-7,,120,86,1333,15.5,9,71.7,11.1,1,8,0,8.0,937,92.3,0,0.0,1,0.2
