,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,27.0,1.0,1.0,2022-09-11,MIN,,GNB,"W, 23-7",*,4,3,14,4.7,0,75.0,3.5,0,0,0,,0,0,0,0,0,0,42,67.7,0,0.0,0,0.0
1,2.0,28.0,2.0,2.0,2022-09-19,MIN,@,PHI,"L, 7-24",*,2,2,25,12.5,0,100.0,12.5,0,0,0,,0,0,0,0,0,0,47,77.0,0,0.0,0,0.0
2,3.0,29.0,3.0,3.0,2022-09-25,MIN,,DET,"W, 28-24",,8,5,73,14.6,1,62.5,9.1,0,0,0,,0,0,0,0,0,0,54,75.0,0,0.0,0,0.0
3,4.0,30.0,4.0,4.0,2022-10-02,MIN,@,NOR,"W, 28-25",*,2,1,6,6.0,0,50.0,3.0,1,-1,0,-1.0,0,0,0,0,0,0,61,84.7,0,0.0,0,0.0
4,5.0,31.0,5.0,5.0,2022-10-09,MIN,,CHI,"W, 29-22",*,5,5,41,8.2,0,100.0,8.2,0,0,0,,0,0,0,0,0,0,65,82.3,0,0.0,0,0.0
5,6.0,32.0,6.0,6.0,2022-10-16,MIN,@,MIA,"W, 24-16",*,5,3,18,6.0,0,60.0,3.6,0,0,0,,0,0,0,0,0,0,31,59.6,0,0.0,1,3.2
6,7.0,33.0,7.0,8.0,2022-10-30,MIN,,ARI,"W, 34-26",*,5,2,8,4.0,1,40.0,1.6,0,0,0,,0,0,0,0,0,0,57,80.3,0,0.0,0,0.0
7,8.0,34.0,8.0,9.0,2022-11-06,MIN,@,WAS,"W, 20-17",*,2,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,53,80.3,0,0.0,0,0.0
8,9.0,35.0,9.0,10.0,2022-11-13,MIN,@,BUF,"W, 33-30 (OT)",*,11,4,35,8.8,0,36.4,3.2,1,2,0,2.0,0,0,0,0,0,0,65,78.3,0,0.0,0,0.0
9,10.0,36.0,10.0,11.0,2022-11-20,MIN,,DAL,"L, 3-40",,3,2,17,8.5,0,66.7,5.7,0,0,0,,0,0,0,0,0,0,42,73.7,0,0.0,0,0.0
10,11.0,37.0,11.0,12.0,2022-11-24,MIN,,NWE,"W, 33-26",,2,1,8,8.0,0,50.0,4.0,1,5,0,5.0,0,0,0,0,0,0,39,56.5,0,0.0,0,0.0
11,12.0,38.0,12.0,13.0,2022-12-04,MIN,,NYJ,"W, 27-22",,3,2,17,8.5,0,66.7,5.7,0,0,0,,0,0,0,0,0,0,45,66.2,0,0.0,0,0.0
12,13.0,39.0,13.0,14.0,2022-12-11,MIN,@,DET,"L, 23-34",*,5,5,38,7.6,1,100.0,7.6,0,0,0,,0,0,0,0,0,0,48,73.8,0,0.0,1,3.4
13,14.0,40.0,14.0,15.0,2022-12-17,MIN,,IND,"W, 39-36 (OT)",,16,10,157,15.7,1,62.5,9.8,0,0,0,,0,0,0,0,0,0,73,81.1,0,0.0,0,0.0
14,15.0,41.0,15.0,16.0,2022-12-24,MIN,,NYG,"W, 27-24",,4,3,17,5.7,0,75.0,4.3,0,0,0,,0,0,0,0,0,0,50,69.4,0,0.0,0,0.0
15,16.0,42.0,16.0,17.0,2023-01-01,MIN,@,GNB,"L, 17-41",,7,7,59,8.4,1,100.0,8.4,0,0,0,,0,0,0,0,0,0,46,79.3,0,0.0,0,0.0
16,17.0,43.0,17.0,18.0,2023-01-08,MIN,@,CHI,"W, 29-13",,6,5,117,23.4,0,83.3,19.5,0,0,0,,1,0,0,1,0,0,55,77.5,0,0.0,0,0.0
17,,,,,,,,,13-4,,90,60,650,10.8,5,66.7,7.2,3,6,0,2.0,1,0,0,1,0,0,873,74.7,0,0.0,2,0.4
