,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2022,25,MIN,NFL,WR,1,1,3,2,20,10.0,1,1,33.3,11,2.0,20.0,66.7,6.7,0,0,0,0,0.0,0.0,2,10.0,20,1,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,1,1,3,2,20,10.0,1,1,33.3,11,2.0,20.0,66.7,6.7,0,0,0,0,0.0,0.0,2,10.0,20,1,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,51,34,340,10.0,17,17,33.3,11,2.0,20.0,66.7,6.7,0,0,0,0,0.0,0.0,34,10.0,340,17,0,
