,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,81.0,1.0,1.0,2019-09-08,MIN,,ATL,"W, 28-12",*,3,3,43,14.3,1,100.0,14.3,0,0,0,,0,0,0,0,0,0,47,88.7,0,0.0,2,9.5
1,2.0,82.0,2.0,2.0,2019-09-15,MIN,@,GNB,"L, 16-21",*,8,5,75,15.0,0,62.5,9.4,0,0,0,,0,0,0,0,0,0,64,98.5,0,0.0,0,0.0
2,3.0,83.0,3.0,3.0,2019-09-22,MIN,,OAK,"W, 34-14",*,5,3,55,18.3,1,60.0,11.0,1,1,1,1.0,0,0,0,0,0,0,54,87.1,0,0.0,1,4.0
3,4.0,84.0,4.0,4.0,2019-09-29,MIN,@,CHI,"L, 6-16",*,6,2,6,3.0,0,33.3,1.0,0,0,0,,0,0,0,0,0,0,57,95.0,0,0.0,0,0.0
4,5.0,85.0,5.0,5.0,2019-10-06,MIN,@,NYG,"W, 28-10",*,8,7,130,18.6,2,87.5,16.3,0,0,0,,0,0,0,0,0,0,57,85.1,0,0.0,0,0.0
5,6.0,86.0,6.0,6.0,2019-10-13,MIN,,PHI,"W, 38-20",*,8,6,57,9.5,1,75.0,7.1,1,0,0,0.0,0,0,0,0,0,0,58,82.9,0,0.0,0,0.0
6,7.0,87.0,7.0,7.0,2019-10-20,MIN,@,DET,"W, 42-30",*,2,1,25,25.0,1,50.0,12.5,0,0,0,,0,0,0,0,0,0,9,12.3,0,0.0,0,0.0
7,7.0,,8.0,8.0,2019-10-24,MIN,,WAS,"W, 19-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,8.0,88.0,9.0,9.0,2019-11-03,MIN,@,KAN,"L, 23-26",*,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,7,10.0,0,0.0,0,0.0
9,8.0,,10.0,10.0,2019-11-10,MIN,@,DAL,"W, 28-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,,11.0,11.0,2019-11-17,MIN,,DEN,"W, 27-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,8.0,,12.0,13.0,2019-12-02,MIN,@,SEA,"L, 30-37",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,8.0,,13.0,14.0,2019-12-08,MIN,,DET,"W, 20-7",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,9.0,89.0,14.0,15.0,2019-12-15,MIN,@,LAC,"W, 39-10",*,3,3,27,9.0,0,100.0,9.0,1,3,0,3.0,0,0,0,0,0,0,33,50.8,0,0.0,0,0.0
14,10.0,90.0,15.0,16.0,2019-12-23,MIN,,GNB,"L, 10-23",*,4,0,0,,0,0.0,0.0,1,2,0,2.0,0,0,0,0,0,0,50,92.6,0,0.0,0,0.0
15,10.0,,16.0,17.0,2019-12-29,MIN,,CHI,"L, 19-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,,,,,,,,,6-4,,48,30,418,13.9,6,62.5,8.7,4,6,1,1.5,0,0,0,0,0,0,436,68.2,0,0.0,3,1.1
