,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,91.0,1.0,1.0,2020-09-13,MIN,,GNB,"L, 34-43",*,8,6,110,18.3,2,75.0,13.8,0,0,0,,50,96.2,0,0.0,0,0.0
1,2.0,92.0,2.0,2.0,2020-09-20,MIN,@,IND,"L, 11-28",*,8,3,31,10.3,0,37.5,3.9,0,0,0,,48,88.9,0,0.0,0,0.0
2,3.0,93.0,3.0,3.0,2020-09-27,MIN,,TEN,"L, 30-31",*,5,3,29,9.7,1,60.0,5.8,1,4,0,4.0,61,93.8,0,0.0,0,0.0
3,4.0,94.0,4.0,4.0,2020-10-04,MIN,@,HOU,"W, 31-23",*,10,8,114,14.3,1,80.0,11.4,1,8,0,8.0,58,87.9,0,0.0,0,0.0
4,5.0,95.0,5.0,5.0,2020-10-11,MIN,@,SEA,"L, 26-27",*,13,9,80,8.9,2,69.2,6.2,1,3,0,3.0,81,93.1,0,0.0,0,0.0
5,6.0,96.0,6.0,6.0,2020-10-18,MIN,,ATL,"L, 23-40",*,5,3,51,17.0,1,60.0,10.2,0,0,0,,52,92.9,0,0.0,0,0.0
6,7.0,97.0,7.0,8.0,2020-11-01,MIN,@,GNB,"W, 28-22",*,4,3,27,9.0,0,75.0,6.8,0,0,0,,47,90.4,0,0.0,1,5.3
7,8.0,98.0,8.0,9.0,2020-11-08,MIN,,DET,"W, 34-20",*,5,2,38,19.0,0,40.0,7.6,0,0,0,,50,86.2,0,0.0,1,3.3
8,9.0,99.0,9.0,10.0,2020-11-16,MIN,@,CHI,"W, 19-13",*,7,4,43,10.8,2,57.1,6.1,0,0,0,,72,97.3,0,0.0,0,0.0
9,10.0,100.0,10.0,11.0,2020-11-22,MIN,,DAL,"L, 28-31",*,11,8,123,15.4,2,72.7,11.2,0,0,0,,57,87.7,0,0.0,0,0.0
10,10.0,,11.0,12.0,2020-11-29,MIN,,CAR,"W, 28-27",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
11,11.0,101.0,12.0,13.0,2020-12-06,MIN,,JAX,"W, 27-24 (OT)",*,11,8,75,9.4,1,72.7,6.8,0,0,0,,83,91.2,0,0.0,0,0.0
12,12.0,102.0,13.0,14.0,2020-12-13,MIN,@,TAM,"L, 14-26",*,4,3,39,13.0,0,75.0,9.8,0,0,0,,71,89.9,0,0.0,0,0.0
13,13.0,103.0,14.0,15.0,2020-12-20,MIN,,CHI,"L, 27-33",*,3,2,11,5.5,1,66.7,3.7,0,0,0,,64,94.1,0,0.0,0,0.0
14,14.0,104.0,15.0,16.0,2020-12-25,MIN,@,NOR,"L, 33-52",*,9,8,97,12.1,1,88.9,10.8,0,0,0,,56,87.5,0,0.0,0,0.0
15,15.0,105.0,16.0,17.0,2021-01-03,MIN,@,DET,"W, 37-35",*,5,4,57,14.3,0,80.0,11.4,0,0,0,,76,95.0,0,0.0,0,0.0
16,,,,,,,,,6-9,,108,74,925,12.5,14,68.5,8.6,3,15,0,5.0,926,91.6,0,0.0,2,0.5
