,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,106.0,1.0,1.0,2021-09-12,MIN,@,CIN,"L, 24-27 (OT)",*,10,9,92,10.2,2,90.0,9.2,0,0,0,,0,0,0,0,0,0,78,94.0,0,0.0,0,0.0
1,2.0,107.0,2.0,2.0,2021-09-19,MIN,@,ARI,"L, 33-34",*,7,6,39,6.5,1,85.7,5.6,0,0,0,,1,0,0,0,0,0,61,100.0,0,0.0,0,0.0
2,3.0,108.0,3.0,3.0,2021-09-26,MIN,,SEA,"W, 30-17",*,9,6,50,8.3,1,66.7,5.6,0,0,0,,0,0,0,0,0,0,72,96.0,0,0.0,0,0.0
3,4.0,109.0,4.0,4.0,2021-10-03,MIN,,CLE,"L, 7-14",*,8,3,46,15.3,0,37.5,5.8,0,0,0,,0,0,0,0,0,0,66,98.5,0,0.0,0,0.0
4,5.0,110.0,5.0,5.0,2021-10-10,MIN,,DET,"W, 19-17",*,3,2,40,20.0,0,66.7,13.3,0,0,0,,0,0,0,0,0,0,62,92.5,0,0.0,1,3.8
5,6.0,111.0,6.0,6.0,2021-10-17,MIN,@,CAR,"W, 34-28 (OT)",*,13,11,126,11.5,1,84.6,9.7,1,2,0,2.0,0,0,0,1,0,0,87,97.8,0,0.0,0,0.0
6,7.0,112.0,7.0,8.0,2021-10-31,MIN,,DAL,"L, 16-20",*,9,6,78,13.0,1,66.7,8.7,0,0,0,,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0
7,8.0,113.0,8.0,9.0,2021-11-07,MIN,@,BAL,"L, 31-34 (OT)",*,7,2,6,3.0,1,28.6,0.9,0,0,0,,0,0,0,0,0,0,48,88.9,0,0.0,0,0.0
8,9.0,114.0,9.0,10.0,2021-11-14,MIN,@,LAC,"W, 27-20",*,7,5,65,13.0,0,71.4,9.3,0,0,0,,0,0,0,0,0,0,71,89.9,0,0.0,0,0.0
9,10.0,115.0,10.0,11.0,2021-11-21,MIN,,GNB,"W, 34-31",*,10,8,82,10.3,1,80.0,8.2,0,0,0,,0,0,0,0,0,0,66,94.3,0,0.0,0,0.0
10,11.0,116.0,11.0,12.0,2021-11-28,MIN,@,SFO,"L, 26-34",*,7,5,62,12.4,2,71.4,8.9,0,0,0,,0,0,0,0,0,0,53,96.4,0,0.0,0,0.0
11,12.0,117.0,12.0,13.0,2021-12-05,MIN,@,DET,"L, 27-29",*,2,1,0,0.0,0,50.0,0.0,0,0,0,,0,0,0,0,0,0,6,7.9,0,0.0,0,0.0
12,12.0,,13.0,14.0,2021-12-09,MIN,,PIT,"W, 36-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12.0,,14.0,15.0,2021-12-20,MIN,@,CHI,"W, 17-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,13.0,118.0,15.0,16.0,2021-12-26,MIN,,LAR,"L, 23-30",*,3,3,40,13.3,0,100.0,13.3,0,0,0,,0,0,0,0,0,0,23,36.5,0,0.0,0,0.0
15,13.0,,16.0,17.0,2022-01-02,MIN,@,GNB,"L, 10-37",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,13.0,,17.0,18.0,2022-01-09,MIN,,CHI,"W, 31-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,5-8,,95,67,726,10.8,10,70.5,7.6,1,2,0,2.0,1,0,0,1,0,0,758,83.8,0,0.0,1,0.3
