,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2016-09-11,MIN,@,TEN,"W, 25-16",,5,4,54,13.5,0,80.0,10.8,0,0,0,,0,0,0,,0,0,0,,0.0,2,1,1,0,0.0,0,0,0,0,0,0,0,35,55.6,0,0.0,15,51.7
1,2.0,34.0,2.0,2.0,2016-09-18,MIN,,GNB,"W, 17-14",*,5,4,41,10.3,0,80.0,8.2,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0.0,0,1,0,0,1,0,0,38,65.5,0,0.0,11,45.8
2,3.0,35.0,3.0,3.0,2016-09-25,MIN,@,CAR,"W, 22-10",,4,3,29,9.7,0,75.0,7.3,0,0,0,,0,0,0,,0,0,0,,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,33,60.0,0,0.0,11,40.7
3,4.0,36.0,4.0,4.0,2016-10-03,MIN,,NYG,"W, 24-10",,3,2,21,10.5,0,66.7,7.0,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,39,52.7,0,0.0,8,29.6
4,5.0,37.0,5.0,5.0,2016-10-09,MIN,,HOU,"W, 31-13",*,8,7,127,18.1,1,87.5,15.9,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,68,91.9,0,0.0,3,10.3
5,6.0,38.0,6.0,7.0,2016-10-23,MIN,@,PHI,"L, 10-21",*,5,2,52,26.0,0,40.0,10.4,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,67,88.2,0,0.0,4,17.4
6,7.0,39.0,7.0,8.0,2016-10-31,MIN,@,CHI,"L, 10-20",,5,3,40,13.3,0,60.0,8.0,0,0,0,,0,0,0,,1,4,0,4.0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,54,88.5,0,0.0,3,11.5
7,8.0,40.0,8.0,9.0,2016-11-06,MIN,,DET,"L, 16-22 (OT)",*,6,4,68,17.0,0,66.7,11.3,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,35,50.0,0,0.0,5,19.2
8,9.0,41.0,9.0,10.0,2016-11-13,MIN,@,WAS,"L, 20-26",,4,3,21,7.0,1,75.0,5.3,1,11,0,11.0,0,0,0,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,57,85.1,0,0.0,2,7.7
9,10.0,42.0,10.0,11.0,2016-11-20,MIN,,ARI,"W, 30-24",*,5,5,65,13.0,1,100.0,13.0,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,44,75.9,0,0.0,5,17.2
10,11.0,43.0,11.0,12.0,2016-11-24,MIN,@,DET,"L, 13-16",*,11,8,53,6.6,0,72.7,4.8,0,0,0,,0,0,0,,2,0,0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,55,94.8,0,0.0,4,17.4
11,12.0,44.0,12.0,13.0,2016-12-01,MIN,,DAL,"L, 15-17",,9,7,86,12.3,0,77.8,9.6,0,0,0,,0,0,0,,2,-5,0,-2.5,0.0,1,1,0,0,0.0,0,1,1,0,0,0,0,63,85.1,0,0.0,6,21.4
12,13.0,45.0,13.0,14.0,2016-12-11,MIN,@,JAX,"W, 25-16",*,5,4,101,25.3,0,80.0,20.2,0,0,0,,0,0,0,,1,9,0,9.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,45,68.2,0,0.0,8,25.0
13,14.0,46.0,14.0,15.0,2016-12-18,MIN,,IND,"L, 6-34",*,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,18,31.0,0,0.0,5,20.8
14,15.0,47.0,15.0,16.0,2016-12-24,MIN,@,GNB,"L, 25-38",*,15,12,202,16.8,2,80.0,13.5,1,4,0,4.0,1,19,0,19.0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,75,96.2,0,0.0,1,2.9
15,16.0,48.0,16.0,17.0,2017-01-01,MIN,,CHI,"W, 38-10",*,1,1,7,7.0,0,100.0,7.0,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,61,96.8,0,0.0,2,9.1
16,,,,,,,,,8-8,,92,69,967,14.0,5,75.0,10.5,2,15,0,7.5,1,19,0,19.0,6,8,0,1.3,0.0,4,3,1,0,0.0,0,2,1,0,2,0,0,787,74.7,0,0.0,93,21.7
