,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2015-09-14,MIN,@,SFO,"L, 3-20",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,0,0.0,0,0.0,14,63.6
1,2.0,18.0,2.0,2.0,2015-09-20,MIN,,DET,"W, 26-16",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,1,1.5,0,0.0,16,66.7
2,3.0,19.0,3.0,3.0,2015-09-27,MIN,,SDG,"W, 31-14",,4,2,16,8.0,0,50.0,4.0,0,0,0,,0.0,0,0,0,0,,0,28,50.0,0,0.0,11,40.7
3,4.0,20.0,4.0,4.0,2015-10-04,MIN,@,DEN,"L, 20-23",,8,6,70,11.7,0,75.0,8.8,0,0,0,,0.0,0,0,0,0,,0,58,79.5,0,0.0,6,20.7
4,5.0,21.0,5.0,6.0,2015-10-18,MIN,,KAN,"W, 16-10",,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0.0,0,10,14.3,0,0.0,16,66.7
5,6.0,22.0,6.0,7.0,2015-10-25,MIN,@,DET,"W, 28-19",,2,1,30,30.0,0,50.0,15.0,0,0,0,,0.0,2,2,0,0,0.0,0,23,30.7,0,0.0,20,64.5
6,7.0,23.0,7.0,8.0,2015-11-01,MIN,@,CHI,"W, 23-20",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,4,6.9,0,0.0,19,65.5
7,8.0,24.0,8.0,9.0,2015-11-08,MIN,,STL,"W, 21-18 (OT)",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,1,1.4,0,0.0,27,77.1
8,9.0,25.0,9.0,10.0,2015-11-15,MIN,@,OAK,"W, 30-14",,0,0,0,,0,,,1,14,0,14.0,0.0,0,0,0,0,,0,1,1.6,0,0.0,17,58.6
9,10.0,26.0,10.0,11.0,2015-11-22,MIN,,GNB,"L, 13-30",,1,0,0,,0,0.0,0.0,0,0,0,,0.0,1,1,0,0,0.0,0,6,9.4,0,0.0,13,44.8
10,11.0,27.0,11.0,12.0,2015-11-29,MIN,@,ATL,"W, 20-10",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,11,15.7,0,0.0,12,63.2
11,12.0,28.0,12.0,13.0,2015-12-06,MIN,,SEA,"L, 7-38",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,6,11.5,0,0.0,18,72.0
12,13.0,29.0,13.0,14.0,2015-12-10,MIN,@,ARI,"L, 20-23",,1,1,7,7.0,0,100.0,7.0,0,0,0,,0.0,1,1,0,0,0.0,0,13,19.1,0,0.0,15,60.0
13,14.0,30.0,14.0,15.0,2015-12-20,MIN,,CHI,"W, 38-17",*,0,0,0,,0,,,1,8,0,8.0,0.0,1,1,0,0,0.0,0,23,37.1,0,0.0,18,66.7
14,15.0,31.0,15.0,16.0,2015-12-27,MIN,,NYG,"W, 49-17",*,1,1,5,5.0,0,100.0,5.0,0,0,0,,0.0,1,1,0,0,0.0,0,25,35.2,0,0.0,24,63.2
15,16.0,32.0,16.0,17.0,2016-01-03,MIN,@,GNB,"W, 20-13",,1,1,16,16.0,0,100.0,16.0,2,67,0,33.5,0.0,0,0,0,0,,0,7,14.6,0,0.0,13,50.0
16,,,,,,,,,11-5,,18,12,144,12.0,0,66.7,8.0,4,89,0,22.3,0.0,7,7,0,0,0.0,0,217,21.3,0,0.0,259,59.0
