,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2020-09-13,CHI,@,DET,"W, 27-23",,3,3,38,12.7,0,100.0,12.7,0,0,0,,0,0,0,,0,0,0,0,0,0,21,32.3,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2020-09-20,CHI,,NYG,"W, 17-13",*,3,3,36,12.0,1,100.0,12.0,0,0,0,,0,0,0,,1,0,0,1,0,0,39,60.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2020-09-27,CHI,@,ATL,"W, 30-26",,5,2,19,9.5,0,40.0,3.8,0,0,0,,0,0,0,,0,0,0,0,0,0,51,62.2,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2020-10-04,CHI,,IND,"L, 11-19",,9,5,52,10.4,0,55.6,5.8,1,-3,0,-3.0,0,0,0,,0,0,0,0,0,0,46,74.2,0,0.0,1,3.7
4,5.0,5.0,5.0,5.0,2020-10-08,CHI,,TAM,"W, 20-19",,5,2,15,7.5,0,40.0,3.0,0,0,0,,0,0,0,,0,0,0,0,0,0,41,65.1,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2020-10-18,CHI,@,CAR,"W, 23-16",,5,3,36,12.0,0,60.0,7.2,0,0,0,,0,0,0,,0,0,0,0,0,0,44,66.7,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2020-10-26,CHI,@,LAR,"L, 10-24",,7,3,40,13.3,0,42.9,5.7,0,0,0,,0,0,0,,0,0,0,0,0,0,51,81.0,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2020-11-01,CHI,,NOR,"L, 23-26 (OT)",*,6,5,69,13.8,1,83.3,11.5,0,0,0,,0,0,0,,0,0,0,0,0,0,65,92.9,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2020-11-08,CHI,@,TEN,"L, 17-24",*,11,5,43,8.6,0,45.5,3.9,0,0,0,,0,0,0,,0,0,0,0,0,0,67,87.0,0,0.0,1,3.0
9,10.0,10.0,10.0,10.0,2020-11-16,CHI,,MIN,"L, 13-19",*,2,2,3,1.5,0,100.0,1.5,0,0,0,,0,0,0,,0,0,0,0,0,0,46,92.0,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2020-11-29,CHI,@,GNB,"L, 25-41",*,9,3,34,11.3,0,33.3,3.8,0,0,0,,0,0,0,,0,0,0,0,0,0,58,85.3,0,0.0,1,4.0
11,12.0,12.0,12.0,13.0,2020-12-06,CHI,,DET,"L, 30-34",*,6,4,43,10.8,0,66.7,7.2,0,0,0,,1,5,0,5.0,0,0,0,0,0,0,56,81.2,0,0.0,1,3.3
12,13.0,13.0,13.0,14.0,2020-12-13,CHI,,HOU,"W, 36-7",*,2,2,22,11.0,1,100.0,11.0,1,5,0,5.0,0,0,0,,0,0,0,0,0,0,45,75.0,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2020-12-20,CHI,@,MIN,"W, 33-27",*,5,4,49,12.3,1,80.0,9.8,1,16,0,16.0,0,0,0,,0,0,0,0,0,0,53,82.8,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2020-12-27,CHI,@,JAX,"W, 41-17",,7,4,39,9.8,0,57.1,5.6,1,2,0,2.0,0,0,0,,0,0,0,0,0,0,53,73.6,0,0.0,1,3.2
15,16.0,16.0,16.0,17.0,2021-01-03,CHI,,GNB,"L, 16-35",*,13,11,93,8.5,0,84.6,7.2,0,0,0,,0,0,0,,0,0,0,0,0,0,45,60.0,0,0.0,0,0.0
16,,,,,,,,,8-8,,98,61,631,10.3,4,62.2,6.4,4,20,0,5.0,1,5,0,5.0,1,0,0,1,0,0,781,72.9,0,0.0,5,1.1
