,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2022-09-11,CHI,,SFO,"W, 19-10",*,3,1,8,8.0,0,33.3,2.7,0,0,0,,0.0,0,0,0,0,0,0,52,89.7,0,0.0,0,0.0
1,2.0,35.0,2.0,2.0,2022-09-18,CHI,@,GNB,"L, 10-27",*,2,1,-4,-4.0,0,50.0,-2.0,0,0,0,,0.0,0,0,0,0,0,0,37,90.2,0,0.0,0,0.0
2,3.0,36.0,3.0,3.0,2022-09-25,CHI,,HOU,"W, 23-20",*,6,2,23,11.5,0,33.3,3.8,0,0,0,,0.0,0,0,0,0,0,0,59,93.7,0,0.0,0,0.0
3,4.0,37.0,4.0,4.0,2022-10-02,CHI,@,NYG,"L, 12-20",*,5,4,94,23.5,0,80.0,18.8,0,0,0,,0.0,0,0,0,0,0,0,53,85.5,0,0.0,0,0.0
4,5.0,38.0,5.0,5.0,2022-10-09,CHI,@,MIN,"L, 22-29",*,5,2,52,26.0,0,40.0,10.4,0,0,0,,0.0,1,1,0,0,0,0,47,94.0,0,0.0,0,0.0
5,6.0,39.0,6.0,6.0,2022-10-13,CHI,,WAS,"L, 7-12",*,12,7,68,9.7,0,58.3,5.7,0,0,0,,0.0,0,0,0,0,0,0,66,91.7,0,0.0,0,0.0
6,7.0,40.0,7.0,7.0,2022-10-24,CHI,@,NWE,"W, 33-14",*,6,3,53,17.7,0,50.0,8.8,0,0,0,,0.0,0,0,0,0,0,0,57,80.3,0,0.0,0,0.0
7,8.0,41.0,8.0,8.0,2022-10-30,CHI,@,DAL,"L, 29-49",*,5,5,70,14.0,0,100.0,14.0,0,0,0,,0.0,0,0,0,0,0,0,68,86.1,0,0.0,0,0.0
8,9.0,42.0,9.0,9.0,2022-11-06,CHI,,MIA,"L, 32-35",*,8,7,43,6.1,1,87.5,5.4,1,2,0,2.0,0.0,0,0,0,0,0,0,64,86.5,0,0.0,0,0.0
9,10.0,43.0,10.0,10.0,2022-11-13,CHI,,DET,"L, 30-31",*,4,4,57,14.3,0,100.0,14.3,0,0,0,,0.0,0,0,0,0,0,0,53,86.9,0,0.0,0,0.0
10,11.0,44.0,11.0,11.0,2022-11-20,CHI,@,ATL,"L, 24-27",*,5,4,29,7.3,1,80.0,5.8,0,0,0,,0.0,1,1,0,0,0,0,56,81.2,0,0.0,0,0.0
11,12.0,45.0,12.0,12.0,2022-11-27,CHI,@,NYJ,"L, 10-31",*,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,18,31.6,0,0.0,0,0.0
12,12.0,,13.0,13.0,2022-12-04,CHI,,GNB,"L, 19-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,12.0,,14.0,15.0,2022-12-18,CHI,,PHI,"L, 20-25",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,12.0,,15.0,16.0,2022-12-24,CHI,,BUF,"L, 13-35",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,12.0,,16.0,17.0,2023-01-01,CHI,@,DET,"L, 10-41",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,12.0,,17.0,18.0,2023-01-08,CHI,,MIN,"L, 13-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,3-9,,61,40,493,12.3,2,65.6,8.1,1,2,0,2.0,0.0,2,2,0,0,0,0,630,83.2,0,0.0,0,0.0
